id,id_curva,indicador_codigo,sexo_codigo,edad_valor,l,m,s,stdev,sd5neg,sd4neg,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3,sd4
211,2,BMI,F,103,-1.4398,15.909,0.11601,,,10.974,11.998,13.023,14.291,15.909,18.062,21.1,25.786,30.472
212,2,BMI,F,104,-1.4456,15.9451,0.11644,,,10.99,12.018,13.045,14.318,15.945,18.113,21.181,25.934,30.688
213,2,BMI,F,105,-1.4511,15.9818,0.11688,,,11.006,12.037,13.068,14.346,15.982,18.166,21.263,26.085,30.908
214,2,BMI,F,106,-1.4561,16.0194,0.11731,,,11.023,12.057,13.092,14.375,16.019,18.219,21.346,26.236,31.127
215,2,BMI,F,107,-1.4607,16.0575,0.11774,,,11.04,12.078,13.115,14.404,16.058,18.272,21.429,26.388,31.346
216,2,BMI,F,108,-1.465,16.0964,0.11816,,,11.057,12.099,13.14,14.434,16.096,18.326,21.513,26.539,31.565
217,2,BMI,F,109,-1.4688,16.1358,0.11859,,,11.075,12.12,13.165,14.465,16.136,18.381,21.599,26.692,31.786
218,2,BMI,F,110,-1.4723,16.1759,0.11901,,,11.092,12.141,13.19,14.496,16.176,18.437,21.684,26.845,32.007
219,2,BMI,F,111,-1.4753,16.2166,0.11943,,,11.11,12.163,13.216,14.527,16.217,18.493,21.77,26.998,32.227
220,2,BMI,F,112,-1.478,16.258,0.11985,,,11.128,12.185,13.242,14.559,16.258,18.551,21.857,27.152,32.448
221,2,BMI,F,113,-1.4803,16.2999,0.12026,,,11.147,12.208,13.269,14.592,16.3,18.608,21.944,27.305,32.666
222,2,BMI,F,114,-1.4823,16.3425,0.12067,,,11.166,12.231,13.296,14.625,16.343,18.666,22.031,27.459,32.886
223,2,BMI,F,115,-1.4838,16.3858,0.12108,,,11.185,12.254,13.323,14.659,16.386,18.725,22.12,27.612,33.104
224,2,BMI,F,116,-1.485,16.4298,0.12148,,,11.204,12.278,13.352,14.694,16.43,18.785,22.208,27.765,33.321
225,2,BMI,F,117,-1.4859,16.4746,0.12188,,,11.224,12.302,13.38,14.729,16.475,18.846,22.298,27.918,33.538
226,2,BMI,F,118,-1.4864,16.52,0.12228,,,11.244,12.327,13.41,14.764,16.52,18.907,22.388,28.071,33.755
227,2,BMI,F,119,-1.4866,16.5663,0.12268,,,11.265,12.352,13.439,14.801,16.566,18.969,22.479,28.226,33.972
228,2,BMI,F,120,-1.4864,16.6133,0.12307,,,11.285,12.378,13.47,14.838,16.613,19.032,22.57,28.378,34.185
229,2,BMI,F,121,-1.4859,16.6612,0.12346,,,11.307,12.404,13.501,14.876,16.661,19.096,22.663,28.531,34.399
230,2,BMI,F,122,-1.4851,16.71,0.12384,,,11.328,12.43,13.533,14.914,16.71,19.161,22.755,28.683,34.61
231,2,BMI,F,123,-1.4839,16.7595,0.12422,,,11.35,12.458,13.565,14.954,16.76,19.226,22.849,28.834,34.82
232,2,BMI,F,124,-1.4825,16.81,0.1246,,,11.373,12.485,13.598,14.994,16.81,19.293,22.943,28.987,35.031
233,2,BMI,F,125,-1.4807,16.8614,0.12497,,,11.396,12.514,13.631,15.035,16.861,19.36,23.038,29.138,35.238
234,2,BMI,F,126,-1.4787,16.9136,0.12534,,,11.419,12.542,13.666,15.076,16.914,19.429,23.134,29.29,35.445
235,2,BMI,F,127,-1.4763,16.9667,0.12571,,,11.443,12.572,13.7,15.119,16.967,19.498,23.231,29.441,35.651
236,2,BMI,F,128,-1.4737,17.0208,0.12607,,,11.467,12.602,13.736,15.162,17.021,19.568,23.328,29.591,35.854
237,2,BMI,F,129,-1.4708,17.0757,0.12643,,,11.492,12.632,13.772,15.206,17.076,19.639,23.426,29.742,36.057
238,2,BMI,F,130,-1.4677,17.1316,0.12678,,,11.517,12.663,13.81,15.251,17.132,19.712,23.525,29.891,36.257
239,2,BMI,F,131,-1.4642,17.1883,0.12713,,,11.543,12.695,13.847,15.297,17.188,19.785,23.624,30.039,36.454
240,2,BMI,F,132,-1.4606,17.2459,0.12748,,,11.569,12.727,13.885,15.343,17.246,19.859,23.725,30.189,36.653
241,2,BMI,F,133,-1.4567,17.3044,0.12782,,,11.595,12.76,13.925,15.39,17.304,19.933,23.825,30.336,36.847
242,2,BMI,F,134,-1.4526,17.3637,0.12816,,,11.622,12.793,13.964,15.438,17.364,20.009,23.927,30.484,37.042
243,2,BMI,F,135,-1.4482,17.4238,0.12849,,,11.65,12.827,14.004,15.487,17.424,20.086,24.029,30.63,37.231
244,2,BMI,F,136,-1.4436,17.4847,0.12882,,,11.677,12.861,14.045,15.536,17.485,20.163,24.131,30.776,37.42
245,2,BMI,F,137,-1.4389,17.5464,0.12914,,,11.706,12.896,14.087,15.586,17.546,20.241,24.234,30.92,37.606
246,2,BMI,F,138,-1.4339,17.6088,0.12946,,,11.734,12.931,14.129,15.637,17.609,20.32,24.338,31.064,37.79
247,2,BMI,F,139,-1.4288,17.6719,0.12978,,,11.763,12.967,14.171,15.688,17.672,20.4,24.442,31.209,37.975
248,2,BMI,F,140,-1.4235,17.7357,0.13009,,,11.792,13.003,14.214,15.74,17.736,20.48,24.546,31.351,38.155
249,2,BMI,F,141,-1.418,17.8001,0.1304,,,11.822,13.04,14.258,15.793,17.8,20.561,24.651,31.493,38.335
250,2,BMI,F,142,-1.4123,17.8651,0.1307,,,11.852,13.077,14.302,15.846,17.865,20.642,24.756,31.633,38.509
251,2,BMI,F,143,-1.4065,17.9306,0.13099,,,11.882,13.114,14.346,15.899,17.931,20.724,24.861,31.77,38.68
252,2,BMI,F,144,-1.4006,17.9966,0.13129,,,11.912,13.151,14.391,15.953,17.997,20.806,24.967,31.91,38.854
253,2,BMI,F,145,-1.3945,18.063,0.13158,,,11.942,13.189,14.436,16.008,18.063,20.889,25.072,32.047,39.023
254,2,BMI,F,146,-1.3883,18.1297,0.13186,,,11.973,13.227,14.481,16.062,18.13,20.972,25.177,32.182,39.187
255,2,BMI,F,147,-1.3819,18.1967,0.13214,,,12.003,13.265,14.526,16.117,18.197,21.055,25.282,32.316,39.35
256,2,BMI,F,148,-1.3755,18.2639,0.13241,,,12.034,13.303,14.572,16.172,18.264,21.138,25.387,32.448,39.509
257,2,BMI,F,149,-1.3689,18.3312,0.13268,,,12.065,13.341,14.618,16.227,18.331,21.222,25.491,32.579,39.666
258,2,BMI,F,150,-1.3621,18.3986,0.13295,,,12.095,13.379,14.663,16.282,18.399,21.305,25.596,32.708,39.82
259,2,BMI,F,151,-1.3553,18.466,0.13321,,,12.126,13.418,14.709,16.338,18.466,21.388,25.699,32.835,39.97
260,2,BMI,F,152,-1.3483,18.5333,0.13347,,,12.156,13.456,14.755,16.393,18.533,21.471,25.802,32.96,40.118
261,2,BMI,F,153,-1.3413,18.6006,0.13372,,,12.187,13.494,14.8,16.448,18.601,21.554,25.905,33.083,40.261
262,2,BMI,F,154,-1.3341,18.6677,0.13397,,,12.217,13.531,14.846,16.503,18.668,21.637,26.007,33.204,40.402
263,2,BMI,F,155,-1.3269,18.7346,0.13421,,,12.247,13.569,14.891,16.558,18.735,21.719,26.107,33.322,40.538
264,2,BMI,F,156,-1.3195,18.8012,0.13445,,,12.276,13.606,14.936,16.612,18.801,21.8,26.207,33.439,40.67
265,2,BMI,F,157,-1.3121,18.8675,0.13469,,,12.305,13.643,14.981,16.667,18.868,21.882,26.307,33.554,40.802
266,2,BMI,F,158,-1.3046,18.9335,0.13492,,,12.335,13.68,15.025,16.721,18.934,21.962,26.405,33.666,40.928
267,2,BMI,F,159,-1.297,18.9991,0.13514,,,12.364,13.717,15.07,16.775,18.999,22.042,26.501,33.775,41.048
268,2,BMI,F,160,-1.2894,19.0642,0.13537,,,12.392,13.753,15.113,16.828,19.064,22.122,26.598,33.884,41.171
269,2,BMI,F,161,-1.2816,19.1289,0.13559,,,12.42,13.788,15.157,16.881,19.129,22.201,26.693,33.989,41.286
270,2,BMI,F,162,-1.2739,19.1931,0.1358,,,12.447,13.824,15.2,16.934,19.193,22.279,26.786,34.092,41.397
271,2,BMI,F,163,-1.2661,19.2567,0.13601,,,12.475,13.859,15.243,16.986,19.257,22.357,26.879,34.192,41.506
272,2,BMI,F,164,-1.2583,19.3197,0.13622,,,12.501,13.893,15.285,17.037,19.32,22.433,26.97,34.292,41.614
273,2,BMI,F,165,-1.2504,19.382,0.13642,,,12.528,13.927,15.327,17.088,19.382,22.509,27.06,34.387,41.714
274,2,BMI,F,166,-1.2425,19.4437,0.13662,,,12.554,13.961,15.368,17.139,19.444,22.584,27.149,34.481,41.814
275,2,BMI,F,167,-1.2345,19.5045,0.13681,,,12.579,13.994,15.408,17.188,19.504,22.658,27.235,34.571,41.907
276,2,BMI,F,168,-1.2266,19.5647,0.137,,,12.604,14.026,15.448,17.238,19.565,22.731,27.321,34.66,41.999
277,2,BMI,F,169,-1.2186,19.624,0.13719,,,12.628,14.058,15.488,17.286,19.624,22.803,27.406,34.747,42.088
278,2,BMI,F,170,-1.2107,19.6824,0.13738,,,12.652,14.089,15.526,17.334,19.682,22.874,27.489,34.833,42.176
279,2,BMI,F,171,-1.2027,19.74,0.13756,,,12.675,14.119,15.564,17.38,19.74,22.943,27.57,34.914,42.258
280,2,BMI,F,172,-1.1947,19.7966,0.13774,,,12.697,14.149,15.601,17.427,19.797,23.012,27.65,34.994,42.338
281,2,BMI,F,173,-1.1867,19.8523,0.13791,,,12.719,14.179,15.638,17.472,19.852,23.079,27.727,35.07,42.412
282,2,BMI,F,174,-1.1788,19.907,0.13808,,,12.74,14.207,15.674,17.516,19.907,23.145,27.804,35.145,42.485
283,2,BMI,F,175,-1.1708,19.9607,0.13825,,,12.761,14.235,15.709,17.56,19.961,23.21,27.879,35.217,42.555
284,2,BMI,F,176,-1.1629,20.0133,0.13841,,,12.781,14.262,15.743,17.603,20.013,23.273,27.951,35.286,42.621
285,2,BMI,F,177,-1.1549,20.0648,0.13858,,,12.8,14.288,15.776,17.644,20.065,23.336,28.023,35.354,42.685
286,2,BMI,F,178,-1.147,20.1152,0.13873,,,12.819,14.314,15.809,17.685,20.115,23.396,28.091,35.417,42.743
287,2,BMI,F,179,-1.139,20.1644,0.13889,,,12.836,14.338,15.841,17.725,20.164,23.456,28.159,35.479,42.8
288,2,BMI,F,180,-1.1311,20.2125,0.13904,,,12.853,14.362,15.871,17.764,20.212,23.514,28.224,35.538,42.852
289,2,BMI,F,181,-1.1232,20.2595,0.1392,,,12.869,14.385,15.901,17.802,20.26,23.57,28.289,35.597,42.905
290,2,BMI,F,182,-1.1153,20.3053,0.13934,,,12.885,14.408,15.93,17.839,20.305,23.625,28.35,35.65,42.95
291,2,BMI,F,183,-1.1074,20.3499,0.13949,,,12.9,14.429,15.958,17.874,20.35,23.679,28.411,35.703,42.995
292,2,BMI,F,184,-1.0996,20.3934,0.13963,,,12.914,14.45,15.985,17.909,20.393,23.731,28.469,35.752,43.036
293,2,BMI,F,185,-1.0917,20.4357,0.13977,,,12.927,14.469,16.012,17.943,20.436,23.782,28.525,35.799,43.073
294,2,BMI,F,186,-1.0838,20.4769,0.13991,,,12.94,14.488,16.037,17.976,20.477,23.832,28.58,35.844,43.108
295,2,BMI,F,187,-1.076,20.517,0.14005,,,12.952,14.507,16.062,18.008,20.517,23.88,28.634,35.887,43.141
296,2,BMI,F,188,-1.0681,20.556,0.14018,,,12.963,14.524,16.085,18.039,20.556,23.927,28.684,35.927,43.169
297,2,BMI,F,189,-1.0603,20.5938,0.14031,,,12.973,14.541,16.108,18.069,20.594,23.972,28.734,35.964,43.195
298,2,BMI,F,190,-1.0525,20.6306,0.14044,,,12.983,14.557,16.13,18.098,20.631,24.017,28.782,36.0,43.219
299,2,BMI,F,191,-1.0447,20.6663,0.14057,,,12.992,14.572,16.151,18.126,20.666,24.06,28.828,36.034,43.241
300,2,BMI,F,192,-1.0368,20.7008,0.1407,,,13.0,14.586,16.172,18.153,20.701,24.101,28.873,36.066,43.259
301,2,BMI,F,193,-1.029,20.7344,0.14082,,,13.008,14.6,16.191,18.179,20.734,24.141,28.915,36.094,43.274
302,2,BMI,F,194,-1.0212,20.7668,0.14094,,,13.015,14.613,16.21,18.205,20.767,24.18,28.956,36.121,43.286
303,2,BMI,F,195,-1.0134,20.7982,0.14106,,,13.022,14.625,16.228,18.229,20.798,24.218,28.996,36.146,43.296
304,2,BMI,F,196,-1.0055,20.8286,0.14118,,,13.027,14.636,16.245,18.253,20.829,24.254,29.034,36.169,43.304
305,2,BMI,F,197,-0.9977,20.858,0.1413,,,13.032,14.647,16.261,18.275,20.858,24.29,29.07,36.19,43.31
306,2,BMI,F,198,-0.9898,20.8863,0.14142,,,13.036,14.656,16.277,18.297,20.886,24.324,29.105,36.209,43.313
307,2,BMI,F,199,-0.9819,20.9137,0.14153,,,13.04,14.666,16.291,18.318,20.914,24.356,29.138,36.225,43.312
308,2,BMI,F,200,-0.974,20.9401,0.14164,,,13.043,14.674,16.305,18.338,20.94,24.388,29.17,36.239,43.309
309,2,BMI,F,201,-0.9661,20.9656,0.14176,,,13.045,14.682,16.318,18.357,20.966,24.418,29.201,36.254,43.307
310,2,BMI,F,202,-0.9582,20.9901,0.14187,,,13.047,14.689,16.331,18.376,20.99,24.448,29.23,36.265,43.3
311,2,BMI,F,203,-0.9503,21.0138,0.14198,,,13.048,14.695,16.343,18.393,21.014,24.476,29.257,36.275,43.292
312,2,BMI,F,204,-0.9423,21.0367,0.14208,,,13.049,14.701,16.354,18.411,21.037,24.503,29.283,36.281,43.279
313,2,BMI,F,205,-0.9344,21.0587,0.14219,,,13.049,14.707,16.365,18.427,21.059,24.53,29.308,36.288,43.268
314,2,BMI,F,206,-0.9264,21.0801,0.1423,,,13.048,14.711,16.375,18.443,21.08,24.555,29.333,36.293,43.254
315,2,BMI,F,207,-0.9184,21.1007,0.1424,,,13.047,14.716,16.384,18.458,21.101,24.58,29.355,36.296,43.237
316,2,BMI,F,208,-0.9104,21.1206,0.1425,,,13.046,14.719,16.393,18.472,21.121,24.603,29.376,36.297,43.218
317,2,BMI,F,209,-0.9024,21.1399,0.14261,,,13.044,14.722,16.401,18.486,21.14,24.626,29.398,36.3,43.202
318,2,BMI,F,210,-0.8944,21.1586,0.14271,,,13.042,14.725,16.409,18.499,21.159,24.649,29.418,36.299,43.181
319,2,BMI,F,211,-0.8863,21.1768,0.14281,,,13.039,14.728,16.417,18.512,21.177,24.67,29.436,36.298,43.159
320,2,BMI,F,212,-0.8783,21.1944,0.14291,,,13.036,14.73,16.424,18.525,21.194,24.691,29.455,36.296,43.137
321,2,BMI,F,213,-0.8703,21.2116,0.14301,,,13.032,14.731,16.431,18.537,21.212,24.712,29.472,36.293,43.114
322,2,BMI,F,214,-0.8623,21.2282,0.14311,,,13.029,14.733,16.437,18.548,21.228,24.731,29.489,36.29,43.09
323,2,BMI,F,215,-0.8542,21.2444,0.1432,,,13.025,14.734,16.443,18.56,21.244,24.75,29.505,36.284,43.062
324,2,BMI,F,216,-0.8462,21.2603,0.1433,,,13.02,14.734,16.448,18.571,21.26,24.769,29.52,36.279,43.038
325,2,BMI,F,217,-0.8382,21.2757,0.1434,,,13.016,14.735,16.454,18.581,21.276,24.788,29.536,36.274,43.013
326,2,BMI,F,218,-0.8301,21.2908,0.14349,,,13.011,14.735,16.459,18.592,21.291,24.805,29.55,36.267,42.984
327,2,BMI,F,219,-0.8221,21.3055,0.14359,,,13.006,14.735,16.463,18.601,21.306,24.823,29.564,36.261,42.958
328,2,BMI,F,220,-0.814,21.32,0.14368,,,13.0,14.734,16.468,18.611,21.32,24.84,29.577,36.252,42.928
329,2,BMI,F,221,-0.806,21.3341,0.14377,,,12.995,14.734,16.473,18.621,21.334,24.856,29.589,36.244,42.899
330,2,BMI,F,222,-0.798,21.348,0.14386,,,12.989,14.733,16.477,18.63,21.348,24.873,29.602,36.235,42.869
331,2,BMI,F,223,-0.7899,21.3617,0.14396,,,12.983,14.732,16.48,18.639,21.362,24.889,29.614,36.228,42.841
332,2,BMI,F,224,-0.7819,21.3752,0.14405,,,12.977,14.731,16.484,18.648,21.375,24.905,29.626,36.219,42.812
333,2,BMI,F,225,-0.7738,21.3884,0.14414,,,12.971,14.729,16.488,18.657,21.388,24.92,29.637,36.209,42.781
334,2,BMI,F,226,-0.7658,21.4014,0.14423,,,12.964,14.728,16.491,18.665,21.401,24.935,29.649,36.2,42.751
335,2,BMI,F,227,-0.7577,21.4143,0.14432,,,12.958,14.726,16.494,18.673,21.414,24.951,29.659,36.19,42.72
336,2,BMI,F,228,-0.7496,21.4269,0.14441,,,12.951,14.724,16.497,18.681,21.427,24.965,29.67,36.179,42.689
337,3,HFA,M,61,1.0,110.2647,0.04164,4.5914,87.308,91.899,96.49,101.082,105.673,110.265,114.856,119.448,124.039,128.63
338,3,HFA,M,62,1.0,110.8006,0.04172,4.6226,87.688,92.31,96.933,101.555,106.178,110.801,115.423,120.046,124.668,129.291
339,3,HFA,M,63,1.0,111.3338,0.0418,4.6538,88.065,92.719,97.373,102.026,106.68,111.334,115.988,120.641,125.295,129.949
340,3,HFA,M,64,1.0,111.8636,0.04187,4.6837,88.445,93.129,97.812,102.496,107.18,111.864,116.547,121.231,125.915,130.599
341,3,HFA,M,65,1.0,112.3895,0.04195,4.7147,88.816,93.531,98.245,102.96,107.675,112.39,117.104,121.819,126.534,131.248
342,3,HFA,M,66,1.0,112.911,0.04203,4.7456,89.183,93.928,98.674,103.42,108.165,112.911,117.657,122.402,127.148,131.894
343,3,HFA,M,67,1.0,113.428,0.04211,4.7765,89.546,94.322,99.099,103.875,108.652,113.428,118.204,122.981,127.757,132.534
344,3,HFA,M,68,1.0,113.941,0.04218,4.806,89.911,94.717,99.523,104.329,109.135,113.941,118.747,123.553,128.359,133.165
345,3,HFA,M,69,1.0,114.45,0.04226,4.8367,90.267,95.103,99.94,104.777,109.613,114.45,119.287,124.123,128.96,133.797
346,3,HFA,M,70,1.0,114.9547,0.04234,4.8672,90.619,95.486,100.353,105.22,110.088,114.955,119.822,124.689,129.556,134.423
347,3,HFA,M,71,1.0,115.4549,0.04241,4.8964,90.973,95.869,100.766,105.662,110.558,115.455,120.351,125.248,130.144,135.041
348,3,HFA,M,72,1.0,115.9509,0.04249,4.9268,91.317,96.244,101.171,106.097,111.024,115.951,120.878,125.804,130.731,135.658
349,3,HFA,M,73,1.0,116.4432,0.04257,4.957,91.658,96.615,101.572,106.529,111.486,116.443,121.4,126.357,131.314,136.271
350,3,HFA,M,74,1.0,116.9325,0.04264,4.986,92.002,96.988,101.974,106.96,111.946,116.932,121.919,126.905,131.891,136.877
351,3,HFA,M,75,1.0,117.4196,0.04272,5.0162,92.339,97.355,102.371,107.387,112.403,117.42,122.436,127.452,132.468,137.484
352,3,HFA,M,76,1.0,117.9046,0.0428,5.0463,92.673,97.719,102.766,107.812,112.858,117.905,122.951,127.997,133.044,138.09
353,3,HFA,M,77,1.0,118.388,0.04287,5.0753,93.012,98.087,103.162,108.237,113.313,118.388,123.463,128.539,133.614,138.689
354,3,HFA,M,78,1.0,118.87,0.04295,5.1055,93.343,98.448,103.554,108.659,113.765,118.87,123.975,129.081,134.186,139.292
355,3,HFA,M,79,1.0,119.3508,0.04303,5.1357,93.672,98.808,103.944,109.079,114.215,119.351,124.486,129.622,134.758,139.893
356,3,HFA,M,80,1.0,119.8303,0.04311,5.1659,94.001,99.167,104.333,109.499,114.664,119.83,124.996,130.162,135.328,140.494
357,3,HFA,M,81,1.0,120.3085,0.04318,5.1949,94.334,99.529,104.724,109.919,115.114,120.308,125.503,130.698,135.893,141.088
358,3,HFA,M,82,1.0,120.7853,0.04326,5.2252,94.659,99.885,105.11,110.335,115.56,120.785,126.01,131.236,136.461,141.686
359,3,HFA,M,83,1.0,121.2604,0.04334,5.2554,94.983,100.239,105.494,110.75,116.005,121.26,126.516,131.771,137.027,142.282
360,3,HFA,M,84,1.0,121.7338,0.04342,5.2857,95.305,100.591,105.877,111.162,116.448,121.734,127.019,132.305,137.591,142.877
361,3,HFA,M,85,1.0,122.2053,0.0435,5.3159,95.626,100.942,106.258,111.573,116.889,122.205,127.521,132.837,138.153,143.469
362,3,HFA,M,86,1.0,122.675,0.04358,5.3462,95.944,101.29,106.636,111.983,117.329,122.675,128.021,133.367,138.714,144.06
363,3,HFA,M,87,1.0,123.1429,0.04366,5.3764,96.261,101.637,107.014,112.39,117.766,123.143,128.519,133.896,139.272,144.649
364,3,HFA,M,88,1.0,123.6092,0.04374,5.4067,96.576,101.983,107.389,112.796,118.203,123.609,129.016,134.423,139.829,145.236
365,3,HFA,M,89,1.0,124.0736,0.04382,5.4369,96.889,102.326,107.763,113.2,118.637,124.074,129.511,134.947,140.384,145.821
366,3,HFA,M,90,1.0,124.5361,0.0439,5.4671,97.2,102.668,108.135,113.602,119.069,124.536,130.003,135.47,140.938,146.405
367,3,HFA,M,91,1.0,124.9964,0.04398,5.4973,97.51,103.007,108.504,114.002,119.499,124.996,130.494,135.991,141.488,146.986
368,3,HFA,M,92,1.0,125.4545,0.04406,5.5275,97.817,103.344,108.872,114.399,119.927,125.454,130.982,136.51,142.037,147.565
369,3,HFA,M,93,1.0,125.9104,0.04414,5.5577,98.122,103.68,109.237,114.795,120.353,125.91,131.468,137.026,142.583,148.141
370,3,HFA,M,94,1.0,126.364,0.04422,5.5878,98.425,104.013,109.601,115.188,120.776,126.364,131.952,137.54,143.127,148.715
371,3,HFA,M,95,1.0,126.8156,0.0443,5.6179,98.726,104.344,109.962,115.58,121.198,126.816,132.434,138.051,143.669,149.287
372,3,HFA,M,96,1.0,127.2651,0.04438,5.648,99.025,104.673,110.321,115.969,121.617,127.265,132.913,138.561,144.209,149.857
373,3,HFA,M,97,1.0,127.7129,0.04446,5.6781,99.322,105.0,110.679,116.357,122.035,127.713,133.391,139.069,144.747,150.425
374,3,HFA,M,98,1.0,128.159,0.04454,5.7082,99.618,105.326,111.034,116.743,122.451,128.159,133.867,139.575,145.284,150.992
375,3,HFA,M,99,1.0,128.6034,0.04462,5.7383,99.912,105.65,111.389,117.127,122.865,128.603,134.342,140.08,145.818,151.557
376,3,HFA,M,100,1.0,129.0466,0.0447,5.7684,100.205,105.973,111.741,117.51,123.278,129.047,134.815,140.583,146.352,152.12
377,3,HFA,M,101,1.0,129.4887,0.04478,5.7985,100.496,106.295,112.093,117.892,123.69,129.489,135.287,141.086,146.884,152.683
378,3,HFA,M,102,1.0,129.93,0.04487,5.83,100.78,106.61,112.44,118.27,124.1,129.93,135.76,141.59,147.42,153.25
379,3,HFA,M,103,1.0,130.3705,0.04495,5.8602,101.07,106.93,112.79,118.65,124.51,130.37,136.231,142.091,147.951,153.811
380,3,HFA,M,104,1.0,130.8103,0.04503,5.8904,101.358,107.249,113.139,119.03,124.92,130.81,136.701,142.591,148.481,154.372
381,3,HFA,M,105,1.0,131.2495,0.04511,5.9207,101.646,107.567,113.488,119.408,125.329,131.25,137.17,143.091,149.011,154.932
382,3,HFA,M,106,1.0,131.6884,0.04519,5.951,101.933,107.884,113.835,119.786,125.737,131.688,137.639,143.59,149.541,155.492
383,3,HFA,M,107,1.0,132.1269,0.04527,5.9814,102.22,108.201,114.183,120.164,126.146,132.127,138.108,144.09,150.071,156.052
384,3,HFA,M,108,1.0,132.5652,0.04535,6.0118,102.506,108.518,114.53,120.542,126.553,132.565,138.577,144.589,150.601,156.613
385,3,HFA,M,109,1.0,133.0031,0.04543,6.0423,102.791,108.834,114.876,120.918,126.961,133.003,139.045,145.088,151.13,157.172
386,3,HFA,M,110,1.0,133.4404,0.04551,6.0729,103.076,109.149,115.222,121.295,127.368,133.44,139.513,145.586,151.659,157.732
387,3,HFA,M,111,1.0,133.877,0.04559,6.1035,103.36,109.463,115.567,121.67,127.774,133.877,139.98,146.084,152.187,158.291
388,3,HFA,M,112,1.0,134.313,0.04566,6.1327,103.649,109.782,115.915,122.048,128.18,134.313,140.446,146.578,152.711,158.844
389,3,HFA,M,113,1.0,134.7483,0.04574,6.1634,103.931,110.095,116.258,122.422,128.585,134.748,140.912,147.075,153.238,159.402
390,3,HFA,M,114,1.0,135.1829,0.04582,6.1941,104.212,110.407,116.601,122.795,128.989,135.183,141.377,147.571,153.765,159.959
391,3,HFA,M,115,1.0,135.6168,0.04589,6.2235,104.5,110.723,116.946,123.17,129.393,135.617,141.84,148.064,154.287,160.511
392,3,HFA,M,116,1.0,136.0501,0.04597,6.2542,104.779,111.033,117.287,123.542,129.796,136.05,142.304,148.559,154.813,161.067
393,3,HFA,M,117,1.0,136.4829,0.04604,6.2837,105.065,111.348,117.632,123.916,130.199,136.483,142.767,149.05,155.334,161.618
394,3,HFA,M,118,1.0,136.9153,0.04612,6.3145,105.343,111.657,117.972,124.286,130.601,136.915,143.23,149.544,155.859,162.173
395,3,HFA,M,119,1.0,137.3474,0.04619,6.3441,105.627,111.971,118.315,124.659,131.003,137.347,143.691,150.036,156.38,162.724
396,3,HFA,M,120,1.0,137.7795,0.04626,6.3737,105.911,112.285,118.658,125.032,131.406,137.78,144.153,150.527,156.901,163.274
397,3,HFA,M,121,1.0,138.2119,0.04633,6.4034,106.195,112.598,119.002,125.405,131.809,138.212,144.615,151.019,157.422,163.825
398,3,HFA,M,122,1.0,138.6452,0.0464,6.4331,106.48,112.913,119.346,125.779,132.212,138.645,145.078,151.511,157.945,164.378
399,3,HFA,M,123,1.0,139.0797,0.04647,6.463,106.765,113.228,119.691,126.154,132.617,139.08,145.543,152.006,158.469,164.932
400,3,HFA,M,124,1.0,139.5158,0.04654,6.4931,107.05,113.544,120.037,126.53,133.023,139.516,146.009,152.502,158.995,165.488
401,3,HFA,M,125,1.0,139.954,0.04661,6.5233,107.338,113.861,120.384,126.907,133.431,139.954,146.477,153.001,159.524,166.047
402,3,HFA,M,126,1.0,140.3948,0.04667,6.5522,107.634,114.186,120.738,127.29,133.843,140.395,146.947,153.499,160.051,166.604
403,3,HFA,M,127,1.0,140.8387,0.04674,6.5828,107.925,114.507,121.09,127.673,134.256,140.839,147.422,154.004,160.587,167.17
404,3,HFA,M,128,1.0,141.2859,0.0468,6.6122,108.225,114.837,121.449,128.062,134.674,141.286,147.898,154.51,161.122,167.735
405,3,HFA,M,129,1.0,141.7368,0.04686,6.6418,108.528,115.17,121.811,128.453,135.095,141.737,148.379,155.02,161.662,168.304
406,3,HFA,M,130,1.0,142.1916,0.04692,6.6716,108.833,115.505,122.177,128.848,135.52,142.192,148.863,155.535,162.206,168.878
407,3,HFA,M,131,1.0,142.6501,0.04698,6.7017,109.142,115.843,122.545,129.247,135.948,142.65,149.352,156.054,162.755,169.457
408,3,HFA,M,132,1.0,143.1126,0.04703,6.7306,109.46,116.19,122.921,129.651,136.382,143.113,149.843,156.574,163.304,170.035
409,3,HFA,M,133,1.0,143.5795,0.04709,6.7612,109.774,116.535,123.296,130.057,136.818,143.58,150.341,157.102,163.863,170.624
410,3,HFA,M,134,1.0,144.0511,0.04714,6.7906,110.098,116.889,123.679,130.47,137.261,144.051,150.842,157.632,164.423,171.213
411,3,HFA,M,135,1.0,144.5276,0.04719,6.8203,110.426,117.247,124.067,130.887,137.707,144.528,151.348,158.168,164.988,171.809
412,3,HFA,M,136,1.0,145.0093,0.04723,6.8488,110.765,117.614,124.463,131.312,138.161,145.009,151.858,158.707,165.556,172.404
413,3,HFA,M,137,1.0,145.4964,0.04728,6.8791,111.101,117.98,124.859,131.738,138.617,145.496,152.375,159.255,166.134,173.013
414,3,HFA,M,138,1.0,145.9891,0.04732,6.9082,111.448,118.356,125.264,132.173,139.081,145.989,152.897,159.806,166.714,173.622
415,3,HFA,M,139,1.0,146.4878,0.04736,6.9377,111.799,118.737,125.675,132.612,139.55,146.488,153.425,160.363,167.301,174.238
