id,id_curva,indicador_codigo,sexo_codigo,edad_valor,percentil_codigo,percentil,valor
1965,1,BMI,M,191,P999,99.9,35.542
1966,1,BMI,M,192,P01,0.1,14.997
1967,1,BMI,M,192,P1,1.0,16.017
1968,1,BMI,M,192,P3,3.0,16.692
1969,1,BMI,M,192,P5,5.0,17.078
1970,1,BMI,M,192,P10,10.0,17.714
1971,1,BMI,M,192,P15,15.0,18.176
1972,1,BMI,M,192,P25,25.0,18.913
1973,1,BMI,M,192,P50,50.0,20.495
1974,1,BMI,M,192,P75,75.0,22.428
1975,1,BMI,M,192,P85,85.0,23.656
1976,1,BMI,M,192,P90,90.0,24.582
1977,1,BMI,M,192,P95,95.0,26.126
1978,1,BMI,M,192,P97,97.0,27.258
1979,1,BMI,M,192,P99,99.0,29.747
1980,1,BMI,M,192,P999,99.9,35.582
1981,1,BMI,M,193,P01,0.1,15.027
1982,1,BMI,M,193,P1,1.0,16.053
1983,1,BMI,M,193,P3,3.0,16.732
1984,1,BMI,M,193,P5,5.0,17.119
1985,1,BMI,M,193,P10,10.0,17.759
1986,1,BMI,M,193,P15,15.0,18.223
1987,1,BMI,M,193,P25,25.0,18.964
1988,1,BMI,M,193,P50,50.0,20.552
1989,1,BMI,M,193,P75,75.0,22.491
1990,1,BMI,M,193,P85,85.0,23.722
1991,1,BMI,M,193,P90,90.0,24.65
1992,1,BMI,M,193,P95,95.0,26.195
1993,1,BMI,M,193,P97,97.0,27.326
1994,1,BMI,M,193,P99,99.0,29.813
1995,1,BMI,M,193,P999,99.9,35.62
1996,1,BMI,M,194,P01,0.1,15.056
1997,1,BMI,M,194,P1,1.0,16.088
1998,1,BMI,M,194,P3,3.0,16.77
1999,1,BMI,M,194,P5,5.0,17.16
2000,1,BMI,M,194,P10,10.0,17.803
2001,1,BMI,M,194,P15,15.0,18.27
2002,1,BMI,M,194,P25,25.0,19.014
2003,1,BMI,M,194,P50,50.0,20.608
2004,1,BMI,M,194,P75,75.0,22.554
2005,1,BMI,M,194,P85,85.0,23.787
2006,1,BMI,M,194,P90,90.0,24.717
2007,1,BMI,M,194,P95,95.0,26.263
2008,1,BMI,M,194,P97,97.0,27.395
2009,1,BMI,M,194,P99,99.0,29.877
2010,1,BMI,M,194,P999,99.9,35.658
2011,1,BMI,M,195,P01,0.1,15.085
2012,1,BMI,M,195,P1,1.0,16.123
2013,1,BMI,M,195,P3,3.0,16.809
2014,1,BMI,M,195,P5,5.0,17.2
2015,1,BMI,M,195,P10,10.0,17.847
2016,1,BMI,M,195,P15,15.0,18.316
2017,1,BMI,M,195,P25,25.0,19.063
2018,1,BMI,M,195,P50,50.0,20.664
2019,1,BMI,M,195,P75,75.0,22.616
2020,1,BMI,M,195,P85,85.0,23.852
2021,1,BMI,M,195,P90,90.0,24.783
2022,1,BMI,M,195,P95,95.0,26.33
2023,1,BMI,M,195,P97,97.0,27.462
2024,1,BMI,M,195,P99,99.0,29.941
2025,1,BMI,M,195,P999,99.9,35.693
2026,1,BMI,M,196,P01,0.1,15.113
2027,1,BMI,M,196,P1,1.0,16.157
2028,1,BMI,M,196,P3,3.0,16.847
2029,1,BMI,M,196,P5,5.0,17.24
2030,1,BMI,M,196,P10,10.0,17.89
2031,1,BMI,M,196,P15,15.0,18.361
2032,1,BMI,M,196,P25,25.0,19.112
2033,1,BMI,M,196,P50,50.0,20.72
2034,1,BMI,M,196,P75,75.0,22.677
2035,1,BMI,M,196,P85,85.0,23.916
2036,1,BMI,M,196,P90,90.0,24.849
2037,1,BMI,M,196,P95,95.0,26.397
2038,1,BMI,M,196,P97,97.0,27.528
2039,1,BMI,M,196,P99,99.0,30.003
2040,1,BMI,M,196,P999,99.9,35.728
2041,1,BMI,M,197,P01,0.1,15.141
2042,1,BMI,M,197,P1,1.0,16.191
2043,1,BMI,M,197,P3,3.0,16.884
2044,1,BMI,M,197,P5,5.0,17.28
2045,1,BMI,M,197,P10,10.0,17.933
2046,1,BMI,M,197,P15,15.0,18.406
2047,1,BMI,M,197,P25,25.0,19.161
2048,1,BMI,M,197,P50,50.0,20.774
2049,1,BMI,M,197,P75,75.0,22.738
2050,1,BMI,M,197,P85,85.0,23.979
2051,1,BMI,M,197,P90,90.0,24.913
2052,1,BMI,M,197,P95,95.0,26.462
2053,1,BMI,M,197,P97,97.0,27.593
2054,1,BMI,M,197,P99,99.0,30.064
2055,1,BMI,M,197,P999,99.9,35.759
2056,1,BMI,M,198,P01,0.1,15.168
2057,1,BMI,M,198,P1,1.0,16.224
2058,1,BMI,M,198,P3,3.0,16.921
2059,1,BMI,M,198,P5,5.0,17.319
2060,1,BMI,M,198,P10,10.0,17.975
2061,1,BMI,M,198,P15,15.0,18.451
2062,1,BMI,M,198,P25,25.0,19.208
2063,1,BMI,M,198,P50,50.0,20.829
2064,1,BMI,M,198,P75,75.0,22.798
2065,1,BMI,M,198,P85,85.0,24.042
2066,1,BMI,M,198,P90,90.0,24.977
2067,1,BMI,M,198,P95,95.0,26.527
2068,1,BMI,M,198,P97,97.0,27.657
2069,1,BMI,M,198,P99,99.0,30.124
2070,1,BMI,M,198,P999,99.9,35.792
2071,1,BMI,M,199,P01,0.1,15.195
2072,1,BMI,M,199,P1,1.0,16.257
2073,1,BMI,M,199,P3,3.0,16.958
2074,1,BMI,M,199,P5,5.0,17.357
2075,1,BMI,M,199,P10,10.0,18.017
2076,1,BMI,M,199,P15,15.0,18.495
2077,1,BMI,M,199,P25,25.0,19.256
2078,1,BMI,M,199,P50,50.0,20.882
2079,1,BMI,M,199,P75,75.0,22.857
2080,1,BMI,M,199,P85,85.0,24.104
2081,1,BMI,M,199,P90,90.0,25.04
2082,1,BMI,M,199,P95,95.0,26.591
2083,1,BMI,M,199,P97,97.0,27.72
2084,1,BMI,M,199,P99,99.0,30.182
2085,1,BMI,M,199,P999,99.9,35.821
2086,1,BMI,M,200,P01,0.1,15.221
2087,1,BMI,M,200,P1,1.0,16.289
2088,1,BMI,M,200,P3,3.0,16.994
2089,1,BMI,M,200,P5,5.0,17.395
2090,1,BMI,M,200,P10,10.0,18.058
2091,1,BMI,M,200,P15,15.0,18.538
2092,1,BMI,M,200,P25,25.0,19.303
2093,1,BMI,M,200,P50,50.0,20.936
2094,1,BMI,M,200,P75,75.0,22.916
2095,1,BMI,M,200,P85,85.0,24.165
2096,1,BMI,M,200,P90,90.0,25.102
2097,1,BMI,M,200,P95,95.0,26.653
2098,1,BMI,M,200,P97,97.0,27.782
2099,1,BMI,M,200,P99,99.0,30.24
2100,1,BMI,M,200,P999,99.9,35.849
2101,1,BMI,M,201,P01,0.1,15.247
2102,1,BMI,M,201,P1,1.0,16.32
2103,1,BMI,M,201,P3,3.0,17.029
2104,1,BMI,M,201,P5,5.0,17.433
2105,1,BMI,M,201,P10,10.0,18.099
2106,1,BMI,M,201,P15,15.0,18.581
2107,1,BMI,M,201,P25,25.0,19.349
2108,1,BMI,M,201,P50,50.0,20.988
2109,1,BMI,M,201,P75,75.0,22.974
2110,1,BMI,M,201,P85,85.0,24.226
2111,1,BMI,M,201,P90,90.0,25.164
2112,1,BMI,M,201,P95,95.0,26.715
2113,1,BMI,M,201,P97,97.0,27.844
2114,1,BMI,M,201,P99,99.0,30.296
2115,1,BMI,M,201,P999,99.9,35.875
2116,1,BMI,M,202,P01,0.1,15.272
2117,1,BMI,M,202,P1,1.0,16.351
2118,1,BMI,M,202,P3,3.0,17.064
2119,1,BMI,M,202,P5,5.0,17.47
2120,1,BMI,M,202,P10,10.0,18.139
2121,1,BMI,M,202,P15,15.0,18.624
2122,1,BMI,M,202,P25,25.0,19.395
2123,1,BMI,M,202,P50,50.0,21.04
2124,1,BMI,M,202,P75,75.0,23.032
2125,1,BMI,M,202,P85,85.0,24.285
2126,1,BMI,M,202,P90,90.0,25.225
2127,1,BMI,M,202,P95,95.0,26.777
2128,1,BMI,M,202,P97,97.0,27.904
2129,1,BMI,M,202,P99,99.0,30.351
2130,1,BMI,M,202,P999,99.9,35.901
2131,1,BMI,M,203,P01,0.1,15.297
2132,1,BMI,M,203,P1,1.0,16.382
2133,1,BMI,M,203,P3,3.0,17.098
2134,1,BMI,M,203,P5,5.0,17.506
2135,1,BMI,M,203,P10,10.0,18.179
2136,1,BMI,M,203,P15,15.0,18.666
2137,1,BMI,M,203,P25,25.0,19.44
2138,1,BMI,M,203,P50,50.0,21.091
2139,1,BMI,M,203,P75,75.0,23.088
2140,1,BMI,M,203,P85,85.0,24.344
2141,1,BMI,M,203,P90,90.0,25.284
2142,1,BMI,M,203,P95,95.0,26.836
2143,1,BMI,M,203,P97,97.0,27.963
2144,1,BMI,M,203,P99,99.0,30.405
2145,1,BMI,M,203,P999,99.9,35.924
2146,1,BMI,M,204,P01,0.1,15.321
2147,1,BMI,M,204,P1,1.0,16.412
2148,1,BMI,M,204,P3,3.0,17.132
2149,1,BMI,M,204,P5,5.0,17.542
2150,1,BMI,M,204,P10,10.0,18.218
2151,1,BMI,M,204,P15,15.0,18.707
2152,1,BMI,M,204,P25,25.0,19.485
2153,1,BMI,M,204,P50,50.0,21.142
2154,1,BMI,M,204,P75,75.0,23.145
2155,1,BMI,M,204,P85,85.0,24.402
2156,1,BMI,M,204,P90,90.0,25.344
2157,1,BMI,M,204,P95,95.0,26.896
2158,1,BMI,M,204,P97,97.0,28.021
2159,1,BMI,M,204,P99,99.0,30.458
2160,1,BMI,M,204,P999,99.9,35.947
2161,1,BMI,M,205,P01,0.1,15.344
2162,1,BMI,M,205,P1,1.0,16.442
2163,1,BMI,M,205,P3,3.0,17.165
2164,1,BMI,M,205,P5,5.0,17.577
2165,1,BMI,M,205,P10,10.0,18.256
2166,1,BMI,M,205,P15,15.0,18.748
2167,1,BMI,M,205,P25,25.0,19.529
2168,1,BMI,M,205,P50,50.0,21.192
2169,1,BMI,M,205,P75,75.0,23.2
2170,1,BMI,M,205,P85,85.0,24.46
2171,1,BMI,M,205,P90,90.0,25.402
2172,1,BMI,M,205,P95,95.0,26.954
2173,1,BMI,M,205,P97,97.0,28.079
2174,1,BMI,M,205,P99,99.0,30.51
2175,1,BMI,M,205,P999,99.9,35.97
2176,1,BMI,M,206,P01,0.1,15.367
2177,1,BMI,M,206,P1,1.0,16.471
2178,1,BMI,M,206,P3,3.0,17.198
2179,1,BMI,M,206,P5,5.0,17.613
2180,1,BMI,M,206,P10,10.0,18.295
2181,1,BMI,M,206,P15,15.0,18.788
2182,1,BMI,M,206,P25,25.0,19.573
2183,1,BMI,M,206,P50,50.0,21.242
2184,1,BMI,M,206,P75,75.0,23.255
2185,1,BMI,M,206,P85,85.0,24.517
2186,1,BMI,M,206,P90,90.0,25.46
2187,1,BMI,M,206,P95,95.0,27.012
2188,1,BMI,M,206,P97,97.0,28.135
2189,1,BMI,M,206,P99,99.0,30.56
2190,1,BMI,M,206,P999,99.9,35.989
2191,1,BMI,M,207,P01,0.1,15.389
2192,1,BMI,M,207,P1,1.0,16.499
2193,1,BMI,M,207,P3,3.0,17.231
2194,1,BMI,M,207,P5,5.0,17.647
2195,1,BMI,M,207,P10,10.0,18.332
2196,1,BMI,M,207,P15,15.0,18.828
2197,1,BMI,M,207,P25,25.0,19.616
2198,1,BMI,M,207,P50,50.0,21.291
2199,1,BMI,M,207,P75,75.0,23.309
2200,1,BMI,M,207,P85,85.0,24.573
2201,1,BMI,M,207,P90,90.0,25.516
2202,1,BMI,M,207,P95,95.0,27.068
2203,1,BMI,M,207,P97,97.0,28.19
2204,1,BMI,M,207,P99,99.0,30.61
2205,1,BMI,M,207,P999,99.9,36.007
2206,1,BMI,M,208,P01,0.1,15.411
2207,1,BMI,M,208,P1,1.0,16.527
2208,1,BMI,M,208,P3,3.0,17.262
2209,1,BMI,M,208,P5,5.0,17.681
2210,1,BMI,M,208,P10,10.0,18.369
2211,1,BMI,M,208,P15,15.0,18.868
2212,1,BMI,M,208,P25,25.0,19.659
2213,1,BMI,M,208,P50,50.0,21.34
2214,1,BMI,M,208,P75,75.0,23.363
2215,1,BMI,M,208,P85,85.0,24.628
2216,1,BMI,M,208,P90,90.0,25.572
2217,1,BMI,M,208,P95,95.0,27.124
2218,1,BMI,M,208,P97,97.0,28.245
2219,1,BMI,M,208,P99,99.0,30.658
2220,1,BMI,M,208,P999,99.9,36.024
2221,1,BMI,M,209,P01,0.1,15.432
2222,1,BMI,M,209,P1,1.0,16.554
2223,1,BMI,M,209,P3,3.0,17.293
2224,1,BMI,M,209,P5,5.0,17.714
2225,1,BMI,M,209,P10,10.0,18.406
2226,1,BMI,M,209,P15,15.0,18.906
2227,1,BMI,M,209,P25,25.0,19.701
2228,1,BMI,M,209,P50,50.0,21.388
2229,1,BMI,M,209,P75,75.0,23.416
2230,1,BMI,M,209,P85,85.0,24.683
2231,1,BMI,M,209,P90,90.0,25.628
2232,1,BMI,M,209,P95,95.0,27.179
2233,1,BMI,M,209,P97,97.0,28.299
2234,1,BMI,M,209,P99,99.0,30.706
2235,1,BMI,M,209,P999,99.9,36.042
2236,1,BMI,M,210,P01,0.1,15.452
2237,1,BMI,M,210,P1,1.0,16.581
2238,1,BMI,M,210,P3,3.0,17.324
2239,1,BMI,M,210,P5,5.0,17.747
2240,1,BMI,M,210,P10,10.0,18.442
2241,1,BMI,M,210,P15,15.0,18.944
2242,1,BMI,M,210,P25,25.0,19.742
2243,1,BMI,M,210,P50,50.0,21.435
2244,1,BMI,M,210,P75,75.0,23.468
2245,1,BMI,M,210,P85,85.0,24.737
2246,1,BMI,M,210,P90,90.0,25.683
2247,1,BMI,M,210,P95,95.0,27.233
2248,1,BMI,M,210,P97,97.0,28.352
2249,1,BMI,M,210,P99,99.0,30.752
2250,1,BMI,M,210,P999,99.9,36.057
2251,1,BMI,M,211,P01,0.1,15.472
2252,1,BMI,M,211,P1,1.0,16.607
2253,1,BMI,M,211,P3,3.0,17.354
2254,1,BMI,M,211,P5,5.0,17.779
2255,1,BMI,M,211,P10,10.0,18.477
2256,1,BMI,M,211,P15,15.0,18.982
2257,1,BMI,M,211,P25,25.0,19.783
2258,1,BMI,M,211,P50,50.0,21.482
2259,1,BMI,M,211,P75,75.0,23.52
2260,1,BMI,M,211,P85,85.0,24.79
2261,1,BMI,M,211,P90,90.0,25.736
2262,1,BMI,M,211,P95,95.0,27.287
2263,1,BMI,M,211,P97,97.0,28.403
2264,1,BMI,M,211,P99,99.0,30.797
2265,1,BMI,M,211,P999,99.9,36.071
2266,1,BMI,M,212,P01,0.1,15.491
2267,1,BMI,M,212,P1,1.0,16.633
2268,1,BMI,M,212,P3,3.0,17.383
2269,1,BMI,M,212,P5,5.0,17.81
2270,1,BMI,M,212,P10,10.0,18.512
2271,1,BMI,M,212,P15,15.0,19.019
2272,1,BMI,M,212,P25,25.0,19.823
2273,1,BMI,M,212,P50,50.0,21.528
2274,1,BMI,M,212,P75,75.0,23.571
2275,1,BMI,M,212,P85,85.0,24.843
2276,1,BMI,M,212,P90,90.0,25.789
2277,1,BMI,M,212,P95,95.0,27.339
2278,1,BMI,M,212,P97,97.0,28.454
2279,1,BMI,M,212,P99,99.0,30.841
2280,1,BMI,M,212,P999,99.9,36.084
2281,1,BMI,M,213,P01,0.1,15.51
2282,1,BMI,M,213,P1,1.0,16.658
2283,1,BMI,M,213,P3,3.0,17.412
2284,1,BMI,M,213,P5,5.0,17.841
2285,1,BMI,M,213,P10,10.0,18.547
2286,1,BMI,M,213,P15,15.0,19.056
2287,1,BMI,M,213,P25,25.0,19.863
2288,1,BMI,M,213,P50,50.0,21.574
2289,1,BMI,M,213,P75,75.0,23.621
2290,1,BMI,M,213,P85,85.0,24.895
2291,1,BMI,M,213,P90,90.0,25.842
2292,1,BMI,M,213,P95,95.0,27.391
2293,1,BMI,M,213,P97,97.0,28.504
2294,1,BMI,M,213,P99,99.0,30.885
2295,1,BMI,M,213,P999,99.9,36.096
2296,1,BMI,M,214,P01,0.1,15.528
2297,1,BMI,M,214,P1,1.0,16.683
2298,1,BMI,M,214,P3,3.0,17.441
2299,1,BMI,M,214,P5,5.0,17.872
2300,1,BMI,M,214,P10,10.0,18.581
2301,1,BMI,M,214,P15,15.0,19.092
2302,1,BMI,M,214,P25,25.0,19.903
2303,1,BMI,M,214,P50,50.0,21.619
2304,1,BMI,M,214,P75,75.0,23.67
2305,1,BMI,M,214,P85,85.0,24.946
2306,1,BMI,M,214,P90,90.0,25.893
2307,1,BMI,M,214,P95,95.0,27.441
2308,1,BMI,M,214,P97,97.0,28.552
2309,1,BMI,M,214,P99,99.0,30.926
2310,1,BMI,M,214,P999,99.9,36.105
2311,1,BMI,M,215,P01,0.1,15.546
2312,1,BMI,M,215,P1,1.0,16.706
2313,1,BMI,M,215,P3,3.0,17.469
2314,1,BMI,M,215,P5,5.0,17.902
2315,1,BMI,M,215,P10,10.0,18.614
2316,1,BMI,M,215,P15,15.0,19.128
2317,1,BMI,M,215,P25,25.0,19.942
2318,1,BMI,M,215,P50,50.0,21.664
2319,1,BMI,M,215,P75,75.0,23.72
2320,1,BMI,M,215,P85,85.0,24.996
2321,1,BMI,M,215,P90,90.0,25.943
2322,1,BMI,M,215,P95,95.0,27.49
2323,1,BMI,M,215,P97,97.0,28.6
2324,1,BMI,M,215,P99,99.0,30.967
2325,1,BMI,M,215,P999,99.9,36.115
2326,1,BMI,M,216,P01,0.1,15.563
2327,1,BMI,M,216,P1,1.0,16.73
2328,1,BMI,M,216,P3,3.0,17.496
2329,1,BMI,M,216,P5,5.0,17.931
2330,1,BMI,M,216,P10,10.0,18.647
2331,1,BMI,M,216,P15,15.0,19.163
2332,1,BMI,M,216,P25,25.0,19.98
2333,1,BMI,M,216,P50,50.0,21.708
2334,1,BMI,M,216,P75,75.0,23.768
2335,1,BMI,M,216,P85,85.0,25.046
2336,1,BMI,M,216,P90,90.0,25.993
2337,1,BMI,M,216,P95,95.0,27.539
2338,1,BMI,M,216,P97,97.0,28.648
2339,1,BMI,M,216,P99,99.0,31.007
2340,1,BMI,M,216,P999,99.9,36.124
2341,1,BMI,M,217,P01,0.1,15.579
2342,1,BMI,M,217,P1,1.0,16.753
2343,1,BMI,M,217,P3,3.0,17.523
2344,1,BMI,M,217,P5,5.0,17.96
2345,1,BMI,M,217,P10,10.0,18.679
2346,1,BMI,M,217,P15,15.0,19.197
2347,1,BMI,M,217,P25,25.0,20.018
2348,1,BMI,M,217,P50,50.0,21.751
2349,1,BMI,M,217,P75,75.0,23.815
2350,1,BMI,M,217,P85,85.0,25.094
2351,1,BMI,M,217,P90,90.0,26.042
2352,1,BMI,M,217,P95,95.0,27.587
2353,1,BMI,M,217,P97,97.0,28.693
2354,1,BMI,M,217,P99,99.0,31.045
2355,1,BMI,M,217,P999,99.9,36.13
2356,1,BMI,M,218,P01,0.1,15.595
2357,1,BMI,M,218,P1,1.0,16.775
2358,1,BMI,M,218,P3,3.0,17.549
2359,1,BMI,M,218,P5,5.0,17.989
2360,1,BMI,M,218,P10,10.0,18.71
2361,1,BMI,M,218,P15,15.0,19.231
2362,1,BMI,M,218,P25,25.0,20.055
2363,1,BMI,M,218,P50,50.0,21.794
2364,1,BMI,M,218,P75,75.0,23.862
2365,1,BMI,M,218,P85,85.0,25.143
2366,1,BMI,M,218,P90,90.0,26.091
2367,1,BMI,M,218,P95,95.0,27.634
2368,1,BMI,M,218,P97,97.0,28.738
2369,1,BMI,M,218,P99,99.0,31.083
2370,1,BMI,M,218,P999,99.9,36.136
2371,1,BMI,M,219,P01,0.1,15.61
2372,1,BMI,M,219,P1,1.0,16.796
2373,1,BMI,M,219,P3,3.0,17.575
2374,1,BMI,M,219,P5,5.0,18.017
2375,1,BMI,M,219,P10,10.0,18.742
2376,1,BMI,M,219,P15,15.0,19.264
2377,1,BMI,M,219,P25,25.0,20.091
2378,1,BMI,M,219,P50,50.0,21.836
2379,1,BMI,M,219,P75,75.0,23.909
2380,1,BMI,M,219,P85,85.0,25.19
2381,1,BMI,M,219,P90,90.0,26.138
2382,1,BMI,M,219,P95,95.0,27.68
2383,1,BMI,M,219,P97,97.0,28.782
2384,1,BMI,M,219,P99,99.0,31.12
2385,1,BMI,M,219,P999,99.9,36.14
2386,1,BMI,M,220,P01,0.1,15.624
2387,1,BMI,M,220,P1,1.0,16.817
2388,1,BMI,M,220,P3,3.0,17.6
2389,1,BMI,M,220,P5,5.0,18.044
2390,1,BMI,M,220,P10,10.0,18.772
2391,1,BMI,M,220,P15,15.0,19.297
2392,1,BMI,M,220,P25,25.0,20.127
2393,1,BMI,M,220,P50,50.0,21.877
2394,1,BMI,M,220,P75,75.0,23.954
2395,1,BMI,M,220,P85,85.0,25.237
2396,1,BMI,M,220,P90,90.0,26.185
2397,1,BMI,M,220,P95,95.0,27.726
2398,1,BMI,M,220,P97,97.0,28.826
2399,1,BMI,M,220,P99,99.0,31.156
2400,1,BMI,M,220,P999,99.9,36.145
2401,1,BMI,M,221,P01,0.1,15.638
2402,1,BMI,M,221,P1,1.0,16.838
2403,1,BMI,M,221,P3,3.0,17.624
2404,1,BMI,M,221,P5,5.0,18.07
2405,1,BMI,M,221,P10,10.0,18.802
2406,1,BMI,M,221,P15,15.0,19.329
2407,1,BMI,M,221,P25,25.0,20.163
2408,1,BMI,M,221,P50,50.0,21.918
2409,1,BMI,M,221,P75,75.0,23.999
2410,1,BMI,M,221,P85,85.0,25.282
2411,1,BMI,M,221,P90,90.0,26.23
2412,1,BMI,M,221,P95,95.0,27.77
2413,1,BMI,M,221,P97,97.0,28.868
2414,1,BMI,M,221,P99,99.0,31.19
2415,1,BMI,M,221,P999,99.9,36.148
2416,1,BMI,M,222,P01,0.1,15.651
2417,1,BMI,M,222,P1,1.0,16.857
2418,1,BMI,M,222,P3,3.0,17.648
2419,1,BMI,M,222,P5,5.0,18.096
2420,1,BMI,M,222,P10,10.0,18.831
2421,1,BMI,M,222,P15,15.0,19.361
2422,1,BMI,M,222,P25,25.0,20.197
2423,1,BMI,M,222,P50,50.0,21.958
2424,1,BMI,M,222,P75,75.0,24.043
2425,1,BMI,M,222,P85,85.0,25.328
2426,1,BMI,M,222,P90,90.0,26.276
2427,1,BMI,M,222,P95,95.0,27.814
2428,1,BMI,M,222,P97,97.0,28.91
2429,1,BMI,M,222,P99,99.0,31.224
2430,1,BMI,M,222,P999,99.9,36.151
2431,1,BMI,M,223,P01,0.1,15.663
2432,1,BMI,M,223,P1,1.0,16.877
2433,1,BMI,M,223,P3,3.0,17.671
2434,1,BMI,M,223,P5,5.0,18.122
2435,1,BMI,M,223,P10,10.0,18.86
2436,1,BMI,M,223,P15,15.0,19.392
2437,1,BMI,M,223,P25,25.0,20.232
2438,1,BMI,M,223,P50,50.0,21.998
2439,1,BMI,M,223,P75,75.0,24.087
2440,1,BMI,M,223,P85,85.0,25.372
2441,1,BMI,M,223,P90,90.0,26.32
2442,1,BMI,M,223,P95,95.0,27.857
2443,1,BMI,M,223,P97,97.0,28.95
2444,1,BMI,M,223,P99,99.0,31.256
2445,1,BMI,M,223,P999,99.9,36.151
2446,1,BMI,M,224,P01,0.1,15.675
2447,1,BMI,M,224,P1,1.0,16.895
2448,1,BMI,M,224,P3,3.0,17.694
2449,1,BMI,M,224,P5,5.0,18.147
2450,1,BMI,M,224,P10,10.0,18.889
2451,1,BMI,M,224,P15,15.0,19.422
2452,1,BMI,M,224,P25,25.0,20.265
2453,1,BMI,M,224,P50,50.0,22.037
2454,1,BMI,M,224,P75,75.0,24.13
2455,1,BMI,M,224,P85,85.0,25.416
2456,1,BMI,M,224,P90,90.0,26.364
2457,1,BMI,M,224,P95,95.0,27.898
2458,1,BMI,M,224,P97,97.0,28.99
2459,1,BMI,M,224,P99,99.0,31.288
2460,1,BMI,M,224,P999,99.9,36.151
2461,1,BMI,M,225,P01,0.1,15.687
2462,1,BMI,M,225,P1,1.0,16.914
2463,1,BMI,M,225,P3,3.0,17.716
2464,1,BMI,M,225,P5,5.0,18.171
2465,1,BMI,M,225,P10,10.0,18.916
2466,1,BMI,M,225,P15,15.0,19.452
2467,1,BMI,M,225,P25,25.0,20.299
2468,1,BMI,M,225,P50,50.0,22.076
2469,1,BMI,M,225,P75,75.0,24.172
2470,1,BMI,M,225,P85,85.0,25.459
2471,1,BMI,M,225,P90,90.0,26.406
2472,1,BMI,M,225,P95,95.0,27.939
2473,1,BMI,M,225,P97,97.0,29.028
2474,1,BMI,M,225,P99,99.0,31.318
2475,1,BMI,M,225,P999,99.9,36.15
2476,1,BMI,M,226,P01,0.1,15.697
2477,1,BMI,M,226,P1,1.0,16.931
2478,1,BMI,M,226,P3,3.0,17.738
2479,1,BMI,M,226,P5,5.0,18.195
2480,1,BMI,M,226,P10,10.0,18.943
2481,1,BMI,M,226,P15,15.0,19.482
2482,1,BMI,M,226,P25,25.0,20.331
2483,1,BMI,M,226,P50,50.0,22.114
2484,1,BMI,M,226,P75,75.0,24.214
2485,1,BMI,M,226,P85,85.0,25.501
2486,1,BMI,M,226,P90,90.0,26.449
2487,1,BMI,M,226,P95,95.0,27.98
2488,1,BMI,M,226,P97,97.0,29.067
2489,1,BMI,M,226,P99,99.0,31.349
2490,1,BMI,M,226,P999,99.9,36.149
2491,1,BMI,M,227,P01,0.1,15.707
2492,1,BMI,M,227,P1,1.0,16.948
2493,1,BMI,M,227,P3,3.0,17.759
2494,1,BMI,M,227,P5,5.0,18.218
2495,1,BMI,M,227,P10,10.0,18.97
2496,1,BMI,M,227,P15,15.0,19.511
2497,1,BMI,M,227,P25,25.0,20.363
2498,1,BMI,M,227,P50,50.0,22.151
2499,1,BMI,M,227,P75,75.0,24.255
2500,1,BMI,M,227,P85,85.0,25.543
2501,1,BMI,M,227,P90,90.0,26.49
2502,1,BMI,M,227,P95,95.0,28.019
2503,1,BMI,M,227,P97,97.0,29.103
2504,1,BMI,M,227,P99,99.0,31.378
2505,1,BMI,M,227,P999,99.9,36.147
2506,1,BMI,M,228,P01,0.1,15.717
2507,1,BMI,M,228,P1,1.0,16.964
2508,1,BMI,M,228,P3,3.0,17.779
2509,1,BMI,M,228,P5,5.0,18.241
2510,1,BMI,M,228,P10,10.0,18.996
2511,1,BMI,M,228,P15,15.0,19.539
2512,1,BMI,M,228,P25,25.0,20.395
2513,1,BMI,M,228,P50,50.0,22.188
2514,1,BMI,M,228,P75,75.0,24.295
2515,1,BMI,M,228,P85,85.0,25.584
2516,1,BMI,M,228,P90,90.0,26.531
2517,1,BMI,M,228,P95,95.0,28.058
2518,1,BMI,M,228,P97,97.0,29.14
2519,1,BMI,M,228,P99,99.0,31.405
2520,1,BMI,M,228,P999,99.9,36.143
2521,2,BMI,F,61,P01,0.1,11.689
2522,2,BMI,F,61,P1,1.0,12.412
2523,2,BMI,F,61,P3,3.0,12.874
2524,2,BMI,F,61,P5,5.0,13.133
2525,2,BMI,F,61,P10,10.0,13.55
2526,2,BMI,F,61,P15,15.0,13.846
2527,2,BMI,F,61,P25,25.0,14.306
2528,2,BMI,F,61,P50,50.0,15.244
2529,2,BMI,F,61,P75,75.0,16.306
2530,2,BMI,F,61,P85,85.0,16.936
2531,2,BMI,F,61,P90,90.0,17.388
2532,2,BMI,F,61,P95,95.0,18.103
2533,2,BMI,F,61,P97,97.0,18.598
2534,2,BMI,F,61,P99,99.0,19.605
2535,2,BMI,F,61,P999,99.9,21.594
2536,2,BMI,F,62,P01,0.1,11.682
2537,2,BMI,F,62,P1,1.0,12.405
2538,2,BMI,F,62,P3,3.0,12.868
2539,2,BMI,F,62,P5,5.0,13.126
2540,2,BMI,F,62,P10,10.0,13.544
2541,2,BMI,F,62,P15,15.0,13.84
2542,2,BMI,F,62,P25,25.0,14.301
2543,2,BMI,F,62,P50,50.0,15.243
2544,2,BMI,F,62,P75,75.0,16.311
2545,2,BMI,F,62,P85,85.0,16.945
