indicador_codigo,sexo_codigo,meses,l,m,s,stdev,p01,p1,p3,p5,p10,p15,p25,p50,p75,p85,p90,p95,p97,p99,source
IMC_EDAD,F,169,-1.2186,19.624,0.13719,,13.943,14.987,15.68,16.077,16.734,17.212,17.977,19.624,21.648,22.94,23.918,25.55,26.75,29.398,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,170,-1.2107,19.6824,0.13738,,13.973,15.023,15.72,16.119,16.779,17.259,18.028,19.682,21.715,23.012,23.992,25.629,26.832,29.484,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,171,-1.2027,19.74,0.13756,,14.003,15.058,15.759,16.16,16.823,17.306,18.078,19.74,21.781,23.082,24.065,25.707,26.912,29.568,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,172,-1.1947,19.7966,0.13774,,14.033,15.093,15.797,16.2,16.867,17.352,18.127,19.797,21.845,23.151,24.137,25.783,26.991,29.65,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,173,-1.1867,19.8523,0.13791,,14.061,15.127,15.834,16.239,16.909,17.397,18.176,19.852,21.909,23.219,24.208,25.857,27.067,29.729,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,174,-1.1788,19.907,0.13808,,14.089,15.16,15.871,16.278,16.951,17.441,18.223,19.907,21.971,23.285,24.277,25.93,27.143,29.808,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,175,-1.1708,19.9607,0.13825,,14.116,15.193,15.907,16.316,16.992,17.484,18.27,19.961,22.032,23.35,24.345,26.002,27.217,29.884,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,176,-1.1629,20.0133,0.13841,,14.143,15.224,15.942,16.353,17.033,17.527,18.316,20.013,22.092,23.414,24.411,26.072,27.288,29.958,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,177,-1.1549,20.0648,0.13858,,14.168,15.255,15.976,16.389,17.072,17.568,18.361,20.065,22.151,23.477,24.477,26.141,27.359,30.031,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,178,-1.147,20.1152,0.13873,,14.194,15.285,16.01,16.425,17.11,17.609,18.404,20.115,22.208,23.538,24.54,26.207,27.427,30.1,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,179,-1.139,20.1644,0.13889,,14.218,15.314,16.042,16.459,17.147,17.648,18.447,20.164,22.264,23.598,24.602,26.273,27.494,30.169,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,180,-1.1311,20.2125,0.13904,,14.241,15.343,16.074,16.492,17.184,17.687,18.489,20.212,22.319,23.656,24.663,26.336,27.559,30.235,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,181,-1.1232,20.2595,0.1392,,14.263,15.37,16.105,16.525,17.219,17.724,18.529,20.26,22.373,23.713,24.722,26.398,27.623,30.3,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,182,-1.1153,20.3053,0.13934,,14.285,15.397,16.135,16.557,17.254,17.761,18.569,20.305,22.425,23.768,24.779,26.458,27.684,30.361,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,183,-1.1074,20.3499,0.13949,,14.306,15.423,16.164,16.587,17.287,17.796,18.608,20.35,22.476,23.822,24.836,26.517,27.744,30.422,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,184,-1.0996,20.3934,0.13963,,14.326,15.448,16.192,16.617,17.32,17.831,18.645,20.393,22.525,23.875,24.89,26.574,27.802,30.48,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,185,-1.0917,20.4357,0.13977,,14.345,15.472,16.219,16.646,17.352,17.864,18.682,20.436,22.573,23.926,24.943,26.629,27.858,30.536,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,186,-1.0838,20.4769,0.13991,,14.364,15.495,16.245,16.674,17.382,17.897,18.717,20.477,22.62,23.976,24.995,26.683,27.913,30.591,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,187,-1.076,20.517,0.14005,,14.381,15.517,16.27,16.701,17.412,17.928,18.752,20.517,22.666,24.025,25.045,26.735,27.966,30.643,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,188,-1.0681,20.556,0.14018,,14.398,15.539,16.295,16.727,17.441,17.959,18.785,20.556,22.71,24.072,25.094,26.785,28.017,30.693,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,189,-1.0603,20.5938,0.14031,,14.415,15.56,16.319,16.752,17.469,17.989,18.818,20.594,22.754,24.117,25.141,26.834,28.066,30.742,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,190,-1.0525,20.6306,0.14044,,14.43,15.58,16.342,16.777,17.496,18.018,18.849,20.631,22.795,24.162,25.187,26.882,28.114,30.789,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,191,-1.0447,20.6663,0.14057,,14.445,15.599,16.363,16.8,17.522,18.045,18.88,20.666,22.836,24.205,25.231,26.928,28.16,30.834,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,192,-1.0368,20.7008,0.1407,,14.458,15.617,16.384,16.823,17.547,18.072,18.909,20.701,22.876,24.247,25.274,26.972,28.205,30.877,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,193,-1.029,20.7344,0.14082,,14.472,15.635,16.405,16.845,17.571,18.098,18.938,20.734,22.914,24.287,25.316,27.015,28.248,30.918,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,194,-1.0212,20.7668,0.14094,,14.484,15.651,16.424,16.866,17.595,18.123,18.966,20.767,22.951,24.326,25.356,27.056,28.289,30.957,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,195,-1.0134,20.7982,0.14106,,14.496,15.667,16.443,16.886,17.617,18.148,18.992,20.798,22.987,24.364,25.395,27.096,28.329,30.995,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,196,-1.0055,20.8286,0.14118,,14.506,15.682,16.461,16.905,17.639,18.171,19.018,20.829,23.021,24.4,25.433,27.134,28.367,31.031,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,197,-0.9977,20.858,0.1413,,14.517,15.697,16.478,16.924,17.66,18.193,19.043,20.858,23.055,24.436,25.469,27.171,28.404,31.065,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,198,-0.9898,20.8863,0.14142,,14.526,15.71,16.494,16.941,17.679,18.215,19.067,20.886,23.087,24.47,25.504,27.207,28.439,31.098,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,199,-0.9819,20.9137,0.14153,,14.535,15.723,16.509,16.958,17.699,18.235,19.09,20.914,23.119,24.503,25.538,27.241,28.473,31.128,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,200,-0.974,20.9401,0.14164,,14.543,15.735,16.524,16.974,17.717,18.255,19.112,20.94,23.149,24.535,25.57,27.273,28.505,31.157,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,201,-0.9661,20.9656,0.14176,,14.55,15.746,16.538,16.989,17.734,18.274,19.133,20.966,23.178,24.565,25.601,27.305,28.536,31.186,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,202,-0.9582,20.9901,0.14187,,14.556,15.757,16.551,17.004,17.751,18.292,19.154,20.99,23.206,24.595,25.631,27.335,28.566,31.212,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,203,-0.9503,21.0138,0.14198,,14.562,15.767,16.564,17.018,17.767,18.31,19.173,21.014,23.233,24.623,25.66,27.364,28.594,31.236,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,204,-0.9423,21.0367,0.14208,,14.568,15.777,16.576,17.031,17.783,18.327,19.193,21.037,23.259,24.651,25.688,27.392,28.62,31.259,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,205,-0.9344,21.0587,0.14219,,14.573,15.785,16.587,17.044,17.797,18.343,19.211,21.059,23.285,24.677,25.715,27.418,28.646,31.281,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,206,-0.9264,21.0801,0.1423,,14.577,15.793,16.597,17.056,17.811,18.358,19.228,21.08,23.309,24.703,25.741,27.444,28.672,31.302,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,207,-0.9184,21.1007,0.1424,,14.581,15.801,16.607,17.067,17.825,18.373,19.245,21.101,23.333,24.727,25.766,27.469,28.695,31.321,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,208,-0.9104,21.1206,0.1425,,14.584,15.808,16.617,17.078,17.838,18.388,19.262,21.121,23.355,24.751,25.79,27.492,28.717,31.339,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,209,-0.9024,21.1399,0.14261,,14.587,15.815,16.626,17.088,17.85,18.401,19.277,21.14,23.378,24.774,25.813,27.515,28.739,31.357,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,210,-0.8944,21.1586,0.14271,,14.589,15.821,16.635,17.098,17.862,18.414,19.292,21.159,23.399,24.796,25.836,27.537,28.76,31.373,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,211,-0.8863,21.1768,0.14281,,14.591,15.827,16.643,17.108,17.873,18.427,19.307,21.177,23.42,24.818,25.857,27.558,28.78,31.388,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,212,-0.8783,21.1944,0.14291,,14.593,15.832,16.65,17.116,17.884,18.439,19.321,21.194,23.44,24.839,25.878,27.578,28.799,31.403,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,213,-0.8703,21.2116,0.14301,,14.594,15.837,16.658,17.125,17.895,18.451,19.335,21.212,23.46,24.859,25.899,27.598,28.817,31.417,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,214,-0.8623,21.2282,0.14311,,14.595,15.842,16.665,17.133,17.905,18.463,19.348,21.228,23.479,24.879,25.919,27.617,28.835,31.43,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,215,-0.8542,21.2444,0.1432,,14.596,15.846,16.671,17.141,17.915,18.474,19.361,21.244,23.498,24.898,25.938,27.635,28.852,31.441,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,216,-0.8462,21.2603,0.1433,,14.596,15.85,16.678,17.149,17.924,18.485,19.374,21.26,23.516,24.917,25.957,27.653,28.868,31.453,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,217,-0.8382,21.2757,0.1434,,14.596,15.854,16.683,17.156,17.933,18.495,19.386,21.276,23.534,24.936,25.975,27.671,28.884,31.464,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,218,-0.8301,21.2908,0.14349,,14.596,15.857,16.689,17.163,17.942,18.505,19.398,21.291,23.551,24.953,25.993,27.687,28.899,31.474,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,219,-0.8221,21.3055,0.14359,,14.595,15.86,16.694,17.169,17.95,18.515,19.41,21.306,23.568,24.971,26.01,27.704,28.915,31.484,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,220,-0.814,21.32,0.14368,,14.594,15.863,16.7,17.176,17.959,18.524,19.421,21.32,23.585,24.988,26.027,27.719,28.929,31.493,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,221,-0.806,21.3341,0.14377,,14.593,15.866,16.705,17.182,17.967,18.534,19.432,21.334,23.601,25.004,26.043,27.734,28.942,31.502,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,222,-0.798,21.348,0.14386,,14.592,15.869,16.709,17.188,17.975,18.543,19.443,21.348,23.617,25.021,26.059,27.749,28.956,31.51,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,223,-0.7899,21.3617,0.14396,,14.59,15.871,16.714,17.193,17.982,18.552,19.454,21.362,23.633,25.037,26.076,27.764,28.969,31.519,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,224,-0.7819,21.3752,0.14405,,14.589,15.873,16.718,17.199,17.99,18.56,19.464,21.375,23.648,25.053,26.091,27.779,28.982,31.526,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,225,-0.7738,21.3884,0.14414,,14.587,15.875,16.722,17.204,17.997,18.569,19.475,21.388,23.663,25.068,26.106,27.793,28.995,31.533,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,226,-0.7658,21.4014,0.14423,,14.585,15.876,16.726,17.21,18.004,18.577,19.485,21.401,23.678,25.084,26.121,27.807,29.007,31.54,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,227,-0.7577,21.4143,0.14432,,14.583,15.878,16.73,17.215,18.011,18.585,19.495,21.414,23.693,25.099,26.136,27.82,29.019,31.547,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,F,228,-0.7496,21.4269,0.14441,,14.58,15.879,16.734,17.22,18.017,18.593,19.504,21.427,23.707,25.113,26.151,27.833,29.03,31.553,bmi-girls-perc-who2007-exp.xlsx:bmi_girls_perc_WHO2007_exp
IMC_EDAD,M,61,-0.7387,15.2641,0.0839,,12.041,12.72,13.148,13.384,13.764,14.03,14.441,15.264,16.172,16.7,17.074,17.656,18.052,18.845,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,62,-0.7621,15.2616,0.08414,,12.039,12.716,13.144,13.38,13.759,14.026,14.437,15.262,16.173,16.703,17.079,17.665,18.065,18.865,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,63,-0.7856,15.2604,0.08439,,12.037,12.714,13.14,13.377,13.756,14.023,14.434,15.26,16.175,16.708,17.086,17.677,18.08,18.887,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,64,-0.8089,15.2605,0.08464,,12.037,12.712,13.138,13.374,13.754,14.02,14.432,15.26,16.179,16.714,17.095,17.689,18.096,18.911,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,65,-0.8322,15.2619,0.0849,,12.038,12.711,13.137,13.373,13.752,14.019,14.432,15.262,16.184,16.722,17.106,17.704,18.114,18.937,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,66,-0.8554,15.2645,0.08516,,12.039,12.712,13.137,13.373,13.752,14.019,14.432,15.264,16.191,16.732,17.118,17.721,18.134,18.965,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,67,-0.8785,15.2684,0.08543,,12.042,12.713,13.138,13.374,13.753,14.02,14.434,15.268,16.198,16.743,17.131,17.739,18.156,18.995,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,68,-0.9015,15.2737,0.0857,,12.045,12.715,13.14,13.376,13.755,14.023,14.437,15.274,16.208,16.755,17.146,17.759,18.18,19.028,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,69,-0.9243,15.2801,0.08597,,12.049,12.718,13.143,13.379,13.758,14.026,14.441,15.28,16.218,16.769,17.163,17.78,18.205,19.062,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,70,-0.9471,15.2877,0.08625,,12.054,12.722,13.146,13.382,13.762,14.031,14.446,15.288,16.23,16.784,17.181,17.804,18.232,19.098,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,71,-0.9697,15.2965,0.08653,,12.06,12.727,13.151,13.387,13.767,14.036,14.452,15.296,16.244,16.801,17.201,17.828,18.261,19.136,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,72,-0.9921,15.3062,0.08682,,12.066,12.733,13.157,13.393,13.773,14.042,14.459,15.306,16.258,16.819,17.221,17.854,18.291,19.176,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,73,-1.0144,15.3169,0.08711,,12.073,12.739,13.163,13.399,13.78,14.049,14.467,15.317,16.273,16.838,17.244,17.882,18.323,19.217,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,74,-1.0365,15.3285,0.08741,,12.08,12.746,13.17,13.406,13.787,14.057,14.476,15.328,16.29,16.858,17.267,17.911,18.356,19.261,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,75,-1.0584,15.3408,0.08771,,12.088,12.753,13.177,13.413,13.795,14.065,14.485,15.341,16.307,16.879,17.291,17.941,18.39,19.305,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,76,-1.0801,15.354,0.08802,,12.096,12.761,13.185,13.422,13.804,14.075,14.495,15.354,16.326,16.902,17.317,17.972,18.426,19.352,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,77,-1.1017,15.3679,0.08833,,12.105,12.769,13.193,13.43,13.813,14.084,14.506,15.368,16.345,16.925,17.343,18.004,18.463,19.4,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,78,-1.123,15.3825,0.08865,,12.114,12.778,13.202,13.439,13.823,14.095,14.518,15.382,16.365,16.949,17.37,18.038,18.501,19.449,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,79,-1.1441,15.3978,0.08898,,12.124,12.787,13.212,13.449,13.833,14.105,14.529,15.398,16.386,16.974,17.399,18.073,18.541,19.501,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,80,-1.1649,15.4137,0.08931,,12.133,12.797,13.222,13.459,13.843,14.117,14.542,15.414,16.407,17.0,17.428,18.108,18.582,19.553,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,81,-1.1856,15.4302,0.08964,,12.143,12.807,13.232,13.47,13.855,14.128,14.555,15.43,16.429,17.026,17.458,18.145,18.623,19.607,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,82,-1.206,15.4473,0.08998,,12.154,12.817,13.242,13.481,13.866,14.141,14.569,15.447,16.452,17.054,17.489,18.183,18.666,19.662,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,83,-1.2261,15.465,0.09033,,12.164,12.828,13.253,13.492,13.878,14.153,14.582,15.465,16.476,17.082,17.521,18.221,18.71,19.719,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,84,-1.246,15.4832,0.09068,,12.175,12.839,13.265,13.504,13.891,14.166,14.597,15.483,16.5,17.111,17.554,18.261,18.756,19.777,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,85,-1.2656,15.5019,0.09103,,12.186,12.85,13.276,13.516,13.904,14.18,14.612,15.502,16.525,17.14,17.588,18.301,18.801,19.836,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,86,-1.2849,15.521,0.09139,,12.198,12.861,13.288,13.528,13.917,14.194,14.627,15.521,16.55,17.17,17.622,18.343,18.848,19.896,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,87,-1.304,15.5407,0.09176,,12.209,12.873,13.301,13.54,13.93,14.208,14.643,15.541,16.577,17.202,17.657,18.385,18.897,19.958,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,88,-1.3228,15.5608,0.09213,,12.221,12.885,13.313,13.553,13.944,14.223,14.659,15.561,16.603,17.233,17.692,18.428,18.945,20.021,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,89,-1.3414,15.5814,0.09251,,12.232,12.897,13.326,13.567,13.958,14.238,14.675,15.581,16.631,17.265,17.729,18.472,18.996,20.086,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,90,-1.3596,15.6023,0.09289,,12.244,12.909,13.339,13.58,13.972,14.253,14.692,15.602,16.658,17.298,17.766,18.517,19.047,20.151,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,91,-1.3776,15.6237,0.09327,,12.257,12.922,13.352,13.594,13.987,14.268,14.709,15.624,16.686,17.332,17.803,18.562,19.098,20.218,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,92,-1.3953,15.6455,0.09366,,12.269,12.935,13.365,13.608,14.002,14.284,14.726,15.646,16.715,17.366,17.842,18.609,19.151,20.286,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,93,-1.4126,15.6677,0.09406,,12.281,12.948,13.379,13.622,14.017,14.3,14.744,15.668,16.744,17.4,17.881,18.656,19.205,20.356,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,94,-1.4297,15.6903,0.09445,,12.294,12.961,13.393,13.636,14.033,14.317,14.762,15.69,16.774,17.435,17.921,18.704,19.259,20.426,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,95,-1.4464,15.7133,0.09486,,12.307,12.975,13.407,13.651,14.049,14.333,14.781,15.713,16.804,17.471,17.961,18.753,19.315,20.498,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,96,-1.4629,15.7368,0.09526,,12.32,12.988,13.422,13.666,14.065,14.35,14.799,15.737,16.835,17.508,18.002,18.802,19.371,20.57,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,97,-1.479,15.7606,0.09567,,12.333,13.002,13.436,13.681,14.081,14.368,14.819,15.761,16.867,17.544,18.044,18.852,19.428,20.645,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,98,-1.4947,15.7848,0.09609,,12.346,13.016,13.451,13.697,14.098,14.385,14.838,15.785,16.898,17.582,18.086,18.904,19.486,20.72,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,99,-1.5101,15.8094,0.09651,,12.359,13.03,13.466,13.712,14.115,14.403,14.858,15.809,16.931,17.62,18.129,18.956,19.545,20.797,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,100,-1.5252,15.8344,0.09693,,12.373,13.045,13.482,13.728,14.132,14.421,14.878,15.834,16.963,17.659,18.172,19.008,19.605,20.874,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,101,-1.5399,15.8597,0.09735,,12.386,13.059,13.497,13.745,14.149,14.44,14.898,15.86,16.996,17.698,18.216,19.061,19.666,20.953,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,102,-1.5542,15.8855,0.09778,,12.4,13.074,13.513,13.761,14.167,14.459,14.919,15.886,17.03,17.738,18.261,19.115,19.727,21.033,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,103,-1.5681,15.9116,0.09821,,12.414,13.089,13.529,13.778,14.185,14.478,14.94,15.912,17.064,17.778,18.306,19.17,19.789,21.114,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,104,-1.5817,15.9381,0.09864,,12.428,13.104,13.545,13.795,14.203,14.497,14.961,15.938,17.099,17.818,18.352,19.225,19.852,21.196,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,105,-1.5948,15.9651,0.09907,,12.442,13.12,13.562,13.812,14.222,14.517,14.983,15.965,17.134,17.86,18.399,19.281,19.916,21.278,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,106,-1.6076,15.9925,0.09951,,12.457,13.135,13.579,13.83,14.241,14.537,15.005,15.992,17.17,17.902,18.446,19.338,19.981,21.363,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,107,-1.6199,16.0205,0.09994,,12.472,13.152,13.596,13.848,14.26,14.558,15.028,16.02,17.206,17.944,18.493,19.395,20.046,21.448,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,108,-1.6318,16.049,0.10038,,12.487,13.168,13.614,13.866,14.28,14.579,15.051,16.049,17.243,17.987,18.542,19.453,20.112,21.534,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
IMC_EDAD,M,109,-1.6433,16.0781,0.10082,,12.502,13.185,13.632,13.885,14.3,14.6,15.074,16.078,17.28,18.031,18.591,19.513,20.18,21.622,bmi-boys-perc-who2007-exp.xlsx:bmi_boys_perc_WHO2007_exp
