id,name,owner,created_at,updated_at,public,avif_autodetection,file_size_limit,allowed_mime_types,owner_id,type
receta-imagenes,receta-imagenes,,2026-04-07 01:16:48.94602+00,2026-04-07 01:16:48.94602+00,t,f,,,,STANDARD
