ref_code,sexo,edad_meses,edad_dias,medida_cm,l,m,s,stdev,p01,p1,p3,p5,p10,p15,p25,p50,p75,p85,p90,p95,p97,p99,p999,source_file
WFL,M,,,45,-0.3521,2.441,0.09182,,1.863,1.987,2.064,2.107,2.175,2.223,2.296,2.441,2.599,2.689,2.753,2.851,2.917,3.048,3.292,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.1,-0.3521,2.4577,0.09176,,1.876,2.001,2.079,2.122,2.19,2.238,2.312,2.458,2.616,2.707,2.771,2.87,2.937,3.068,3.313,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.2,-0.3521,2.4744,0.0917,,1.889,2.014,2.093,2.136,2.205,2.254,2.328,2.474,2.634,2.726,2.79,2.889,2.956,3.089,3.335,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.3,-0.3521,2.4911,0.09164,,1.902,2.028,2.107,2.151,2.22,2.269,2.343,2.491,2.652,2.744,2.809,2.908,2.976,3.109,3.357,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.4,-0.3521,2.5078,0.09159,,1.915,2.042,2.122,2.165,2.235,2.284,2.359,2.508,2.669,2.762,2.827,2.928,2.996,3.13,3.379,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.5,-0.3521,2.5244,0.09153,,1.928,2.056,2.136,2.18,2.25,2.299,2.375,2.524,2.687,2.78,2.846,2.947,3.015,3.15,3.401,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.6,-0.3521,2.5411,0.09147,,1.941,2.07,2.15,2.195,2.265,2.315,2.391,2.541,2.705,2.798,2.864,2.966,3.035,3.17,3.422,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.7,-0.3521,2.5578,0.09141,,1.954,2.084,2.165,2.209,2.28,2.33,2.406,2.558,2.722,2.817,2.883,2.985,3.054,3.191,3.444,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.8,-0.3521,2.5744,0.09135,,1.967,2.097,2.179,2.224,2.295,2.345,2.422,2.574,2.74,2.835,2.901,3.004,3.074,3.211,3.466,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,45.9,-0.3521,2.5911,0.09129,,1.98,2.111,2.193,2.238,2.31,2.361,2.438,2.591,2.758,2.853,2.92,3.023,3.093,3.231,3.488,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46,-0.3521,2.6077,0.09124,,1.993,2.125,2.207,2.253,2.325,2.376,2.454,2.608,2.775,2.871,2.938,3.042,3.113,3.251,3.509,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.1,-0.3521,2.6244,0.09118,,2.006,2.139,2.222,2.268,2.34,2.391,2.469,2.624,2.793,2.889,2.957,3.062,3.132,3.272,3.531,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.2,-0.3521,2.6411,0.09112,,2.019,2.153,2.236,2.282,2.356,2.407,2.485,2.641,2.81,2.907,2.976,3.081,3.152,3.292,3.553,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.3,-0.3521,2.6578,0.09106,,2.032,2.167,2.251,2.297,2.371,2.422,2.501,2.658,2.828,2.926,2.994,3.1,3.171,3.312,3.575,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.4,-0.3521,2.6745,0.091,,2.045,2.181,2.265,2.311,2.386,2.438,2.517,2.675,2.846,2.944,3.013,3.119,3.191,3.333,3.596,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.5,-0.3521,2.6913,0.09094,,2.059,2.195,2.279,2.326,2.401,2.453,2.533,2.691,2.863,2.962,3.031,3.138,3.211,3.353,3.618,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.6,-0.3521,2.7081,0.09088,,2.072,2.209,2.294,2.341,2.416,2.468,2.549,2.708,2.881,2.98,3.05,3.158,3.23,3.373,3.64,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.7,-0.3521,2.7249,0.09083,,2.085,2.222,2.308,2.356,2.431,2.484,2.565,2.725,2.899,2.999,3.069,3.177,3.25,3.394,3.662,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.8,-0.3521,2.7417,0.09077,,2.098,2.236,2.323,2.37,2.446,2.499,2.581,2.742,2.917,3.017,3.087,3.196,3.27,3.414,3.684,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,46.9,-0.3521,2.7586,0.09071,,2.111,2.251,2.337,2.385,2.462,2.515,2.597,2.759,2.935,3.035,3.106,3.216,3.289,3.435,3.706,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47,-0.3521,2.7755,0.09065,,2.125,2.265,2.352,2.4,2.477,2.53,2.613,2.776,2.952,3.054,3.125,3.235,3.309,3.455,3.728,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.1,-0.3521,2.7925,0.09059,,2.138,2.279,2.367,2.415,2.492,2.546,2.629,2.793,2.97,3.072,3.144,3.254,3.329,3.476,3.75,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.2,-0.3521,2.8095,0.09053,,2.152,2.293,2.381,2.43,2.508,2.562,2.645,2.81,2.988,3.091,3.163,3.274,3.349,3.497,3.772,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.3,-0.3521,2.8266,0.09047,,2.165,2.307,2.396,2.445,2.523,2.578,2.661,2.827,3.006,3.109,3.182,3.293,3.369,3.517,3.794,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.4,-0.3521,2.8437,0.09042,,2.178,2.321,2.411,2.46,2.538,2.593,2.677,2.844,3.025,3.128,3.201,3.313,3.389,3.538,3.816,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.5,-0.3521,2.8609,0.09036,,2.192,2.336,2.426,2.475,2.554,2.609,2.693,2.861,3.043,3.147,3.22,3.333,3.409,3.559,3.838,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.6,-0.3521,2.8782,0.0903,,2.206,2.35,2.441,2.49,2.57,2.625,2.71,2.878,3.061,3.166,3.239,3.353,3.429,3.58,3.861,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.7,-0.3521,2.8955,0.09024,,2.219,2.365,2.455,2.505,2.585,2.641,2.726,2.896,3.079,3.184,3.258,3.372,3.449,3.601,3.883,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.8,-0.3521,2.9129,0.09018,,2.233,2.379,2.47,2.521,2.601,2.657,2.743,2.913,3.098,3.203,3.278,3.392,3.47,3.622,3.906,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,47.9,-0.3521,2.9304,0.09012,,2.247,2.394,2.486,2.536,2.617,2.673,2.759,2.93,3.116,3.222,3.297,3.412,3.49,3.643,3.928,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48,-0.3521,2.948,0.09007,,2.261,2.408,2.501,2.552,2.633,2.689,2.776,2.948,3.135,3.242,3.317,3.432,3.511,3.665,3.951,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.1,-0.3521,2.9657,0.09001,,2.274,2.423,2.516,2.567,2.649,2.706,2.793,2.966,3.153,3.261,3.336,3.453,3.531,3.686,3.974,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.2,-0.3521,2.9835,0.08995,,2.289,2.438,2.531,2.583,2.665,2.722,2.81,2.984,3.172,3.28,3.356,3.473,3.552,3.708,3.997,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.3,-0.3521,3.0014,0.08989,,2.303,2.453,2.547,2.599,2.681,2.738,2.827,3.001,3.191,3.3,3.376,3.494,3.573,3.73,4.02,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.4,-0.3521,3.0195,0.08983,,2.317,2.468,2.562,2.614,2.697,2.755,2.844,3.02,3.21,3.319,3.396,3.514,3.594,3.751,4.044,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.5,-0.3521,3.0377,0.08977,,2.331,2.483,2.578,2.63,2.714,2.772,2.861,3.038,3.229,3.339,3.416,3.535,3.615,3.774,4.067,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.6,-0.3521,3.056,0.08972,,2.346,2.499,2.594,2.646,2.73,2.789,2.878,3.056,3.249,3.359,3.437,3.556,3.637,3.796,4.091,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.7,-0.3521,3.0745,0.08966,,2.36,2.514,2.61,2.663,2.747,2.806,2.896,3.075,3.268,3.379,3.457,3.577,3.658,3.818,4.115,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.8,-0.3521,3.0931,0.0896,,2.375,2.53,2.626,2.679,2.764,2.823,2.914,3.093,3.288,3.399,3.478,3.598,3.68,3.841,4.139,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,48.9,-0.3521,3.1119,0.08954,,2.39,2.545,2.642,2.696,2.781,2.84,2.931,3.112,3.308,3.42,3.499,3.62,3.702,3.863,4.164,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49,-0.3521,3.1308,0.08948,,2.405,2.561,2.659,2.712,2.798,2.858,2.949,3.131,3.328,3.44,3.52,3.642,3.724,3.886,4.188,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.1,-0.3521,3.1499,0.08943,,2.42,2.577,2.675,2.729,2.815,2.875,2.967,3.15,3.348,3.461,3.541,3.663,3.746,3.91,4.213,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.2,-0.3521,3.1691,0.08937,,2.435,2.593,2.692,2.746,2.833,2.893,2.986,3.169,3.368,3.482,3.562,3.685,3.769,3.933,4.238,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.3,-0.3521,3.1884,0.08931,,2.45,2.609,2.708,2.763,2.85,2.911,3.004,3.188,3.389,3.503,3.584,3.707,3.791,3.956,4.262,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.4,-0.3521,3.2079,0.08925,,2.466,2.625,2.725,2.78,2.868,2.929,3.022,3.208,3.409,3.524,3.605,3.73,3.814,3.98,4.288,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.5,-0.3521,3.2276,0.08919,,2.481,2.642,2.742,2.797,2.885,2.947,3.041,3.228,3.43,3.546,3.627,3.752,3.837,4.004,4.313,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.6,-0.3521,3.2473,0.08913,,2.497,2.658,2.759,2.815,2.903,2.965,3.06,3.247,3.451,3.567,3.649,3.775,3.86,4.027,4.339,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.7,-0.3521,3.2672,0.08908,,2.512,2.675,2.776,2.832,2.921,2.983,3.079,3.267,3.472,3.589,3.671,3.798,3.883,4.052,4.364,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.8,-0.3521,3.2873,0.08902,,2.528,2.692,2.794,2.85,2.939,3.002,3.098,3.287,3.493,3.611,3.693,3.821,3.906,4.076,4.39,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,49.9,-0.3521,3.3075,0.08896,,2.544,2.709,2.811,2.868,2.958,3.021,3.117,3.308,3.514,3.633,3.716,3.844,3.93,4.1,4.416,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50,-0.3521,3.3278,0.0889,,2.56,2.726,2.829,2.886,2.976,3.039,3.136,3.328,3.536,3.655,3.738,3.867,3.954,4.125,4.443,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.1,-0.3521,3.3482,0.08884,,2.576,2.743,2.846,2.904,2.995,3.058,3.155,3.348,3.557,3.677,3.761,3.89,3.977,4.15,4.469,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.2,-0.3521,3.3688,0.08878,,2.593,2.76,2.864,2.922,3.013,3.077,3.175,3.369,3.579,3.699,3.784,3.914,4.001,4.174,4.496,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.3,-0.3521,3.3894,0.08872,,2.609,2.777,2.882,2.94,3.032,3.096,3.195,3.389,3.601,3.721,3.806,3.937,4.025,4.199,4.522,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.4,-0.3521,3.4102,0.08867,,2.625,2.794,2.9,2.958,3.051,3.115,3.214,3.41,3.623,3.744,3.83,3.961,4.05,4.225,4.549,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.5,-0.3521,3.4311,0.08861,,2.642,2.812,2.918,2.976,3.07,3.135,3.234,3.431,3.645,3.767,3.853,3.985,4.074,4.25,4.576,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.6,-0.3521,3.4522,0.08855,,2.659,2.83,2.936,2.995,3.089,3.154,3.254,3.452,3.667,3.79,3.876,4.009,4.099,4.275,4.603,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.7,-0.3521,3.4733,0.08849,,2.675,2.847,2.955,3.014,3.108,3.174,3.274,3.473,3.689,3.813,3.899,4.033,4.123,4.301,4.63,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.8,-0.3521,3.4946,0.08843,,2.692,2.865,2.973,3.032,3.127,3.193,3.294,3.495,3.712,3.836,3.923,4.057,4.148,4.327,4.658,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,50.9,-0.3521,3.5161,0.08837,,2.709,2.883,2.992,3.051,3.147,3.213,3.315,3.516,3.734,3.859,3.947,4.082,4.173,4.353,4.685,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51,-0.3521,3.5376,0.08831,,2.726,2.901,3.01,3.07,3.166,3.233,3.335,3.538,3.757,3.883,3.971,4.106,4.198,4.378,4.713,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.1,-0.3521,3.5593,0.08825,,2.743,2.919,3.029,3.089,3.186,3.253,3.356,3.559,3.78,3.906,3.995,4.131,4.223,4.405,4.741,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.2,-0.3521,3.5812,0.08819,,2.761,2.938,3.048,3.109,3.206,3.273,3.376,3.581,3.803,3.93,4.019,4.156,4.249,4.431,4.769,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.3,-0.3521,3.6032,0.08813,,2.778,2.956,3.067,3.128,3.225,3.293,3.397,3.603,3.826,3.954,4.043,4.181,4.274,4.458,4.798,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.4,-0.3521,3.6254,0.08807,,2.796,2.975,3.086,3.148,3.246,3.314,3.418,3.625,3.85,3.978,4.068,4.207,4.3,4.484,4.826,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.5,-0.3521,3.6477,0.08801,,2.813,2.993,3.106,3.167,3.266,3.334,3.44,3.648,3.873,4.002,4.093,4.232,4.326,4.511,4.855,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.6,-0.3521,3.6702,0.08795,,2.831,3.012,3.125,3.187,3.286,3.355,3.461,3.67,3.897,4.026,4.118,4.258,4.352,4.538,4.884,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.7,-0.3521,3.6929,0.08789,,2.849,3.031,3.145,3.207,3.307,3.376,3.482,3.693,3.921,4.051,4.143,4.284,4.379,4.566,4.913,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.8,-0.3521,3.7157,0.08783,,2.867,3.05,3.165,3.227,3.327,3.397,3.504,3.716,3.945,4.076,4.168,4.31,4.405,4.593,4.942,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,51.9,-0.3521,3.7388,0.08777,,2.886,3.07,3.185,3.248,3.348,3.419,3.526,3.739,3.969,4.101,4.193,4.336,4.432,4.621,4.972,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52,-0.3521,3.762,0.08771,,2.904,3.089,3.205,3.268,3.369,3.44,3.548,3.762,3.994,4.126,4.219,4.362,4.459,4.649,5.002,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.1,-0.3521,3.7855,0.08765,,2.923,3.109,3.225,3.289,3.391,3.462,3.57,3.786,4.019,4.152,4.245,4.389,4.486,4.678,5.032,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.2,-0.3521,3.8092,0.08759,,2.941,3.129,3.246,3.31,3.412,3.484,3.593,3.809,4.044,4.177,4.271,4.416,4.514,4.706,5.063,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.3,-0.3521,3.833,0.08753,,2.96,3.149,3.266,3.331,3.434,3.506,3.615,3.833,4.069,4.203,4.298,4.443,4.541,4.735,5.093,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.4,-0.3521,3.8571,0.08747,,2.979,3.169,3.287,3.352,3.456,3.528,3.638,3.857,4.094,4.229,4.324,4.471,4.569,4.764,5.124,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.5,-0.3521,3.8814,0.08741,,2.999,3.189,3.308,3.373,3.478,3.55,3.661,3.881,4.12,4.256,4.351,4.498,4.598,4.793,5.155,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.6,-0.3521,3.9059,0.08735,,3.018,3.21,3.329,3.395,3.5,3.573,3.685,3.906,4.146,4.282,4.378,4.526,4.626,4.823,5.187,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.7,-0.3521,3.9306,0.08729,,3.038,3.231,3.351,3.417,3.522,3.596,3.708,3.931,4.172,4.309,4.406,4.555,4.655,4.852,5.219,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.8,-0.3521,3.9555,0.08723,,3.057,3.251,3.372,3.439,3.545,3.619,3.732,3.956,4.198,4.336,4.433,4.583,4.684,4.882,5.251,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,52.9,-0.3521,3.9806,0.08717,,3.077,3.273,3.394,3.461,3.567,3.642,3.756,3.981,4.224,4.363,4.461,4.612,4.713,4.913,5.283,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53,-0.3521,4.006,0.08711,,3.098,3.294,3.416,3.483,3.591,3.665,3.78,4.006,4.251,4.391,4.489,4.64,4.742,4.943,5.315,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.1,-0.3521,4.0315,0.08705,,3.118,3.315,3.438,3.506,3.614,3.689,3.804,4.032,4.278,4.419,4.517,4.67,4.772,4.974,5.348,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.2,-0.3521,4.0572,0.08699,,3.138,3.337,3.461,3.529,3.637,3.713,3.828,4.057,4.305,4.446,4.546,4.699,4.802,5.005,5.381,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.3,-0.3521,4.0831,0.08693,,3.159,3.359,3.483,3.551,3.66,3.737,3.853,4.083,4.332,4.475,4.575,4.728,4.832,5.036,5.414,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.4,-0.3521,4.1092,0.08687,,3.179,3.38,3.506,3.574,3.684,3.761,3.878,4.109,4.36,4.503,4.603,4.758,4.862,5.068,5.448,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.5,-0.3521,4.1354,0.08681,,3.2,3.402,3.528,3.598,3.708,3.785,3.903,4.135,4.387,4.531,4.632,4.788,4.893,5.099,5.481,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.6,-0.3521,4.1619,0.08675,,3.221,3.425,3.551,3.621,3.732,3.809,3.928,4.162,4.415,4.56,4.662,4.818,4.923,5.131,5.515,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.7,-0.3521,4.1885,0.08669,,3.242,3.447,3.574,3.644,3.756,3.834,3.953,4.189,4.443,4.589,4.691,4.848,4.954,5.163,5.55,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.8,-0.3521,4.2153,0.08663,,3.264,3.47,3.598,3.668,3.78,3.859,3.978,4.215,4.472,4.618,4.721,4.879,4.985,5.195,5.584,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,53.9,-0.3521,4.2422,0.08657,,3.285,3.492,3.621,3.692,3.805,3.884,4.004,4.242,4.5,4.647,4.751,4.909,5.017,5.228,5.618,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54,-0.3521,4.2693,0.08651,,3.307,3.515,3.645,3.716,3.829,3.909,4.03,4.269,4.529,4.677,4.78,4.94,5.048,5.26,5.653,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.1,-0.3521,4.2965,0.08645,,3.328,3.538,3.668,3.74,3.854,3.934,4.056,4.297,4.557,4.706,4.811,4.971,5.08,5.293,5.688,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.2,-0.3521,4.3239,0.08639,,3.35,3.561,3.692,3.764,3.879,3.959,4.082,4.324,4.586,4.736,4.841,5.002,5.111,5.326,5.723,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.3,-0.3521,4.3513,0.08633,,3.372,3.584,3.716,3.788,3.904,3.984,4.108,4.351,4.615,4.765,4.871,5.034,5.143,5.359,5.758,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.4,-0.3521,4.3789,0.08627,,3.394,3.607,3.74,3.813,3.929,4.01,4.134,4.379,4.644,4.795,4.902,5.065,5.175,5.392,5.794,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.5,-0.3521,4.4066,0.08621,,3.416,3.63,3.764,3.837,3.954,4.035,4.16,4.407,4.673,4.825,4.932,5.097,5.207,5.425,5.829,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.6,-0.3521,4.4344,0.08615,,3.438,3.654,3.788,3.862,3.979,4.061,4.187,4.434,4.703,4.856,4.963,5.128,5.24,5.459,5.865,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.7,-0.3521,4.4623,0.0861,,3.46,3.677,3.812,3.886,4.004,4.087,4.213,4.462,4.732,4.886,4.994,5.16,5.272,5.492,5.9,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.8,-0.3521,4.4903,0.08604,,3.483,3.701,3.836,3.911,4.03,4.113,4.24,4.49,4.761,4.916,5.025,5.192,5.304,5.526,5.936,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,54.9,-0.3521,4.5185,0.08598,,3.505,3.724,3.861,3.936,4.056,4.139,4.266,4.519,4.791,4.947,5.056,5.224,5.337,5.56,5.972,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55,-0.3521,4.5467,0.08592,,3.527,3.748,3.885,3.961,4.081,4.165,4.293,4.547,4.821,4.977,5.087,5.256,5.37,5.594,6.008,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.1,-0.3521,4.575,0.08586,,3.55,3.772,3.91,3.986,4.107,4.191,4.32,4.575,4.851,5.008,5.118,5.288,5.403,5.628,6.045,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.2,-0.3521,4.6034,0.0858,,3.573,3.796,3.935,4.011,4.133,4.217,4.347,4.603,4.881,5.039,5.15,5.32,5.435,5.662,6.081,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.3,-0.3521,4.6319,0.08575,,3.595,3.82,3.959,4.036,4.158,4.244,4.374,4.632,4.911,5.07,5.181,5.353,5.469,5.696,6.117,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.4,-0.3521,4.6605,0.08569,,3.618,3.844,3.984,4.062,4.184,4.27,4.401,4.661,4.941,5.101,5.213,5.385,5.502,5.731,6.154,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.5,-0.3521,4.6892,0.08563,,3.641,3.868,4.009,4.087,4.211,4.297,4.429,4.689,4.971,5.132,5.244,5.418,5.535,5.765,6.191,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.6,-0.3521,4.718,0.08558,,3.664,3.892,4.034,4.112,4.237,4.323,4.456,4.718,5.001,5.163,5.276,5.451,5.568,5.8,6.228,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.7,-0.3521,4.7469,0.08552,,3.687,3.917,4.059,4.138,4.263,4.35,4.483,4.747,5.032,5.194,5.308,5.484,5.602,5.834,6.264,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.8,-0.3521,4.7758,0.08546,,3.71,3.941,4.085,4.164,4.289,4.377,4.511,4.776,5.062,5.225,5.34,5.516,5.635,5.869,6.301,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,55.9,-0.3521,4.8048,0.08541,,3.733,3.965,4.11,4.189,4.316,4.404,4.538,4.805,5.093,5.257,5.372,5.549,5.669,5.904,6.338,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56,-0.3521,4.8338,0.08535,,3.756,3.99,4.135,4.215,4.342,4.431,4.566,4.834,5.123,5.288,5.404,5.582,5.702,5.939,6.375,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.1,-0.3521,4.8629,0.08529,,3.779,4.014,4.16,4.241,4.368,4.457,4.594,4.863,5.154,5.32,5.436,5.615,5.736,5.973,6.412,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.2,-0.3521,4.892,0.08524,,3.803,4.039,4.186,4.266,4.395,4.484,4.621,4.892,5.185,5.351,5.468,5.648,5.77,6.008,6.45,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.3,-0.3521,4.9212,0.08518,,3.826,4.063,4.211,4.292,4.421,4.511,4.649,4.921,5.215,5.383,5.501,5.682,5.803,6.043,6.487,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.4,-0.3521,4.9504,0.08513,,3.849,4.088,4.236,4.318,4.448,4.538,4.677,4.95,5.246,5.415,5.533,5.715,5.837,6.078,6.524,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.5,-0.3521,4.9796,0.08507,,3.873,4.113,4.262,4.344,4.474,4.565,4.705,4.98,5.277,5.446,5.565,5.748,5.871,6.113,6.561,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.6,-0.3521,5.0088,0.08502,,3.896,4.137,4.287,4.37,4.501,4.592,4.732,5.009,5.308,5.478,5.597,5.781,5.905,6.148,6.599,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.7,-0.3521,5.0381,0.08497,,3.919,4.162,4.313,4.396,4.528,4.62,4.76,5.038,5.338,5.51,5.63,5.814,5.939,6.184,6.636,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.8,-0.3521,5.0673,0.08491,,3.943,4.186,4.338,4.421,4.554,4.647,4.788,5.067,5.369,5.541,5.662,5.848,5.973,6.219,6.673,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,56.9,-0.3521,5.0966,0.08486,,3.966,4.211,4.364,4.447,4.581,4.674,4.816,5.097,5.4,5.573,5.694,5.881,6.006,6.254,6.711,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,57,-0.3521,5.1259,0.08481,,3.989,4.236,4.389,4.473,4.607,4.701,4.844,5.126,5.431,5.605,5.727,5.914,6.04,6.289,6.748,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,57.1,-0.3521,5.1551,0.08475,,4.013,4.26,4.415,4.499,4.634,4.728,4.871,5.155,5.462,5.636,5.759,5.947,6.074,6.324,6.785,wfl-boys-percentiles-expanded-tables.xlsx
WFL,M,,,57.2,-0.3521,5.1844,0.0847,,4.036,4.285,4.44,4.525,4.661,4.755,4.899,5.184,5.492,5.668,5.791,5.981,6.108,6.359,6.823,wfl-boys-percentiles-expanded-tables.xlsx
