ref_code,sexo,edad_meses,edad_dias,medida_cm,l,m,s,stdev,p01,p1,p3,p5,p10,p15,p25,p50,p75,p85,p90,p95,p97,p99,p999,source_file
LHFA,M,,1021,,1,94.4438,0.03801,,83.35,86.093,87.692,88.539,89.843,90.723,92.023,94.444,96.865,98.164,99.044,100.349,101.195,102.795,105.537,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1022,,1,94.4662,0.03802,,83.367,86.111,87.711,88.559,89.863,90.744,92.044,94.466,96.889,98.189,99.069,100.374,101.221,102.822,105.565,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1023,,1,94.4885,0.03802,,83.387,86.131,87.732,88.579,89.885,90.765,92.065,94.489,96.912,98.212,99.092,100.398,101.245,102.846,105.59,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1024,,1,94.5109,0.03803,,83.404,86.149,87.751,88.599,89.905,90.786,92.087,94.511,96.935,98.236,99.117,100.423,101.271,102.872,105.618,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1025,,1,94.5332,0.03804,,83.421,86.168,87.77,88.618,89.925,90.806,92.108,94.533,96.959,98.26,99.142,100.448,101.297,102.899,105.646,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1026,,1,94.5556,0.03805,,83.437,86.186,87.789,88.638,89.945,90.827,92.129,94.556,96.982,98.285,99.166,100.474,101.322,102.925,105.674,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1027,,1,94.5779,0.03806,,83.454,86.204,87.808,88.657,89.965,90.847,92.15,94.578,97.006,98.309,99.191,100.499,101.348,102.952,105.702,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1028,,1,94.6002,0.03807,,83.471,86.222,87.827,88.676,89.985,90.868,92.171,94.6,97.029,98.333,99.216,100.524,101.374,102.978,105.729,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1029,,1,94.6225,0.03807,,83.491,86.242,87.847,88.697,90.006,90.889,92.193,94.623,97.052,98.356,99.239,100.548,101.398,103.003,105.754,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1030,,1,94.6447,0.03808,,83.507,86.26,87.866,88.717,90.026,90.909,92.214,94.645,97.076,98.38,99.264,100.573,101.423,103.029,105.782,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1031,,1,94.667,0.03809,,83.524,86.279,87.885,88.736,90.046,90.93,92.235,94.667,97.099,98.404,99.288,100.598,101.449,103.055,105.81,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1032,,1,94.6893,0.0381,,83.541,86.297,87.904,88.755,90.066,90.95,92.256,94.689,97.123,98.428,99.313,100.623,101.475,103.082,105.838,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1033,,1,94.7115,0.03811,,83.557,86.315,87.923,88.774,90.086,90.971,92.277,94.712,97.146,98.452,99.337,100.649,101.5,103.108,105.866,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1034,,1,94.7337,0.03811,,83.577,86.335,87.943,88.795,90.107,90.992,92.299,94.734,97.169,98.476,99.36,100.672,101.524,103.133,105.89,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1035,,1,94.7559,0.03812,,83.594,86.353,87.962,88.815,90.127,91.012,92.32,94.756,97.192,98.5,99.385,100.697,101.55,103.159,105.918,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1036,,1,94.7782,0.03813,,83.61,86.371,87.981,88.834,90.147,91.033,92.341,94.778,97.216,98.524,99.41,100.723,101.575,103.185,105.946,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1037,,1,94.8003,0.03814,,83.627,86.389,88,88.853,90.167,91.053,92.362,94.8,97.239,98.548,99.434,100.748,101.601,103.212,105.974,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1038,,1,94.8225,0.03815,,83.644,86.407,88.019,88.872,90.187,91.073,92.383,94.823,97.262,98.572,99.458,100.773,101.626,103.238,106.001,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1039,,1,94.8447,0.03815,,83.663,86.427,88.039,88.893,90.208,91.095,92.404,94.845,97.285,98.595,99.482,100.796,101.65,103.262,106.026,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1040,,1,94.8668,0.03816,,83.68,86.445,88.058,88.912,90.227,91.115,92.425,94.867,97.309,98.619,99.506,100.821,101.675,103.288,106.054,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1041,,1,94.889,0.03817,,83.696,86.463,88.077,88.931,90.247,91.135,92.446,94.889,97.332,98.643,99.531,100.847,101.701,103.315,106.082,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1042,,1,94.9111,0.03818,,83.713,86.481,88.096,88.951,90.267,91.155,92.467,94.911,97.355,98.667,99.555,100.872,101.727,103.341,106.109,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1043,,1,94.9332,0.03819,,83.73,86.499,88.114,88.97,90.287,91.176,92.488,94.933,97.379,98.691,99.579,100.897,101.752,103.367,106.137,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1044,,1,94.9553,0.03819,,83.749,86.519,88.135,88.99,90.308,91.197,92.509,94.955,97.401,98.714,99.603,100.92,101.776,103.391,106.162,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1045,,1,94.9774,0.0382,,83.766,86.537,88.154,89.01,90.328,91.217,92.53,94.977,97.425,98.738,99.627,100.945,101.801,103.418,106.189,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1046,,1,94.9995,0.03821,,83.782,86.555,88.172,89.029,90.348,91.237,92.551,95,97.448,98.762,99.651,100.97,101.827,103.444,106.217,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1047,,1,95.0216,0.03822,,83.799,86.573,88.191,89.048,90.367,91.258,92.572,95.022,97.471,98.786,99.676,100.995,101.852,103.47,106.244,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1048,,1,95.0436,0.03822,,83.818,86.593,88.211,89.069,90.388,91.279,92.593,95.044,97.494,98.809,99.699,101.019,101.876,103.494,106.269,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1049,,1,95.0657,0.03823,,83.835,86.611,88.23,89.088,90.408,91.299,92.614,95.066,97.517,98.832,99.723,101.044,101.901,103.52,106.297,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1050,,1,95.0877,0.03824,,83.851,86.629,88.249,89.107,90.428,91.319,92.635,95.088,97.54,98.856,99.748,101.069,101.927,103.547,106.324,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1051,,1,95.1097,0.03825,,83.868,86.647,88.267,89.126,90.447,91.339,92.656,95.11,97.563,98.88,99.772,101.094,101.952,103.573,106.352,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1052,,1,95.1317,0.03826,,83.884,86.664,88.286,89.145,90.467,91.359,92.677,95.132,97.587,98.904,99.796,101.119,101.977,103.599,106.379,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1053,,1,95.1537,0.03826,,83.903,86.684,88.307,89.165,90.488,91.38,92.698,95.154,97.609,98.927,99.819,101.142,102.001,103.623,106.404,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1054,,1,95.1757,0.03827,,83.92,86.702,88.325,89.185,90.508,91.401,92.719,95.176,97.632,98.951,99.844,101.167,102.026,103.649,106.431,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1055,,1,95.1977,0.03828,,83.936,86.72,88.344,89.204,90.528,91.421,92.74,95.198,97.656,98.975,99.868,101.192,102.052,103.675,106.459,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1056,,1,95.2197,0.03829,,83.953,86.738,88.362,89.223,90.547,91.441,92.761,95.22,97.679,98.998,99.892,101.217,102.077,103.701,106.487,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1057,,1,95.2416,0.03829,,83.972,86.758,88.383,89.243,90.568,91.462,92.782,95.242,97.701,99.021,99.915,101.24,102.1,103.725,106.511,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1058,,1,95.2636,0.0383,,83.989,86.776,88.401,89.262,90.588,91.482,92.803,95.264,97.725,99.045,99.939,101.265,102.126,103.752,106.539,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1059,,1,95.2855,0.03831,,84.005,86.793,88.42,89.281,90.607,91.502,92.823,95.286,97.748,99.069,99.964,101.29,102.151,103.778,106.566,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1060,,1,95.3074,0.03832,,84.021,86.811,88.438,89.3,90.627,91.522,92.844,95.307,97.771,99.093,99.988,101.315,102.176,103.804,106.593,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1061,,1,95.3293,0.03833,,84.038,86.829,88.457,89.319,90.647,91.542,92.865,95.329,97.794,99.116,100.012,101.34,102.202,103.83,106.621,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1062,,1,95.3512,0.03833,,84.057,86.849,88.477,89.34,90.667,91.563,92.886,95.351,97.816,99.139,100.035,101.363,102.225,103.854,106.645,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1063,,1,95.3731,0.03834,,84.073,86.867,88.496,89.359,90.687,91.583,92.907,95.373,97.839,99.163,100.059,101.388,102.25,103.88,106.673,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1064,,1,95.3949,0.03835,,84.09,86.884,88.514,89.377,90.706,91.603,92.927,95.395,97.862,99.187,100.083,101.412,102.276,103.906,106.7,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1065,,1,95.4168,0.03836,,84.106,86.902,88.533,89.396,90.726,91.623,92.948,95.417,97.886,99.21,100.108,101.437,102.301,103.932,106.728,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1066,,1,95.4386,0.03836,,84.125,86.922,88.553,89.417,90.747,91.644,92.969,95.439,97.908,99.233,100.13,101.46,102.324,103.955,106.752,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1067,,1,95.4605,0.03837,,84.142,86.94,88.571,89.436,90.766,91.664,92.99,95.461,97.931,99.257,100.155,101.485,102.35,103.981,106.779,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1068,,1,95.4823,0.03838,,84.158,86.957,88.59,89.455,90.786,91.684,93.011,95.482,97.954,99.28,100.179,101.51,102.375,104.007,106.807,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1069,,1,95.5041,0.03839,,84.174,86.975,88.608,89.473,90.805,91.704,93.031,95.504,97.977,99.304,100.203,101.535,102.4,104.033,106.834,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1070,,1,95.5259,0.03839,,84.193,86.995,88.629,89.494,90.826,91.725,93.052,95.526,97.999,99.327,100.226,101.558,102.423,104.057,106.859,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1071,,1,95.5477,0.0384,,84.21,87.012,88.647,89.513,90.846,91.745,93.073,95.548,98.022,99.35,100.25,101.583,102.448,104.083,106.886,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1072,,1,95.5695,0.03841,,84.226,87.03,88.665,89.532,90.865,91.765,93.094,95.57,98.045,99.374,100.274,101.607,102.474,104.109,106.913,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1073,,1,95.5913,0.03842,,84.242,87.048,88.684,89.55,90.885,91.785,93.114,95.591,98.068,99.398,100.298,101.632,102.499,104.135,106.941,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1074,,1,95.613,0.03842,,84.261,87.067,88.704,89.571,90.905,91.806,93.135,95.613,98.091,99.42,100.321,101.655,102.522,104.159,106.965,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1075,,1,95.6348,0.03843,,84.277,87.085,88.722,89.59,90.925,91.826,93.156,95.635,98.114,99.444,100.345,101.68,102.547,104.185,106.992,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1076,,1,95.6565,0.03844,,84.294,87.102,88.741,89.608,90.944,91.845,93.176,95.657,98.137,99.468,100.369,101.705,102.572,104.211,107.019,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1077,,1,95.6782,0.03845,,84.31,87.12,88.759,89.627,90.964,91.865,93.197,95.678,98.16,99.491,100.393,101.729,102.597,104.236,107.047,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1078,,1,95.6999,0.03845,,84.329,87.14,88.779,89.647,90.984,91.886,93.218,95.7,98.182,99.514,100.416,101.752,102.621,104.26,107.071,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1079,,1,95.7216,0.03846,,84.345,87.157,88.798,89.666,91.004,91.906,93.238,95.722,98.205,99.537,100.44,101.777,102.646,104.286,107.098,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1080,,1,95.7433,0.03847,,84.361,87.175,88.816,89.685,91.023,91.926,93.259,95.743,98.228,99.561,100.464,101.802,102.671,104.312,107.125,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1081,,1,95.765,0.03848,,84.377,87.192,88.834,89.704,91.042,91.946,93.279,95.765,98.251,99.584,100.488,101.826,102.696,104.338,107.153,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1082,,1,95.7867,0.03848,,84.396,87.212,88.854,89.724,91.063,91.967,93.301,95.787,98.273,99.607,100.51,101.849,102.719,104.361,107.177,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1083,,1,95.8083,0.03849,,84.413,87.23,88.873,89.743,91.082,91.986,93.321,95.808,98.296,99.63,100.534,101.874,102.744,104.387,107.204,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1084,,1,95.83,0.0385,,84.429,87.247,88.891,89.761,91.102,92.006,93.342,95.83,98.318,99.654,100.558,101.899,102.769,104.413,107.231,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1085,,1,95.8516,0.0385,,84.448,87.267,88.911,89.782,91.122,92.027,93.363,95.852,98.341,99.676,100.581,101.922,102.792,104.436,107.255,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1086,,1,95.8732,0.03851,,84.464,87.284,88.929,89.8,91.142,92.047,93.383,95.873,98.363,99.7,100.605,101.946,102.817,104.462,107.283,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1087,,1,95.8948,0.03852,,84.48,87.302,88.947,89.819,91.161,92.066,93.403,95.895,98.386,99.723,100.629,101.971,102.842,104.488,107.31,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1088,,1,95.9165,0.03853,,84.496,87.319,88.966,89.838,91.18,92.086,93.424,95.917,98.409,99.747,100.653,101.995,102.867,104.514,107.337,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1089,,1,95.938,0.03853,,84.515,87.339,88.986,89.858,91.201,92.107,93.445,95.938,98.431,99.769,100.675,102.018,102.89,104.537,107.361,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1090,,1,95.9596,0.03854,,84.531,87.356,89.004,89.876,91.22,92.127,93.465,95.96,98.454,99.793,100.699,102.043,102.915,104.563,107.388,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1091,,1,95.9812,0.03855,,84.547,87.374,89.022,89.895,91.239,92.146,93.486,95.981,98.477,99.816,100.723,102.067,102.94,104.589,107.415,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1092,,1,96.0028,0.03856,,84.563,87.391,89.04,89.914,91.259,92.166,93.506,96.003,98.5,99.84,100.747,102.092,102.965,104.615,107.442,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1093,,1,96.0243,0.03856,,84.582,87.411,89.06,89.934,91.279,92.187,93.527,96.024,98.522,99.862,100.769,102.115,102.988,104.638,107.466,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1094,,1,96.0459,0.03857,,84.598,87.428,89.079,89.953,91.298,92.206,93.547,96.046,98.545,99.885,100.793,102.139,103.013,104.664,107.494,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1095,,1,96.0674,0.03858,,84.614,87.445,89.097,89.971,91.318,92.226,93.568,96.067,98.567,99.909,100.817,102.164,103.038,104.689,107.521,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1096,,1,96.0889,0.03858,,84.633,87.465,89.117,89.991,91.338,92.247,93.588,96.089,98.589,99.931,100.84,102.187,103.061,104.713,107.545,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1097,,1,96.1104,0.03859,,84.649,87.482,89.135,90.01,91.357,92.266,93.609,96.11,98.612,99.954,100.864,102.211,103.086,104.739,107.572,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1098,,1,96.1319,0.0386,,84.665,87.5,89.153,90.028,91.376,92.286,93.629,96.132,98.635,99.978,100.887,102.235,103.111,104.764,107.599,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1099,,1,96.1534,0.03861,,84.681,87.517,89.171,90.047,91.396,92.306,93.649,96.153,98.657,100.001,100.911,102.26,103.136,104.79,107.626,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1100,,1,96.1749,0.03861,,84.7,87.536,89.191,90.067,91.416,92.326,93.67,96.175,98.679,100.024,100.934,102.283,103.159,104.813,107.65,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1101,,1,96.1964,0.03862,,84.716,87.554,89.209,90.086,91.435,92.346,93.691,96.196,98.702,100.047,100.957,102.307,103.184,104.839,107.677,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1102,,1,96.2178,0.03863,,84.732,87.571,89.227,90.104,91.454,92.365,93.711,96.218,98.725,100.07,100.981,102.332,103.209,104.865,107.704,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1103,,1,96.2393,0.03863,,84.751,87.591,89.247,90.124,91.475,92.386,93.732,96.239,98.747,100.092,101.004,102.354,103.232,104.888,107.728,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1104,,1,96.2607,0.03864,,84.767,87.608,89.265,90.143,91.494,92.406,93.752,96.261,98.769,100.116,101.027,102.379,103.256,104.914,107.755,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1105,,1,96.2821,0.03865,,84.782,87.625,89.283,90.161,91.513,92.425,93.772,96.282,98.792,100.139,101.051,102.403,103.281,104.939,107.782,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1106,,1,96.3035,0.03866,,84.798,87.642,89.301,90.18,91.532,92.445,93.792,96.304,98.815,100.162,101.075,102.427,103.306,104.965,107.809,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1107,,1,96.325,0.03866,,84.817,87.662,89.321,90.2,91.553,92.465,93.813,96.325,98.837,100.185,101.097,102.45,103.329,104.988,107.833,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1108,,1,96.3464,0.03867,,84.833,87.679,89.339,90.218,91.572,92.485,93.833,96.346,98.859,100.208,101.121,102.475,103.354,105.014,107.86,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1109,,1,96.3677,0.03868,,84.849,87.696,89.357,90.237,91.591,92.504,93.854,96.368,98.882,100.231,101.145,102.499,103.378,105.039,107.887,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1110,,1,96.3891,0.03868,,84.868,87.716,89.377,90.257,91.611,92.525,93.874,96.389,98.904,100.253,101.167,102.522,103.401,105.062,107.911,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1111,,1,96.4105,0.03869,,84.884,87.733,89.395,90.275,91.63,92.544,93.895,96.411,98.926,100.277,101.191,102.546,103.426,105.088,107.937,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1112,,1,96.4318,0.0387,,84.899,87.75,89.413,90.293,91.649,92.564,93.915,96.432,98.949,100.3,101.214,102.57,103.451,105.114,107.964,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1113,,1,96.4532,0.0387,,84.918,87.77,89.433,90.313,91.67,92.584,93.936,96.453,98.971,100.322,101.237,102.593,103.474,105.137,107.988,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1114,,1,96.4745,0.03871,,84.934,87.787,89.451,90.332,91.689,92.604,93.956,96.475,98.993,100.345,101.26,102.617,103.498,105.162,108.015,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1115,,1,96.4958,0.03872,,84.95,87.804,89.469,90.35,91.708,92.623,93.976,96.496,99.016,100.368,101.284,102.641,103.523,105.188,108.042,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1116,,1,96.5172,0.03873,,84.966,87.821,89.487,90.369,91.727,92.643,93.996,96.517,99.039,100.392,101.308,102.666,103.548,105.213,108.069,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1117,,1,96.5385,0.03873,,84.984,87.84,89.506,90.388,91.747,92.663,94.017,96.539,99.06,100.414,101.33,102.689,103.571,105.237,108.093,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1118,,1,96.5598,0.03874,,85,87.858,89.524,90.407,91.766,92.683,94.037,96.56,99.083,100.437,101.354,102.713,103.595,105.262,108.12,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1119,,1,96.581,0.03875,,85.016,87.875,89.542,90.425,91.785,92.702,94.057,96.581,99.105,100.46,101.377,102.737,103.62,105.287,108.146,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1120,,1,96.6023,0.03875,,85.035,87.894,89.562,90.445,91.805,92.723,94.077,96.602,99.127,100.482,101.4,102.76,103.643,105.311,108.17,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1121,,1,96.6236,0.03876,,85.05,87.911,89.58,90.463,91.824,92.742,94.098,96.624,99.15,100.505,101.423,102.784,103.667,105.336,108.197,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1122,,1,96.6448,0.03877,,85.066,87.928,89.598,90.482,91.843,92.761,94.118,96.645,99.172,100.528,101.447,102.808,103.692,105.361,108.224,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1123,,1,96.6661,0.03877,,85.085,87.948,89.617,90.502,91.863,92.782,94.138,96.666,99.194,100.55,101.469,102.831,103.715,105.385,108.248,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1124,,1,96.6873,0.03878,,85.1,87.965,89.635,90.52,91.882,92.801,94.158,96.687,99.216,100.573,101.493,102.855,103.739,105.41,108.274,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1125,,1,96.7085,0.03879,,85.116,87.982,89.653,90.538,91.901,92.821,94.178,96.709,99.239,100.596,101.516,102.879,103.764,105.435,108.301,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1126,,1,96.7298,0.03879,,85.135,88.001,89.673,90.558,91.921,92.841,94.199,96.73,99.261,100.619,101.538,102.902,103.787,105.459,108.325,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1127,,1,96.751,0.0388,,85.15,88.018,89.691,90.576,91.94,92.86,94.219,96.751,99.283,100.642,101.562,102.926,103.811,105.484,108.352,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1128,,1,96.7722,0.03881,,85.166,88.035,89.708,90.595,91.959,92.88,94.239,96.772,99.305,100.665,101.585,102.95,103.836,105.509,108.378,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1129,,1,96.7933,0.03881,,85.185,88.054,89.728,90.614,91.979,92.9,94.26,96.793,99.327,100.687,101.608,102.972,103.859,105.532,108.402,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1130,,1,96.8145,0.03882,,85.2,88.071,89.746,90.633,91.998,92.919,94.28,96.815,99.349,100.71,101.631,102.996,103.883,105.558,108.429,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1131,,1,96.8357,0.03883,,85.216,88.088,89.764,90.651,92.017,92.939,94.3,96.836,99.372,100.733,101.655,103.021,103.908,105.583,108.455,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1132,,1,96.8568,0.03883,,85.235,88.108,89.783,90.671,92.037,92.959,94.32,96.857,99.394,100.755,101.677,103.043,103.93,105.606,108.479,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1133,,1,96.878,0.03884,,85.25,88.125,89.801,90.689,92.056,92.978,94.34,96.878,99.416,100.778,101.7,103.067,103.955,105.631,108.506,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1134,,1,96.8991,0.03885,,85.266,88.141,89.819,90.707,92.075,92.997,94.36,96.899,99.438,100.801,101.724,103.091,103.979,105.657,108.532,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1135,,1,96.9203,0.03885,,85.284,88.161,89.838,90.727,92.095,93.018,94.381,96.92,99.46,100.823,101.746,103.114,104.002,105.68,108.556,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1136,,1,96.9414,0.03886,,85.3,88.178,89.856,90.745,92.114,93.037,94.401,96.941,99.482,100.846,101.769,103.138,104.027,105.705,108.583,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1137,,1,96.9625,0.03887,,85.316,88.195,89.874,90.763,92.132,93.056,94.42,96.963,99.505,100.869,101.793,103.162,104.051,105.73,108.609,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1138,,1,96.9836,0.03887,,85.334,88.214,89.893,90.783,92.152,93.077,94.441,96.984,99.526,100.891,101.815,103.184,104.074,105.753,108.633,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1139,,1,97.0047,0.03888,,85.35,88.231,89.911,90.801,92.171,93.096,94.461,97.005,99.549,100.914,101.838,103.208,104.098,105.779,108.66,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1140,,1,97.0258,0.03889,,85.365,88.248,89.929,90.819,92.19,93.115,94.481,97.026,99.571,100.937,101.862,103.232,104.123,105.804,108.686,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1141,,1,97.0468,0.03889,,85.384,88.267,89.948,90.839,92.21,93.135,94.501,97.047,99.592,100.958,101.884,103.255,104.145,105.827,108.71,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1142,,1,97.0679,0.0389,,85.399,88.284,89.966,90.857,92.229,93.154,94.521,97.068,99.615,100.981,101.907,103.279,104.17,105.852,108.736,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1143,,1,97.0889,0.03891,,85.415,88.301,89.984,90.875,92.248,93.174,94.541,97.089,99.637,101.004,101.93,103.303,104.194,105.877,108.763,lhfa-boys-percentiles-expanded-tables (1).xlsx
LHFA,M,,1144,,1,97.11,0.03891,,85.433,88.32,90.003,90.895,92.268,93.194,94.561,97.11,99.659,101.026,101.952,103.325,104.217,105.9,108.787,lhfa-boys-percentiles-expanded-tables (1).xlsx
