ref_code,sexo,edad_meses,edad_dias,medida_cm,l,m,s,stdev,sd5neg,sd4neg,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3,sd4,source_file
WFH,F,,,106.7,-0.3833,17.3683,0.09304,,,12.135,13.323,14.511,15.851,17.368,19.094,21.067,23.333,25.599,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,106.8,-0.3833,17.4039,0.09307,,,12.158,13.349,14.54,15.883,17.404,19.134,21.111,23.383,25.654,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,106.9,-0.3833,17.4397,0.09311,,,12.181,13.375,14.569,15.915,17.44,19.174,21.157,23.434,25.712,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107,-0.3833,17.4755,0.09315,,,12.204,13.401,14.598,15.947,17.476,19.214,21.202,23.485,25.769,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.1,-0.3833,17.5115,0.09318,,,12.228,13.427,14.627,15.979,17.512,19.254,21.247,23.536,25.825,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.2,-0.3833,17.5476,0.09322,,,12.252,13.454,14.656,16.012,17.548,19.295,21.292,23.588,25.883,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.3,-0.3833,17.5839,0.09326,,,12.275,13.48,14.685,16.044,17.584,19.336,21.338,23.64,25.941,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.4,-0.3833,17.6202,0.09329,,,12.299,13.507,14.715,16.077,17.62,19.376,21.384,23.691,25.998,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.5,-0.3833,17.6567,0.09333,,,12.323,13.533,14.744,16.11,17.657,19.417,21.43,23.743,26.057,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.6,-0.3833,17.6932,0.09337,,,12.346,13.56,14.773,16.142,17.693,19.458,21.476,23.796,26.115,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.7,-0.3833,17.7299,0.09341,,,12.37,13.586,14.803,16.175,17.73,19.499,21.523,23.848,26.174,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.8,-0.3833,17.7668,0.09344,,,12.394,13.614,14.833,16.208,17.767,19.54,21.569,23.9,26.232,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,107.9,-0.3833,17.8037,0.09348,,,12.418,13.64,14.863,16.241,17.804,19.582,21.615,23.953,26.291,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108,-0.3833,17.8407,0.09352,,,12.442,13.667,14.892,16.275,17.841,19.623,21.662,24.006,26.35,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.1,-0.3833,17.8779,0.09356,,,12.466,13.694,14.922,16.308,17.878,19.665,21.709,24.059,26.409,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.2,-0.3833,17.9152,0.09359,,,12.491,13.722,14.953,16.341,17.915,19.707,21.756,24.112,26.468,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.3,-0.3833,17.9526,0.09363,,,12.515,13.749,14.983,16.375,17.953,19.749,21.803,24.166,26.528,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.4,-0.3833,17.9901,0.09367,,,12.54,13.776,15.013,16.408,17.99,19.791,21.851,24.219,26.588,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.5,-0.3833,18.0277,0.09371,,,12.564,13.803,15.043,16.442,18.028,19.833,21.898,24.273,26.648,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.6,-0.3833,18.0654,0.09375,,,12.588,13.831,15.073,16.476,18.065,19.875,21.946,24.327,26.709,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.7,-0.3833,18.1033,0.09378,,,12.613,13.859,15.104,16.51,18.103,19.918,21.993,24.381,26.768,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.8,-0.3833,18.1412,0.09382,,,12.638,13.886,15.135,16.544,18.141,19.96,22.041,24.435,26.829,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,108.9,-0.3833,18.1792,0.09386,,,12.662,13.914,15.165,16.578,18.179,20.003,22.089,24.489,26.89,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109,-0.3833,18.2174,0.0939,,,12.687,13.942,15.196,16.612,18.217,20.046,22.138,24.544,26.951,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.1,-0.3833,18.2556,0.09394,,,12.712,13.969,15.227,16.646,18.256,20.088,22.186,24.599,27.012,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.2,-0.3833,18.294,0.09397,,,12.737,13.998,15.258,16.681,18.294,20.131,22.234,24.653,27.072,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.3,-0.3833,18.3324,0.09401,,,12.762,14.025,15.289,16.715,18.332,20.174,22.283,24.708,27.134,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.4,-0.3833,18.371,0.09405,,,12.787,14.053,15.32,16.75,18.371,20.218,22.332,24.764,27.196,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.5,-0.3833,18.4096,0.09409,,,12.812,14.081,15.351,16.784,18.41,20.261,22.38,24.819,27.258,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.6,-0.3833,18.4484,0.09413,,,12.837,14.11,15.382,16.819,18.448,20.305,22.429,24.875,27.32,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.7,-0.3833,18.4872,0.09417,,,12.862,14.138,15.413,16.854,18.487,20.348,22.479,24.93,27.382,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.8,-0.3833,18.5262,0.09421,,,12.887,14.166,15.445,16.889,18.526,20.392,22.528,24.986,27.445,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,109.9,-0.3833,18.5652,0.09424,,,12.913,14.195,15.476,16.924,18.565,20.435,22.577,25.041,27.506,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110,-0.3833,18.6043,0.09428,,,12.938,14.223,15.508,16.959,18.604,20.479,22.626,25.098,27.569,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.1,-0.3833,18.6436,0.09432,,,12.964,14.251,15.539,16.994,18.644,20.523,22.676,25.154,27.632,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.2,-0.3833,18.6829,0.09436,,,12.989,14.28,15.571,17.029,18.683,20.568,22.726,25.21,27.695,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.3,-0.3833,18.7223,0.0944,,,13.015,14.309,15.603,17.064,18.722,20.612,22.776,25.267,27.758,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.4,-0.3833,18.7618,0.09444,,,13.04,14.337,15.634,17.1,18.762,20.656,22.826,25.324,27.822,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.5,-0.3833,18.8015,0.09448,,,13.066,14.366,15.666,17.135,18.802,20.701,22.876,25.381,27.885,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.6,-0.3833,18.8412,0.09452,,,13.091,14.395,15.698,17.171,18.841,20.745,22.926,25.438,27.949,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.7,-0.3833,18.8809,0.09456,,,13.117,14.424,15.73,17.206,18.881,20.79,22.977,25.495,28.013,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.8,-0.3833,18.9208,0.0946,,,13.143,14.452,15.762,17.242,18.921,20.835,23.027,25.552,28.077,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,110.9,-0.3833,18.9608,0.09464,,,13.169,14.481,15.794,17.278,18.961,20.88,23.078,25.61,28.141,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111,-0.3833,19.0009,0.09467,,,13.195,14.511,15.827,17.314,19.001,20.924,23.128,25.666,28.204,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.1,-0.3833,19.041,0.09471,,,13.221,14.54,15.859,17.349,19.041,20.969,23.179,25.724,28.269,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.2,-0.3833,19.0812,0.09475,,,13.247,14.569,15.891,17.385,19.081,21.015,23.23,25.782,28.333,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.3,-0.3833,19.1215,0.09479,,,13.273,14.598,15.924,17.421,19.122,21.06,23.281,25.84,28.398,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.4,-0.3833,19.1619,0.09483,,,13.299,14.627,15.956,17.458,19.162,21.105,23.332,25.898,28.463,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.5,-0.3833,19.2024,0.09487,,,13.325,14.657,15.989,17.494,19.202,21.151,23.383,25.956,28.528,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.6,-0.3833,19.243,0.09491,,,13.351,14.686,16.021,17.53,19.243,21.196,23.435,26.014,28.594,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.7,-0.3833,19.2836,0.09495,,,13.377,14.716,16.054,17.566,19.284,21.242,23.486,26.073,28.659,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.8,-0.3833,19.3243,0.09499,,,13.404,14.745,16.087,17.603,19.324,21.288,23.538,26.131,28.725,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,111.9,-0.3833,19.3651,0.09503,,,13.43,14.775,16.119,17.639,19.365,21.333,23.59,26.19,28.79,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112,-0.3833,19.406,0.09507,,,13.456,14.804,16.152,17.676,19.406,21.379,23.642,26.249,28.856,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.1,-0.3833,19.447,0.09511,,,13.483,14.834,16.185,17.713,19.447,21.425,23.694,26.308,28.922,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.2,-0.3833,19.488,0.09515,,,13.509,14.864,16.218,17.749,19.488,21.472,23.746,26.367,28.988,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.3,-0.3833,19.5291,0.09519,,,13.536,14.893,16.251,17.786,19.529,21.518,23.798,26.426,29.054,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.4,-0.3833,19.5703,0.09523,,,13.562,14.923,16.284,17.823,19.57,21.564,23.85,26.485,29.121,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.5,-0.3833,19.6116,0.09527,,,13.589,14.953,16.317,17.86,19.612,21.61,23.902,26.545,29.187,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.6,-0.3833,19.6529,0.09531,,,13.615,14.983,16.35,17.897,19.653,21.657,23.955,26.604,29.254,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.7,-0.3833,19.6943,0.09534,,,13.643,15.013,16.384,17.934,19.694,21.703,24.007,26.663,29.319,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.8,-0.3833,19.7358,0.09538,,,13.669,15.043,16.417,17.971,19.736,21.75,24.059,26.723,29.386,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,112.9,-0.3833,19.7774,0.09542,,,13.696,15.073,16.451,18.008,19.777,21.796,24.112,26.783,29.453,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113,-0.3833,19.819,0.09546,,,13.723,15.103,16.484,18.045,19.819,21.843,24.165,26.843,29.52,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.1,-0.3833,19.8607,0.0955,,,13.75,15.133,16.517,18.083,19.861,21.89,24.218,26.903,29.588,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.2,-0.3833,19.9024,0.09554,,,13.776,15.164,16.551,18.12,19.902,21.937,24.271,26.963,29.655,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.3,-0.3833,19.9442,0.09558,,,13.803,15.194,16.584,18.157,19.944,21.984,24.324,27.023,29.722,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.4,-0.3833,19.9861,0.09562,,,13.83,15.224,16.618,18.195,19.986,22.031,24.377,27.084,29.79,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.5,-0.3833,20.028,0.09566,,,13.857,15.254,16.652,18.232,20.028,22.078,24.43,27.144,29.858,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.6,-0.3833,20.07,0.0957,,,13.884,15.285,16.685,18.27,20.07,22.125,24.484,27.205,29.925,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.7,-0.3833,20.112,0.09574,,,13.911,15.315,16.719,18.307,20.112,22.173,24.537,27.265,29.993,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.8,-0.3833,20.1541,0.09578,,,13.938,15.345,16.753,18.345,20.154,22.22,24.591,27.326,30.061,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,113.9,-0.3833,20.1963,0.09582,,,13.965,15.376,16.786,18.382,20.196,22.267,24.644,27.387,30.13,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114,-0.3833,20.2385,0.09586,,,13.992,15.406,16.82,18.42,20.238,22.315,24.698,27.448,30.198,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.1,-0.3833,20.2807,0.0959,,,14.02,15.437,16.854,18.458,20.281,22.362,24.751,27.509,30.266,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.2,-0.3833,20.323,0.09594,,,14.047,15.467,16.888,18.496,20.323,22.41,24.805,27.57,30.334,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.3,-0.3833,20.3653,0.09598,,,14.074,15.498,16.922,18.533,20.365,22.457,24.859,27.631,30.403,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.4,-0.3833,20.4077,0.09602,,,14.101,15.528,16.956,18.571,20.408,22.505,24.913,27.692,30.472,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.5,-0.3833,20.4502,0.09606,,,14.128,15.559,16.99,18.609,20.45,22.553,24.967,27.754,30.54,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.6,-0.3833,20.4926,0.0961,,,14.156,15.59,17.024,18.647,20.493,22.601,25.021,27.815,30.609,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.7,-0.3833,20.5351,0.09614,,,14.183,15.62,17.058,18.685,20.535,22.648,25.075,27.876,30.678,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.8,-0.3833,20.5777,0.09618,,,14.21,15.651,17.092,18.723,20.578,22.696,25.129,27.938,30.747,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,114.9,-0.3833,20.6203,0.09622,,,14.237,15.682,17.126,18.761,20.62,22.744,25.183,28,30.816,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115,-0.3833,20.6629,0.09626,,,14.265,15.712,17.16,18.799,20.663,22.792,25.238,28.061,30.885,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.1,-0.3833,20.7056,0.0963,,,14.292,15.743,17.194,18.837,20.706,22.84,25.292,28.123,30.954,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.2,-0.3833,20.7483,0.09634,,,14.319,15.774,17.229,18.875,20.748,22.888,25.346,28.185,31.023,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.3,-0.3833,20.791,0.09638,,,14.347,15.805,17.263,18.914,20.791,22.936,25.401,28.247,31.093,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.4,-0.3833,20.8338,0.09642,,,14.374,15.836,17.297,18.952,20.834,22.985,25.455,28.309,31.162,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.5,-0.3833,20.8766,0.09646,,,14.402,15.866,17.331,18.99,20.877,23.033,25.51,28.371,31.232,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.6,-0.3833,20.9194,0.0965,,,14.429,15.897,17.365,19.028,20.919,23.081,25.564,28.433,31.301,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.7,-0.3833,20.9622,0.09654,,,14.456,15.928,17.4,19.066,20.962,23.129,25.619,28.495,31.371,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.8,-0.3833,21.0051,0.09658,,,14.484,15.959,17.434,19.105,21.005,23.177,25.673,28.557,31.44,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,115.9,-0.3833,21.048,0.09662,,,14.511,15.99,17.468,19.143,21.048,23.226,25.728,28.619,31.51,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116,-0.3833,21.0909,0.09666,,,14.539,16.021,17.503,19.181,21.091,23.274,25.783,28.681,31.58,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.1,-0.3833,21.1339,0.0967,,,14.566,16.052,17.537,19.22,21.134,23.322,25.837,28.744,31.65,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.2,-0.3833,21.1769,0.09674,,,14.594,16.082,17.571,19.258,21.177,23.371,25.892,28.806,31.72,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.3,-0.3833,21.2199,0.09678,,,14.621,16.113,17.606,19.296,21.22,23.419,25.947,28.868,31.79,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.4,-0.3833,21.2629,0.09682,,,14.648,16.144,17.64,19.335,21.263,23.468,26.002,28.931,31.86,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.5,-0.3833,21.3059,0.09686,,,14.676,16.175,17.674,19.373,21.306,23.516,26.057,28.993,31.93,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.6,-0.3833,21.3489,0.09691,,,14.703,16.206,17.708,19.411,21.349,23.565,26.112,29.057,32.001,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.7,-0.3833,21.392,0.09695,,,14.73,16.237,17.743,19.45,21.392,23.613,26.167,29.119,32.071,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.8,-0.3833,21.4351,0.09699,,,14.758,16.268,17.777,19.488,21.435,23.662,26.222,29.182,32.141,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,116.9,-0.3833,21.4782,0.09703,,,14.785,16.298,17.812,19.526,21.478,23.711,26.277,29.244,32.212,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117,-0.3833,21.5213,0.09707,,,14.813,16.329,17.846,19.565,21.521,23.759,26.332,29.307,32.282,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.1,-0.3833,21.5644,0.09711,,,14.84,16.36,17.881,19.603,21.564,23.808,26.387,29.37,32.352,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.2,-0.3833,21.6075,0.09715,,,14.868,16.391,17.915,19.642,21.608,23.856,26.442,29.432,32.423,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.3,-0.3833,21.6507,0.09719,,,14.895,16.422,17.949,19.68,21.651,23.905,26.497,29.495,32.493,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.4,-0.3833,21.6938,0.09723,,,14.923,16.453,17.984,19.719,21.694,23.954,26.552,29.558,32.563,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.5,-0.3833,21.737,0.09727,,,14.95,16.484,18.018,19.757,21.737,24.002,26.607,29.621,32.634,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.6,-0.3833,21.7802,0.09731,,,14.978,16.515,18.053,19.796,21.78,24.051,26.663,29.684,32.705,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.7,-0.3833,21.8233,0.09735,,,15.005,16.546,18.087,19.834,21.823,24.099,26.718,29.746,32.775,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.8,-0.3833,21.8665,0.09739,,,15.032,16.577,18.122,19.873,21.866,24.148,26.773,29.809,32.846,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,117.9,-0.3833,21.9097,0.09743,,,15.06,16.608,18.156,19.911,21.91,24.197,26.828,29.872,32.916,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118,-0.3833,21.9529,0.09747,,,15.087,16.639,18.19,19.95,21.953,24.246,26.883,29.935,32.987,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.1,-0.3833,21.9961,0.09751,,,15.115,16.67,18.225,19.988,21.996,24.294,26.939,29.998,33.058,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.2,-0.3833,22.0393,0.09755,,,15.142,16.701,18.259,20.027,22.039,24.343,26.994,30.061,33.128,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.3,-0.3833,22.0825,0.09759,,,15.17,16.732,18.294,20.065,22.082,24.392,27.049,30.124,33.199,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.4,-0.3833,22.1258,0.09763,,,15.197,16.763,18.328,20.104,22.126,24.441,27.104,30.187,33.27,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.5,-0.3833,22.169,0.09767,,,15.225,16.794,18.363,20.142,22.169,24.489,27.16,30.25,33.341,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.6,-0.3833,22.2122,0.09771,,,15.252,16.825,18.397,20.181,22.212,24.538,27.215,30.313,33.412,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.7,-0.3833,22.2554,0.09775,,,15.279,16.855,18.432,20.219,22.255,24.587,27.27,30.376,33.482,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.8,-0.3833,22.2986,0.0978,,,15.306,16.886,18.466,20.257,22.299,24.636,27.326,30.44,33.555,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,118.9,-0.3833,22.3419,0.09784,,,15.334,16.917,18.5,20.296,22.342,24.685,27.382,30.504,33.626,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119,-0.3833,22.3851,0.09788,,,15.361,16.948,18.534,20.334,22.385,24.734,27.437,30.567,33.697,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.1,-0.3833,22.4283,0.09792,,,15.388,16.979,18.569,20.373,22.428,24.782,27.492,30.63,33.768,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.2,-0.3833,22.4715,0.09796,,,15.416,17.01,18.603,20.411,22.472,24.831,27.548,30.693,33.839,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.3,-0.3833,22.5148,0.098,,,15.443,17.04,18.638,20.45,22.515,24.88,27.603,30.756,33.91,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.4,-0.3833,22.558,0.09804,,,15.471,17.071,18.672,20.488,22.558,24.929,27.658,30.82,33.981,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.5,-0.3833,22.6012,0.09808,,,15.498,17.102,18.706,20.527,22.601,24.977,27.714,30.883,34.052,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.6,-0.3833,22.6444,0.09812,,,15.525,17.133,18.741,20.565,22.644,25.026,27.769,30.946,34.123,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.7,-0.3833,22.6877,0.09816,,,15.553,17.164,18.775,20.604,22.688,25.075,27.825,31.009,34.194,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.8,-0.3833,22.7309,0.0982,,,15.58,17.195,18.81,20.642,22.731,25.124,27.88,31.073,34.265,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,119.9,-0.3833,22.7741,0.09824,,,15.607,17.226,18.844,20.68,22.774,25.173,27.935,31.136,34.336,wfh-girls-zscore-expanded-tables.xlsx
WFH,F,,,120,-0.3833,22.8173,0.09828,,,15.634,17.256,18.878,20.719,22.817,25.222,27.991,31.199,34.407,wfh-girls-zscore-expanded-tables.xlsx
LHFA,M,,0,,1,49.8842,0.03795,,,42.312,44.205,46.098,47.991,49.884,51.777,53.67,55.564,57.457,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1,,1,50.0601,0.03785,,,42.481,44.376,46.271,48.165,50.06,51.955,53.85,55.744,57.639,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,2,,1,50.2359,0.03775,,,42.65,44.547,46.443,48.339,50.236,52.132,54.029,55.925,57.822,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,3,,1,50.4118,0.03764,,,42.822,44.719,46.617,48.514,50.412,52.309,54.207,56.104,58.002,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,4,,1,50.5876,0.03754,,,42.991,44.89,46.789,48.689,50.588,52.487,54.386,56.285,58.184,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,5,,1,50.7635,0.03744,,,43.161,45.062,46.962,48.863,50.764,52.664,54.565,56.465,58.366,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,6,,1,50.9393,0.03734,,,43.331,45.233,47.135,49.037,50.939,52.841,54.743,56.646,58.548,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,7,,1,51.1152,0.03723,,,43.503,45.406,47.309,49.212,51.115,53.018,54.921,56.824,58.727,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,8,,1,51.291,0.03713,,,43.673,45.578,47.482,49.387,51.291,53.195,55.1,57.004,58.909,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,9,,1,51.4669,0.03703,,,43.844,45.749,47.655,49.561,51.467,53.373,55.279,57.184,59.09,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,10,,1,51.6427,0.03693,,,44.014,45.921,47.828,49.736,51.643,53.55,55.457,57.364,59.271,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,11,,1,51.8186,0.03682,,,44.187,46.095,48.003,49.911,51.819,53.727,55.635,57.542,59.45,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,12,,1,51.9944,0.03672,,,44.357,46.267,48.176,50.085,51.994,53.904,55.813,57.722,59.631,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,13,,1,52.1702,0.03662,,,44.528,46.439,48.349,50.26,52.17,54.081,55.991,57.902,59.812,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,14,,1,52.3461,0.03652,,,44.699,46.611,48.523,50.434,52.346,54.258,56.169,58.081,59.993,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,15,,1,52.4978,0.03645,,,44.844,46.757,48.671,50.584,52.498,54.411,56.325,58.238,60.152,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,16,,1,52.6488,0.03639,,,44.985,46.901,48.817,50.733,52.649,54.565,56.481,58.396,60.312,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,17,,1,52.799,0.03633,,,45.126,47.044,48.963,50.881,52.799,54.717,56.635,58.554,60.472,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,18,,1,52.9483,0.03627,,,45.267,47.187,49.107,51.028,52.948,54.869,56.789,58.71,60.63,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,19,,1,53.0967,0.03621,,,45.406,47.329,49.251,51.174,53.097,55.019,56.942,58.865,60.787,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,20,,1,53.2441,0.03615,,,45.545,47.47,49.395,51.319,53.244,55.169,57.094,59.018,60.943,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,21,,1,53.3905,0.03609,,,45.683,47.61,49.537,51.464,53.39,55.317,57.244,59.171,61.098,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,22,,1,53.536,0.03603,,,45.82,47.749,49.678,51.607,53.536,55.465,57.394,59.323,61.252,lhfa-boys-zscore-expanded-tables (1).xlsx
