ref_code,sexo,edad_meses,edad_dias,medida_cm,l,m,s,stdev,sd5neg,sd4neg,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3,sd4,source_file
LHFA,M,,1623,,1,106.2922,0.0413,,,88.733,93.123,97.512,101.902,106.292,110.682,115.072,119.462,123.852,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1624,,1,106.3104,0.04131,,,88.744,93.135,97.527,101.919,106.31,110.702,115.094,119.485,123.877,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1625,,1,106.3285,0.04131,,,88.759,93.151,97.544,101.936,106.328,110.721,115.113,119.506,123.898,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1626,,1,106.3467,0.04132,,,88.77,93.164,97.558,101.952,106.347,110.741,115.135,119.529,123.924,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1627,,1,106.3649,0.04132,,,88.785,93.18,97.575,101.97,106.365,110.76,115.155,119.55,123.945,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1628,,1,106.3831,0.04132,,,88.8,93.196,97.592,101.987,106.383,110.779,115.175,119.57,123.966,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1629,,1,106.4012,0.04133,,,88.811,93.209,97.606,102.004,106.401,110.799,115.196,119.594,123.991,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1630,,1,106.4194,0.04133,,,88.826,93.224,97.623,102.021,106.419,110.818,115.216,119.614,124.013,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1631,,1,106.4376,0.04134,,,88.837,93.237,97.637,102.037,106.438,110.838,115.238,119.638,124.038,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1632,,1,106.4557,0.04134,,,88.852,93.253,97.654,102.055,106.456,110.857,115.257,119.658,124.059,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1633,,1,106.4739,0.04135,,,88.863,93.266,97.669,102.071,106.474,110.877,115.279,119.682,124.085,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1634,,1,106.4921,0.04135,,,88.878,93.282,97.685,102.089,106.492,110.896,115.299,119.702,124.106,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1635,,1,106.5102,0.04135,,,88.893,93.298,97.702,102.106,106.51,110.914,115.319,119.723,124.127,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1636,,1,106.5284,0.04136,,,88.904,93.31,97.716,102.122,106.528,110.934,115.34,119.746,124.152,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1637,,1,106.5465,0.04136,,,88.919,93.326,97.733,102.14,106.546,110.953,115.36,119.767,124.174,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1638,,1,106.5647,0.04137,,,88.93,93.339,97.748,102.156,106.565,110.973,115.382,119.79,124.199,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1639,,1,106.5829,0.04137,,,88.946,93.355,97.764,102.174,106.583,110.992,115.402,119.811,124.22,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1640,,1,106.601,0.04138,,,88.956,93.368,97.779,102.19,106.601,111.012,115.423,119.834,124.246,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1641,,1,106.6192,0.04138,,,88.972,93.383,97.795,102.207,106.619,111.031,115.443,119.855,124.267,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1642,,1,106.6373,0.04138,,,88.987,93.399,97.812,102.225,106.637,111.05,115.463,119.875,124.288,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1643,,1,106.6555,0.04139,,,88.998,93.412,97.827,102.241,106.656,111.07,115.484,119.899,124.313,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1644,,1,106.6736,0.04139,,,89.013,93.428,97.843,102.258,106.674,111.089,115.504,119.919,124.334,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1645,,1,106.6918,0.0414,,,89.024,93.441,97.858,102.275,106.692,111.109,115.526,119.943,124.36,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1646,,1,106.7099,0.0414,,,89.039,93.457,97.874,102.292,106.71,111.128,115.545,119.963,124.381,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1647,,1,106.7281,0.04141,,,89.05,93.469,97.889,102.308,106.728,111.148,115.567,119.987,124.407,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1648,,1,106.7462,0.04141,,,89.065,93.485,97.905,102.326,106.746,111.167,115.587,120.007,124.428,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1649,,1,106.7644,0.04141,,,89.08,93.501,97.922,102.343,106.764,111.186,115.607,120.028,124.449,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1650,,1,106.7825,0.04142,,,89.091,93.514,97.937,102.36,106.782,111.205,115.628,120.051,124.474,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1651,,1,106.8006,0.04142,,,89.106,93.53,97.953,102.377,106.801,111.224,115.648,120.072,124.495,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1652,,1,106.8188,0.04143,,,89.117,93.542,97.968,102.393,106.819,111.244,115.67,120.095,124.521,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1653,,1,106.8369,0.04143,,,89.132,93.558,97.984,102.411,106.837,111.263,115.689,120.116,124.542,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1654,,1,106.8551,0.04144,,,89.143,93.571,97.999,102.427,106.855,111.283,115.711,120.139,124.567,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1655,,1,106.8732,0.04144,,,89.158,93.587,98.016,102.444,106.873,111.302,115.731,120.16,124.589,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1656,,1,106.8913,0.04144,,,89.173,93.603,98.032,102.462,106.891,111.321,115.75,120.18,124.61,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1657,,1,106.9095,0.04145,,,89.184,93.615,98.047,102.478,106.91,111.341,115.772,120.204,124.635,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1658,,1,106.9276,0.04145,,,89.199,93.631,98.063,102.495,106.928,111.36,115.792,120.224,124.656,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1659,,1,106.9457,0.04146,,,89.21,93.644,98.078,102.512,106.946,111.38,115.814,120.248,124.682,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1660,,1,106.9639,0.04146,,,89.225,93.66,98.094,102.529,106.964,111.399,115.833,120.268,124.703,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1661,,1,106.982,0.04147,,,89.236,93.672,98.109,102.545,106.982,111.419,115.855,120.292,124.728,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1662,,1,107.0001,0.04147,,,89.251,93.688,98.126,102.563,107,111.437,115.875,120.312,124.749,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1663,,1,107.0183,0.04147,,,89.266,93.704,98.142,102.58,107.018,111.456,115.894,120.332,124.77,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1664,,1,107.0364,0.04148,,,89.277,93.717,98.157,102.597,107.036,111.476,115.916,120.356,124.796,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1665,,1,107.0545,0.04148,,,89.292,93.733,98.173,102.614,107.054,111.495,115.936,120.376,124.817,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1666,,1,107.0727,0.04149,,,89.303,93.745,98.188,102.63,107.073,111.515,115.958,120.4,124.842,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1667,,1,107.0908,0.04149,,,89.318,93.761,98.204,102.648,107.091,111.534,115.977,120.42,124.864,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1668,,1,107.1089,0.04149,,,89.333,93.777,98.221,102.665,107.109,111.553,115.997,120.441,124.885,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1669,,1,107.127,0.0415,,,89.344,93.79,98.235,102.681,107.127,111.573,116.019,120.464,124.91,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1670,,1,107.1452,0.0415,,,89.359,93.806,98.252,102.699,107.145,111.592,116.038,120.485,124.931,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1671,,1,107.1633,0.04151,,,89.37,93.818,98.267,102.715,107.163,111.612,116.06,120.508,124.957,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1672,,1,107.1814,0.04151,,,89.385,93.834,98.283,102.732,107.181,111.63,116.08,120.529,124.978,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1673,,1,107.1995,0.04152,,,89.396,93.847,98.298,102.749,107.2,111.65,116.101,120.552,125.003,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1674,,1,107.2176,0.04152,,,89.411,93.863,98.314,102.766,107.218,111.669,116.121,120.573,125.024,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1675,,1,107.2358,0.04152,,,89.426,93.879,98.331,102.783,107.236,111.688,116.141,120.593,125.046,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1676,,1,107.2539,0.04153,,,89.437,93.891,98.345,102.8,107.254,111.708,116.162,120.617,125.071,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1677,,1,107.272,0.04153,,,89.452,93.907,98.362,102.817,107.272,111.727,116.182,120.637,125.092,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1678,,1,107.2901,0.04154,,,89.463,93.92,98.376,102.833,107.29,111.747,116.204,120.661,125.117,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1679,,1,107.3082,0.04154,,,89.478,93.935,98.393,102.851,107.308,111.766,116.223,120.681,125.139,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1680,,1,107.3263,0.04154,,,89.493,93.951,98.41,102.868,107.326,111.785,116.243,120.701,125.16,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1681,,1,107.3444,0.04155,,,89.504,93.964,98.424,102.884,107.344,111.805,116.265,120.725,125.185,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1682,,1,107.3625,0.04155,,,89.519,93.98,98.441,102.902,107.362,111.823,116.284,120.745,125.206,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1683,,1,107.3806,0.04156,,,89.53,93.992,98.455,102.918,107.381,111.843,116.306,120.769,125.232,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1684,,1,107.3988,0.04156,,,89.545,94.008,98.472,102.935,107.399,111.862,116.326,120.789,125.253,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1685,,1,107.4169,0.04157,,,89.556,94.021,98.486,102.952,107.417,111.882,116.348,120.813,125.278,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1686,,1,107.435,0.04157,,,89.571,94.037,98.503,102.969,107.435,111.901,116.367,120.833,125.299,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1687,,1,107.4531,0.04157,,,89.586,94.053,98.519,102.986,107.453,111.92,116.387,120.854,125.32,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1688,,1,107.4712,0.04158,,,89.597,94.065,98.534,103.003,107.471,111.94,116.409,120.877,125.346,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1689,,1,107.4893,0.04158,,,89.612,94.081,98.55,103.02,107.489,111.959,116.428,120.898,125.367,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1690,,1,107.5074,0.04159,,,89.622,94.094,98.565,103.036,107.507,111.979,116.45,120.921,125.392,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1691,,1,107.5255,0.04159,,,89.638,94.11,98.582,103.054,107.526,111.997,116.469,120.941,125.413,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1692,,1,107.5436,0.0416,,,89.648,94.122,98.596,103.07,107.544,112.017,116.491,120.965,125.439,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1693,,1,107.5617,0.0416,,,89.663,94.138,98.613,103.087,107.562,112.036,116.511,120.985,125.46,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1694,,1,107.5798,0.0416,,,89.679,94.154,98.629,103.104,107.58,112.055,116.53,121.006,125.481,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1695,,1,107.5979,0.04161,,,89.689,94.166,98.644,103.121,107.598,112.075,116.552,121.029,125.506,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1696,,1,107.616,0.04161,,,89.704,94.182,98.66,103.138,107.616,112.094,116.572,121.05,125.528,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1697,,1,107.6341,0.04162,,,89.715,94.195,98.675,103.154,107.634,112.114,116.594,121.073,125.553,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1698,,1,107.6522,0.04162,,,89.73,94.211,98.691,103.172,107.652,112.133,116.613,121.094,125.574,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1699,,1,107.6702,0.04162,,,89.745,94.226,98.708,103.189,107.67,112.151,116.633,121.114,125.595,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1700,,1,107.6883,0.04163,,,89.756,94.239,98.722,103.205,107.688,112.171,116.654,121.137,125.621,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1701,,1,107.7064,0.04163,,,89.771,94.255,98.739,103.223,107.706,112.19,116.674,121.158,125.642,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1702,,1,107.7245,0.04164,,,89.782,94.268,98.753,103.239,107.724,112.21,116.696,121.181,125.667,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1703,,1,107.7426,0.04164,,,89.797,94.283,98.77,103.256,107.743,112.229,116.715,121.202,125.688,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1704,,1,107.7607,0.04165,,,89.808,94.296,98.784,103.272,107.761,112.249,116.737,121.225,125.714,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1705,,1,107.7788,0.04165,,,89.823,94.312,98.801,103.29,107.779,112.268,116.757,121.246,125.735,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1706,,1,107.7969,0.04165,,,89.838,94.328,98.817,103.307,107.797,112.287,116.776,121.266,125.756,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1707,,1,107.8149,0.04166,,,89.849,94.34,98.832,103.323,107.815,112.306,116.798,121.29,125.781,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1708,,1,107.833,0.04166,,,89.864,94.356,98.848,103.341,107.833,112.325,116.818,121.31,125.802,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1709,,1,107.8511,0.04167,,,89.874,94.369,98.863,103.357,107.851,112.345,116.839,121.334,125.828,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1710,,1,107.8692,0.04167,,,89.89,94.384,98.879,103.374,107.869,112.364,116.859,121.354,125.849,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1711,,1,107.8873,0.04167,,,89.905,94.4,98.896,103.392,107.887,112.383,116.879,121.374,125.87,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1712,,1,107.9053,0.04168,,,89.915,94.413,98.91,103.408,107.905,112.403,116.9,121.398,125.895,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1713,,1,107.9234,0.04168,,,89.93,94.429,98.927,103.425,107.923,112.422,116.92,121.418,125.916,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1714,,1,107.9415,0.04169,,,89.941,94.441,98.941,103.441,107.942,112.442,116.942,121.442,125.942,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1715,,1,107.9596,0.04169,,,89.956,94.457,98.958,103.459,107.96,112.46,116.961,121.462,125.963,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1716,,1,107.9777,0.04169,,,89.971,94.473,98.975,103.476,107.978,112.479,116.981,121.482,125.984,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1717,,1,107.9957,0.0417,,,89.982,94.485,98.989,103.492,107.996,112.499,117.003,121.506,126.009,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1718,,1,108.0138,0.0417,,,89.997,94.501,99.005,103.51,108.014,112.518,117.022,121.526,126.031,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1719,,1,108.0319,0.04171,,,90.008,94.514,99.02,103.526,108.032,112.538,117.044,121.55,126.056,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1720,,1,108.0499,0.04171,,,90.023,94.53,99.036,103.543,108.05,112.557,117.063,121.57,126.077,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1721,,1,108.068,0.04172,,,90.034,94.542,99.051,103.559,108.068,112.577,117.085,121.594,126.102,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1722,,1,108.0861,0.04172,,,90.049,94.558,99.067,103.577,108.086,112.595,117.105,121.614,126.124,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1723,,1,108.1041,0.04172,,,90.064,94.574,99.084,103.594,108.104,112.614,117.124,121.634,126.145,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1724,,1,108.1222,0.04173,,,90.074,94.586,99.098,103.61,108.122,112.634,117.146,121.658,126.17,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1725,,1,108.1403,0.04173,,,90.09,94.602,99.115,103.628,108.14,112.653,117.166,121.678,126.191,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1726,,1,108.1583,0.04174,,,90.1,94.615,99.129,103.644,108.158,112.673,117.187,121.702,126.216,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1727,,1,108.1764,0.04174,,,90.115,94.631,99.146,103.661,108.176,112.692,117.207,121.722,126.238,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1728,,1,108.1945,0.04174,,,90.13,94.646,99.162,103.678,108.194,112.711,117.227,121.743,126.259,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1729,,1,108.2125,0.04175,,,90.141,94.659,99.177,103.695,108.212,112.73,117.248,121.766,126.284,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1730,,1,108.2306,0.04175,,,90.156,94.675,99.193,103.712,108.231,112.749,117.268,121.786,126.305,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1731,,1,108.2487,0.04176,,,90.167,94.687,99.208,103.728,108.249,112.769,117.29,121.81,126.331,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1732,,1,108.2667,0.04176,,,90.182,94.703,99.224,103.745,108.267,112.788,117.309,121.83,126.352,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1733,,1,108.2848,0.04176,,,90.197,94.719,99.241,103.763,108.285,112.807,117.329,121.851,126.373,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1734,,1,108.3028,0.04177,,,90.208,94.731,99.255,103.779,108.303,112.827,117.35,121.874,126.398,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1735,,1,108.3209,0.04177,,,90.223,94.747,99.272,103.796,108.321,112.845,117.37,121.895,126.419,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1736,,1,108.3389,0.04178,,,90.233,94.76,99.286,103.813,108.339,112.865,117.392,121.918,126.444,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1737,,1,108.357,0.04178,,,90.248,94.776,99.303,103.83,108.357,112.884,117.411,121.938,126.466,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1738,,1,108.375,0.04179,,,90.259,94.788,99.317,103.846,108.375,112.904,117.433,121.962,126.491,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1739,,1,108.3931,0.04179,,,90.274,94.804,99.334,103.863,108.393,112.923,117.453,121.982,126.512,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1740,,1,108.4112,0.04179,,,90.289,94.82,99.35,103.881,108.411,112.942,117.472,122.003,126.533,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1741,,1,108.4292,0.0418,,,90.3,94.832,99.365,103.897,108.429,112.962,117.494,122.026,126.559,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1742,,1,108.4473,0.0418,,,90.315,94.848,99.381,103.914,108.447,112.98,117.513,122.047,126.58,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1743,,1,108.4653,0.04181,,,90.326,94.86,99.395,103.93,108.465,113,117.535,122.07,126.605,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1744,,1,108.4833,0.04181,,,90.341,94.876,99.412,103.948,108.483,113.019,117.555,122.09,126.626,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1745,,1,108.5014,0.04181,,,90.356,94.892,99.429,103.965,108.501,113.038,117.574,122.111,126.647,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1746,,1,108.5194,0.04182,,,90.366,94.905,99.443,103.981,108.519,113.058,117.596,122.134,126.673,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1747,,1,108.5375,0.04182,,,90.381,94.92,99.459,103.998,108.538,113.077,117.616,122.155,126.694,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1748,,1,108.5555,0.04183,,,90.392,94.933,99.474,104.015,108.556,113.096,117.637,122.178,126.719,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1749,,1,108.5736,0.04183,,,90.407,94.949,99.49,104.032,108.574,113.115,117.657,122.199,126.74,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1750,,1,108.5916,0.04183,,,90.422,94.964,99.507,104.049,108.592,113.134,117.676,122.219,126.761,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1751,,1,108.6097,0.04184,,,90.433,94.977,99.521,104.065,108.61,113.154,117.698,122.242,126.787,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1752,,1,108.6277,0.04184,,,90.448,94.993,99.538,104.083,108.628,113.173,117.718,122.263,126.808,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1753,,1,108.6457,0.04185,,,90.458,95.005,99.552,104.099,108.646,113.193,117.739,122.286,126.833,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1754,,1,108.6638,0.04185,,,90.473,95.021,99.569,104.116,108.664,113.211,117.759,122.307,126.854,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1755,,1,108.6818,0.04185,,,90.488,95.037,99.585,104.133,108.682,113.23,117.778,122.327,126.875,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1756,,1,108.6998,0.04186,,,90.499,95.049,99.599,104.15,108.7,113.25,117.8,122.35,126.9,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1757,,1,108.7179,0.04186,,,90.514,95.065,99.616,104.167,108.718,113.269,117.82,122.371,126.922,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1758,,1,108.7359,0.04187,,,90.525,95.078,99.63,104.183,108.736,113.289,117.841,122.394,126.947,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1759,,1,108.7539,0.04187,,,90.54,95.093,99.647,104.2,108.754,113.307,117.861,122.414,126.968,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1760,,1,108.772,0.04188,,,90.551,95.106,99.661,104.217,108.772,113.327,117.883,122.438,126.993,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1761,,1,108.79,0.04188,,,90.565,95.122,99.678,104.234,108.79,113.346,117.902,122.458,127.015,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1762,,1,108.808,0.04188,,,90.58,95.137,99.694,104.251,108.808,113.365,117.922,122.479,127.036,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1763,,1,108.8261,0.04189,,,90.591,95.15,99.709,104.267,108.826,113.385,117.944,122.502,127.061,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1764,,1,108.8441,0.04189,,,90.606,95.166,99.725,104.285,108.844,113.404,117.963,122.523,127.082,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1765,,1,108.8621,0.0419,,,90.617,95.178,99.739,104.301,108.862,113.423,117.985,122.546,127.107,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1766,,1,108.8801,0.0419,,,90.632,95.194,99.756,104.318,108.88,113.442,118.004,122.566,127.128,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1767,,1,108.8982,0.0419,,,90.647,95.21,99.773,104.335,108.898,113.461,118.024,122.587,127.15,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1768,,1,108.9162,0.04191,,,90.657,95.222,99.787,104.352,108.916,113.481,118.046,122.61,127.175,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1769,,1,108.9342,0.04191,,,90.672,95.238,99.803,104.369,108.934,113.5,118.065,122.63,127.196,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1770,,1,108.9522,0.04192,,,90.683,95.25,99.818,104.385,108.952,113.519,118.087,122.654,127.221,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1771,,1,108.9702,0.04192,,,90.698,95.266,99.834,104.402,108.97,113.538,118.106,122.674,127.242,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1772,,1,108.9883,0.04192,,,90.713,95.282,99.851,104.42,108.988,113.557,118.126,122.695,127.263,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1773,,1,109.0063,0.04193,,,90.724,95.294,99.865,104.436,109.006,113.577,118.148,122.718,127.289,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1774,,1,109.0243,0.04193,,,90.739,95.31,99.882,104.453,109.024,113.596,118.167,122.738,127.31,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1775,,1,109.0423,0.04194,,,90.749,95.323,99.896,104.469,109.042,113.616,118.189,122.762,127.335,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1776,,1,109.0603,0.04194,,,90.764,95.338,99.912,104.486,109.06,113.634,118.208,122.782,127.356,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1777,,1,109.0783,0.04194,,,90.779,95.354,99.929,104.504,109.078,113.653,118.228,122.803,127.377,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1778,,1,109.0963,0.04195,,,90.79,95.367,99.943,104.52,109.096,113.673,118.249,122.826,127.403,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1779,,1,109.1144,0.04195,,,90.805,95.382,99.96,104.537,109.114,113.692,118.269,122.846,127.424,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1780,,1,109.1324,0.04196,,,90.816,95.395,99.974,104.553,109.132,113.712,118.291,122.87,127.449,lhfa-boys-zscore-expanded-tables (1).xlsx
