id,id_usuario_tutor,id_paciente,id_parentesco,es_principal,activo,created_at
1,11da6638-0fc0-464f-9ba2-2e1baf434c84,ab18bc57-209a-4279-b6f5-00626f65b2b6,2,t,t,2026-04-09 07:27:49.787706
2,11da6638-0fc0-464f-9ba2-2e1baf434c84,985fef45-1dfd-4d5d-85bf-47ea3f76ed5d,2,t,t,2026-04-09 07:32:45.263775
