id,punto_id,sd5neg,sd4neg,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3,sd4,fuente_archivo
2328,2328,,11.437000,12.466000,13.494000,14.651000,15.957000,17.439000,19.129000,21.068000,23.007000,bfa-girls-zscore-expanded-tables.xlsx
2329,2329,,11.435000,12.464000,13.492000,14.648000,15.954000,17.435000,19.125000,21.064000,23.002000,bfa-girls-zscore-expanded-tables.xlsx
2330,2330,,11.434000,12.462000,13.489000,14.645000,15.950000,17.432000,19.121000,21.059000,22.997000,bfa-girls-zscore-expanded-tables.xlsx
2331,2331,,11.432000,12.459000,13.487000,14.642000,15.947000,17.428000,19.117000,21.055000,22.993000,bfa-girls-zscore-expanded-tables.xlsx
2332,2332,,11.430000,12.457000,13.484000,14.639000,15.944000,17.424000,19.113000,21.051000,22.989000,bfa-girls-zscore-expanded-tables.xlsx
2333,2333,,11.429000,12.455000,13.482000,14.636000,15.940000,17.421000,19.109000,21.046000,22.984000,bfa-girls-zscore-expanded-tables.xlsx
2334,2334,,11.427000,12.453000,13.480000,14.634000,15.937000,17.417000,19.105000,21.042000,22.979000,bfa-girls-zscore-expanded-tables.xlsx
2335,2335,,11.425000,12.451000,13.477000,14.631000,15.934000,17.413000,19.101000,21.038000,22.975000,bfa-girls-zscore-expanded-tables.xlsx
2336,2336,,11.424000,12.449000,13.475000,14.628000,15.931000,17.410000,19.097000,21.034000,22.971000,bfa-girls-zscore-expanded-tables.xlsx
2337,2337,,11.422000,12.447000,13.472000,14.625000,15.927000,17.406000,19.093000,21.029000,22.966000,bfa-girls-zscore-expanded-tables.xlsx
2338,2338,,11.420000,12.445000,13.470000,14.622000,15.924000,17.402000,19.089000,21.025000,22.961000,bfa-girls-zscore-expanded-tables.xlsx
2339,2339,,11.419000,12.443000,13.467000,14.619000,15.921000,17.399000,19.085000,21.021000,22.957000,bfa-girls-zscore-expanded-tables.xlsx
2340,2340,,11.417000,12.441000,13.465000,14.617000,15.918000,17.395000,19.081000,21.017000,22.953000,bfa-girls-zscore-expanded-tables.xlsx
2341,2341,,11.416000,12.439000,13.463000,14.614000,15.914000,17.391000,19.077000,21.013000,22.948000,bfa-girls-zscore-expanded-tables.xlsx
2342,2342,,11.414000,12.437000,13.460000,14.611000,15.911000,17.388000,19.073000,21.008000,22.943000,bfa-girls-zscore-expanded-tables.xlsx
2343,2343,,11.412000,12.435000,13.458000,14.608000,15.908000,17.384000,19.069000,21.004000,22.939000,bfa-girls-zscore-expanded-tables.xlsx
2344,2344,,11.411000,12.433000,13.455000,14.605000,15.905000,17.381000,19.066000,21.000000,22.935000,bfa-girls-zscore-expanded-tables.xlsx
2345,2345,,11.409000,12.431000,13.453000,14.603000,15.902000,17.377000,19.062000,20.996000,22.930000,bfa-girls-zscore-expanded-tables.xlsx
2346,2346,,11.408000,12.429000,13.451000,14.600000,15.898000,17.373000,19.057000,20.991000,22.925000,bfa-girls-zscore-expanded-tables.xlsx
2347,2347,,11.406000,12.427000,13.448000,14.597000,15.895000,17.370000,19.054000,20.988000,22.922000,bfa-girls-zscore-expanded-tables.xlsx
2348,2348,,11.404000,12.425000,13.446000,14.594000,15.892000,17.366000,19.050000,20.984000,22.917000,bfa-girls-zscore-expanded-tables.xlsx
2349,2349,,11.403000,12.423000,13.444000,14.592000,15.889000,17.363000,19.046000,20.979000,22.913000,bfa-girls-zscore-expanded-tables.xlsx
2350,2350,,11.401000,12.421000,13.441000,14.589000,15.886000,17.359000,19.042000,20.975000,22.908000,bfa-girls-zscore-expanded-tables.xlsx
2351,2351,,11.399000,12.419000,13.439000,14.586000,15.883000,17.356000,19.038000,20.971000,22.904000,bfa-girls-zscore-expanded-tables.xlsx
2352,2352,,11.398000,12.417000,13.436000,14.583000,15.880000,17.352000,19.035000,20.967000,22.900000,bfa-girls-zscore-expanded-tables.xlsx
2353,2353,,11.397000,12.415000,13.434000,14.581000,15.877000,17.349000,19.031000,20.963000,22.895000,bfa-girls-zscore-expanded-tables.xlsx
2354,2354,,11.395000,12.414000,13.432000,14.578000,15.874000,17.345000,19.027000,20.959000,22.891000,bfa-girls-zscore-expanded-tables.xlsx
2355,2355,,11.393000,12.411000,13.429000,14.575000,15.870000,17.342000,19.023000,20.955000,22.887000,bfa-girls-zscore-expanded-tables.xlsx
2356,2356,,11.392000,12.409000,13.427000,14.572000,15.867000,17.339000,19.019000,20.951000,22.883000,bfa-girls-zscore-expanded-tables.xlsx
2357,2357,,11.390000,12.408000,13.425000,14.570000,15.864000,17.335000,19.016000,20.947000,22.878000,bfa-girls-zscore-expanded-tables.xlsx
2358,2358,,11.389000,12.406000,13.423000,14.567000,15.861000,17.332000,19.012000,20.943000,22.874000,bfa-girls-zscore-expanded-tables.xlsx
2359,2359,,11.387000,12.404000,13.420000,14.565000,15.858000,17.328000,19.008000,20.939000,22.870000,bfa-girls-zscore-expanded-tables.xlsx
2360,2360,,11.386000,12.402000,13.418000,14.562000,15.855000,17.325000,19.004000,20.935000,22.866000,bfa-girls-zscore-expanded-tables.xlsx
2361,2361,,11.384000,12.400000,13.416000,14.559000,15.852000,17.321000,19.001000,20.931000,22.861000,bfa-girls-zscore-expanded-tables.xlsx
2362,2362,,11.383000,12.398000,13.414000,14.557000,15.849000,17.318000,18.997000,20.927000,22.858000,bfa-girls-zscore-expanded-tables.xlsx
2363,2363,,11.381000,12.396000,13.411000,14.554000,15.846000,17.315000,18.993000,20.923000,22.853000,bfa-girls-zscore-expanded-tables.xlsx
2364,2364,,11.380000,12.394000,13.409000,14.551000,15.843000,17.311000,18.990000,20.919000,22.849000,bfa-girls-zscore-expanded-tables.xlsx
2365,2365,,11.378000,12.393000,13.407000,14.549000,15.840000,17.308000,18.986000,20.915000,22.845000,bfa-girls-zscore-expanded-tables.xlsx
2366,2366,,11.377000,12.391000,13.405000,14.546000,15.837000,17.305000,18.983000,20.912000,22.841000,bfa-girls-zscore-expanded-tables.xlsx
2367,2367,,11.375000,12.389000,13.403000,14.544000,15.834000,17.301000,18.979000,20.908000,22.837000,bfa-girls-zscore-expanded-tables.xlsx
2368,2368,,11.374000,12.387000,13.400000,14.541000,15.831000,17.298000,18.975000,20.904000,22.833000,bfa-girls-zscore-expanded-tables.xlsx
2369,2369,,11.372000,12.385000,13.398000,14.538000,15.828000,17.295000,18.972000,20.900000,22.829000,bfa-girls-zscore-expanded-tables.xlsx
2370,2370,,11.371000,12.383000,13.396000,14.536000,15.825000,17.292000,18.968000,20.896000,22.825000,bfa-girls-zscore-expanded-tables.xlsx
2371,2371,,11.369000,12.382000,13.394000,14.533000,15.822000,17.288000,18.964000,20.892000,22.820000,bfa-girls-zscore-expanded-tables.xlsx
2372,2372,,11.368000,12.380000,13.392000,14.531000,15.820000,17.285000,18.960000,20.888000,22.816000,bfa-girls-zscore-expanded-tables.xlsx
2373,2373,,11.366000,12.378000,13.389000,14.528000,15.817000,17.282000,18.957000,20.885000,22.813000,bfa-girls-zscore-expanded-tables.xlsx
2374,2374,,11.365000,12.376000,13.387000,14.526000,15.814000,17.278000,18.954000,20.881000,22.808000,bfa-girls-zscore-expanded-tables.xlsx
2375,2375,,11.364000,12.374000,13.385000,14.523000,15.811000,17.275000,18.950000,20.877000,22.804000,bfa-girls-zscore-expanded-tables.xlsx
2376,2376,,11.362000,12.372000,13.383000,14.521000,15.808000,17.272000,18.947000,20.874000,22.801000,bfa-girls-zscore-expanded-tables.xlsx
2377,2377,,11.361000,12.371000,13.381000,14.518000,15.805000,17.269000,18.943000,20.870000,22.797000,bfa-girls-zscore-expanded-tables.xlsx
2378,2378,,11.359000,12.369000,13.379000,14.516000,15.802000,17.266000,18.939000,20.866000,22.792000,bfa-girls-zscore-expanded-tables.xlsx
2379,2379,,11.358000,12.367000,13.377000,14.513000,15.799000,17.262000,18.936000,20.862000,22.788000,bfa-girls-zscore-expanded-tables.xlsx
2380,2380,,11.356000,12.365000,13.374000,14.511000,15.796000,17.259000,18.933000,20.859000,22.785000,bfa-girls-zscore-expanded-tables.xlsx
2381,2381,,11.355000,12.364000,13.372000,14.508000,15.794000,17.256000,18.929000,20.855000,22.781000,bfa-girls-zscore-expanded-tables.xlsx
2382,2382,,11.354000,12.362000,13.370000,14.506000,15.791000,17.253000,18.925000,20.851000,22.777000,bfa-girls-zscore-expanded-tables.xlsx
2383,2383,,11.352000,12.360000,13.368000,14.503000,15.788000,17.250000,18.922000,20.848000,22.773000,bfa-girls-zscore-expanded-tables.xlsx
2384,2384,,11.351000,12.358000,13.366000,14.501000,15.785000,17.247000,18.919000,20.844000,22.769000,bfa-girls-zscore-expanded-tables.xlsx
2385,2385,,11.350000,12.357000,13.364000,14.499000,15.782000,17.243000,18.915000,20.840000,22.765000,bfa-girls-zscore-expanded-tables.xlsx
2386,2386,,11.348000,12.355000,13.362000,14.496000,15.780000,17.240000,18.912000,20.837000,22.762000,bfa-girls-zscore-expanded-tables.xlsx
2387,2387,,11.347000,12.353000,13.360000,14.494000,15.777000,17.237000,18.908000,20.833000,22.758000,bfa-girls-zscore-expanded-tables.xlsx
2388,2388,,11.346000,12.352000,13.358000,14.491000,15.774000,17.234000,18.905000,20.829000,22.754000,bfa-girls-zscore-expanded-tables.xlsx
2389,2389,,11.344000,12.350000,13.356000,14.489000,15.771000,17.231000,18.902000,20.826000,22.750000,bfa-girls-zscore-expanded-tables.xlsx
2390,2390,,11.343000,12.348000,13.354000,14.486000,15.769000,17.228000,18.898000,20.822000,22.746000,bfa-girls-zscore-expanded-tables.xlsx
2391,2391,,11.341000,12.347000,13.352000,14.484000,15.766000,17.225000,18.895000,20.818000,22.742000,bfa-girls-zscore-expanded-tables.xlsx
2392,2392,,11.340000,12.345000,13.349000,14.482000,15.763000,17.222000,18.892000,20.815000,22.739000,bfa-girls-zscore-expanded-tables.xlsx
2393,2393,,11.339000,12.343000,13.348000,14.479000,15.760000,17.219000,18.888000,20.812000,22.735000,bfa-girls-zscore-expanded-tables.xlsx
2394,2394,,11.337000,12.342000,13.346000,14.477000,15.758000,17.216000,18.885000,20.808000,22.731000,bfa-girls-zscore-expanded-tables.xlsx
2395,2395,,11.336000,12.340000,13.344000,14.475000,15.755000,17.213000,18.881000,20.804000,22.727000,bfa-girls-zscore-expanded-tables.xlsx
2396,2396,,11.335000,12.338000,13.342000,14.472000,15.752000,17.210000,18.878000,20.801000,22.724000,bfa-girls-zscore-expanded-tables.xlsx
2397,2397,,11.333000,12.336000,13.340000,14.470000,15.750000,17.207000,18.875000,20.797000,22.720000,bfa-girls-zscore-expanded-tables.xlsx
2398,2398,,11.332000,12.335000,13.338000,14.468000,15.747000,17.204000,18.871000,20.794000,22.716000,bfa-girls-zscore-expanded-tables.xlsx
2399,2399,,11.331000,12.333000,13.336000,14.465000,15.744000,17.201000,18.869000,20.791000,22.713000,bfa-girls-zscore-expanded-tables.xlsx
2400,2400,,11.329000,12.332000,13.334000,14.463000,15.742000,17.198000,18.865000,20.787000,22.709000,bfa-girls-zscore-expanded-tables.xlsx
2401,2401,,11.328000,12.330000,13.332000,14.461000,15.739000,17.195000,18.862000,20.783000,22.705000,bfa-girls-zscore-expanded-tables.xlsx
2402,2402,,11.327000,12.328000,13.330000,14.458000,15.736000,17.192000,18.859000,20.780000,22.702000,bfa-girls-zscore-expanded-tables.xlsx
2403,2403,,11.326000,12.327000,13.328000,14.456000,15.734000,17.189000,18.855000,20.777000,22.698000,bfa-girls-zscore-expanded-tables.xlsx
2404,2404,,11.324000,12.325000,13.326000,14.454000,15.731000,17.186000,18.852000,20.773000,22.694000,bfa-girls-zscore-expanded-tables.xlsx
2405,2405,,11.323000,12.323000,13.324000,14.451000,15.729000,17.183000,18.849000,20.770000,22.691000,bfa-girls-zscore-expanded-tables.xlsx
2406,2406,,11.322000,12.322000,13.322000,14.449000,15.726000,17.180000,18.846000,20.766000,22.687000,bfa-girls-zscore-expanded-tables.xlsx
2407,2407,,11.321000,12.320000,13.320000,14.447000,15.723000,17.177000,18.842000,20.763000,22.683000,bfa-girls-zscore-expanded-tables.xlsx
2408,2408,,11.319000,12.319000,13.318000,14.445000,15.721000,17.174000,18.840000,20.760000,22.680000,bfa-girls-zscore-expanded-tables.xlsx
2409,2409,,11.318000,12.317000,13.316000,14.443000,15.718000,17.171000,18.836000,20.756000,22.676000,bfa-girls-zscore-expanded-tables.xlsx
2410,2410,,11.317000,12.316000,13.314000,14.440000,15.716000,17.168000,18.833000,20.753000,22.673000,bfa-girls-zscore-expanded-tables.xlsx
2411,2411,,11.315000,12.314000,13.312000,14.438000,15.713000,17.166000,18.830000,20.750000,22.670000,bfa-girls-zscore-expanded-tables.xlsx
2412,2412,,11.314000,12.312000,13.311000,14.436000,15.711000,17.163000,18.827000,20.746000,22.666000,bfa-girls-zscore-expanded-tables.xlsx
2413,2413,,11.313000,12.311000,13.309000,14.434000,15.708000,17.160000,18.824000,20.743000,22.662000,bfa-girls-zscore-expanded-tables.xlsx
2414,2414,,11.312000,12.309000,13.307000,14.431000,15.706000,17.157000,18.821000,20.740000,22.659000,bfa-girls-zscore-expanded-tables.xlsx
2415,2415,,11.310000,12.308000,13.305000,14.429000,15.703000,17.154000,18.818000,20.736000,22.655000,bfa-girls-zscore-expanded-tables.xlsx
2416,2416,,11.309000,12.306000,13.303000,14.427000,15.700000,17.151000,18.814000,20.733000,22.651000,bfa-girls-zscore-expanded-tables.xlsx
2417,2417,,11.308000,12.305000,13.301000,14.425000,15.698000,17.149000,18.811000,20.730000,22.649000,bfa-girls-zscore-expanded-tables.xlsx
2418,2418,,11.307000,12.303000,13.299000,14.423000,15.696000,17.146000,18.808000,20.727000,22.645000,bfa-girls-zscore-expanded-tables.xlsx
2419,2419,,11.305000,12.301000,13.297000,14.420000,15.693000,17.143000,18.806000,20.724000,22.642000,bfa-girls-zscore-expanded-tables.xlsx
2420,2420,,11.304000,12.300000,13.296000,14.418000,15.691000,17.140000,18.802000,20.720000,22.638000,bfa-girls-zscore-expanded-tables.xlsx
2421,2421,,11.303000,12.299000,13.294000,14.416000,15.688000,17.138000,18.799000,20.717000,22.635000,bfa-girls-zscore-expanded-tables.xlsx
2422,2422,,11.302000,12.297000,13.292000,14.414000,15.686000,17.135000,18.796000,20.714000,22.632000,bfa-girls-zscore-expanded-tables.xlsx
2423,2423,,11.301000,12.296000,13.290000,14.412000,15.683000,17.132000,18.793000,20.711000,22.628000,bfa-girls-zscore-expanded-tables.xlsx
2424,2424,,11.300000,12.294000,13.289000,14.410000,15.681000,17.129000,18.790000,20.707000,22.624000,bfa-girls-zscore-expanded-tables.xlsx
2425,2425,,11.298000,12.292000,13.287000,14.408000,15.678000,17.127000,18.787000,20.705000,22.622000,bfa-girls-zscore-expanded-tables.xlsx
2426,2426,,11.297000,12.291000,13.285000,14.406000,15.676000,17.124000,18.784000,20.701000,22.618000,bfa-girls-zscore-expanded-tables.xlsx
2427,2427,,11.296000,12.290000,13.283000,14.404000,15.674000,17.121000,18.781000,20.698000,22.615000,bfa-girls-zscore-expanded-tables.xlsx
2428,2428,,11.295000,12.288000,13.281000,14.401000,15.671000,17.119000,18.779000,20.695000,22.612000,bfa-girls-zscore-expanded-tables.xlsx
2429,2429,,11.294000,12.287000,13.280000,14.399000,15.669000,17.116000,18.775000,20.692000,22.608000,bfa-girls-zscore-expanded-tables.xlsx
2430,2430,,11.293000,12.285000,13.278000,14.397000,15.666000,17.113000,18.772000,20.688000,22.605000,bfa-girls-zscore-expanded-tables.xlsx
2431,2431,,11.291000,12.284000,13.276000,14.395000,15.664000,17.111000,18.770000,20.686000,22.602000,bfa-girls-zscore-expanded-tables.xlsx
2432,2432,,11.290000,12.282000,13.274000,14.393000,15.662000,17.108000,18.767000,20.682000,22.598000,bfa-girls-zscore-expanded-tables.xlsx
2433,2433,,11.290000,12.281000,13.273000,14.391000,15.659000,17.105000,18.764000,20.679000,22.595000,bfa-girls-zscore-expanded-tables.xlsx
2434,2434,,11.288000,12.280000,13.271000,14.389000,15.657000,17.103000,18.761000,20.677000,22.592000,bfa-girls-zscore-expanded-tables.xlsx
2435,2435,,11.287000,12.278000,13.269000,14.387000,15.655000,17.100000,18.758000,20.673000,22.589000,bfa-girls-zscore-expanded-tables.xlsx
2436,2436,,11.286000,12.277000,13.267000,14.385000,15.652000,17.097000,18.755000,20.671000,22.586000,bfa-girls-zscore-expanded-tables.xlsx
2437,2437,,11.285000,12.275000,13.266000,14.383000,15.650000,17.095000,18.752000,20.667000,22.582000,bfa-girls-zscore-expanded-tables.xlsx
2438,2438,,11.284000,12.274000,13.264000,14.381000,15.648000,17.092000,18.749000,20.664000,22.579000,bfa-girls-zscore-expanded-tables.xlsx
2439,2439,,11.283000,12.272000,13.262000,14.379000,15.646000,17.090000,18.747000,20.662000,22.576000,bfa-girls-zscore-expanded-tables.xlsx
2440,2440,,11.282000,12.271000,13.261000,14.377000,15.643000,17.087000,18.744000,20.658000,22.573000,bfa-girls-zscore-expanded-tables.xlsx
2441,2441,,11.281000,12.270000,13.259000,14.375000,15.641000,17.084000,18.741000,20.655000,22.569000,bfa-girls-zscore-expanded-tables.xlsx
2442,2442,,11.279000,12.268000,13.257000,14.373000,15.639000,17.082000,18.738000,20.653000,22.567000,bfa-girls-zscore-expanded-tables.xlsx
2443,2443,,11.278000,12.267000,13.256000,14.371000,15.636000,17.079000,18.736000,20.649000,22.563000,bfa-girls-zscore-expanded-tables.xlsx
2444,2444,,11.277000,12.266000,13.254000,14.369000,15.634000,17.077000,18.733000,20.647000,22.561000,bfa-girls-zscore-expanded-tables.xlsx
2445,2445,,11.276000,12.264000,13.252000,14.367000,15.632000,17.074000,18.730000,20.644000,22.557000,bfa-girls-zscore-expanded-tables.xlsx
2446,2446,,11.275000,12.263000,13.251000,14.366000,15.630000,17.072000,18.727000,20.641000,22.554000,bfa-girls-zscore-expanded-tables.xlsx
2447,2447,,11.274000,12.262000,13.249000,14.364000,15.628000,17.069000,18.725000,20.638000,22.552000,bfa-girls-zscore-expanded-tables.xlsx
2448,2448,,11.273000,12.260000,13.248000,14.362000,15.625000,17.067000,18.722000,20.635000,22.548000,bfa-girls-zscore-expanded-tables.xlsx
2449,2449,,11.272000,12.259000,13.246000,14.360000,15.623000,17.064000,18.719000,20.632000,22.545000,bfa-girls-zscore-expanded-tables.xlsx
2450,2450,,11.271000,12.258000,13.244000,14.358000,15.621000,17.062000,18.717000,20.629000,22.542000,bfa-girls-zscore-expanded-tables.xlsx
2451,2451,,11.270000,12.256000,13.243000,14.356000,15.619000,17.059000,18.714000,20.626000,22.539000,bfa-girls-zscore-expanded-tables.xlsx
2452,2452,,11.269000,12.255000,13.241000,14.354000,15.616000,17.057000,18.711000,20.624000,22.537000,bfa-girls-zscore-expanded-tables.xlsx
2453,2453,,11.268000,12.254000,13.240000,14.352000,15.614000,17.055000,18.708000,20.621000,22.533000,bfa-girls-zscore-expanded-tables.xlsx
2454,2454,,11.267000,12.253000,13.238000,14.350000,15.612000,17.052000,18.706000,20.618000,22.530000,bfa-girls-zscore-expanded-tables.xlsx
2455,2455,,11.266000,12.251000,13.236000,14.348000,15.610000,17.050000,18.703000,20.615000,22.527000,bfa-girls-zscore-expanded-tables.xlsx
2456,2456,,11.265000,12.250000,13.235000,14.347000,15.608000,17.047000,18.700000,20.612000,22.524000,bfa-girls-zscore-expanded-tables.xlsx
2457,2457,,11.264000,12.248000,13.233000,14.345000,15.606000,17.045000,18.698000,20.610000,22.522000,bfa-girls-zscore-expanded-tables.xlsx
2458,2458,,11.263000,12.247000,13.232000,14.343000,15.604000,17.043000,18.695000,20.607000,22.518000,bfa-girls-zscore-expanded-tables.xlsx
2459,2459,,11.262000,12.246000,13.230000,14.341000,15.602000,17.040000,18.692000,20.604000,22.515000,bfa-girls-zscore-expanded-tables.xlsx
2460,2460,,11.261000,12.245000,13.229000,14.339000,15.599000,17.038000,18.690000,20.601000,22.513000,bfa-girls-zscore-expanded-tables.xlsx
2461,2461,,11.260000,12.243000,13.227000,14.337000,15.597000,17.035000,18.687000,20.598000,22.509000,bfa-girls-zscore-expanded-tables.xlsx
2462,2462,,11.259000,12.242000,13.226000,14.336000,15.595000,17.033000,18.685000,20.596000,22.506000,bfa-girls-zscore-expanded-tables.xlsx
2463,2463,,11.258000,12.241000,13.224000,14.334000,15.593000,17.031000,18.682000,20.593000,22.504000,bfa-girls-zscore-expanded-tables.xlsx
2464,2464,,11.257000,12.240000,13.223000,14.332000,15.591000,17.028000,18.680000,20.590000,22.501000,bfa-girls-zscore-expanded-tables.xlsx
2465,2465,,11.256000,12.238000,13.221000,14.330000,15.589000,17.026000,18.677000,20.588000,22.499000,bfa-girls-zscore-expanded-tables.xlsx
2466,2466,,11.255000,12.237000,13.220000,14.328000,15.587000,17.024000,18.675000,20.585000,22.495000,bfa-girls-zscore-expanded-tables.xlsx
2467,2467,,11.254000,12.236000,13.218000,14.327000,15.585000,17.021000,18.672000,20.582000,22.492000,bfa-girls-zscore-expanded-tables.xlsx
2468,2468,,11.253000,12.235000,13.217000,14.325000,15.583000,17.019000,18.670000,20.580000,22.490000,bfa-girls-zscore-expanded-tables.xlsx
2469,2469,,11.252000,12.234000,13.215000,14.323000,15.581000,17.017000,18.667000,20.577000,22.487000,bfa-girls-zscore-expanded-tables.xlsx
2470,2470,,11.251000,12.232000,13.214000,14.321000,15.579000,17.015000,18.665000,20.575000,22.485000,bfa-girls-zscore-expanded-tables.xlsx
2471,2471,,11.250000,12.231000,13.212000,14.320000,15.577000,17.012000,18.662000,20.572000,22.482000,bfa-girls-zscore-expanded-tables.xlsx
2472,2472,,11.250000,12.230000,13.211000,14.318000,15.575000,17.010000,18.660000,20.569000,22.478000,bfa-girls-zscore-expanded-tables.xlsx
2473,2473,,11.248000,12.229000,13.209000,14.316000,15.573000,17.008000,18.657000,20.567000,22.476000,bfa-girls-zscore-expanded-tables.xlsx
2474,2474,,11.248000,12.228000,13.208000,14.315000,15.571000,17.006000,18.655000,20.564000,22.473000,bfa-girls-zscore-expanded-tables.xlsx
2475,2475,,11.247000,12.227000,13.206000,14.313000,15.569000,17.004000,18.653000,20.562000,22.471000,bfa-girls-zscore-expanded-tables.xlsx
2476,2476,,11.246000,12.225000,13.205000,14.311000,15.567000,17.001000,18.650000,20.559000,22.468000,bfa-girls-zscore-expanded-tables.xlsx
2477,2477,,11.245000,12.224000,13.204000,14.310000,15.565000,16.999000,18.647000,20.556000,22.465000,bfa-girls-zscore-expanded-tables.xlsx
2478,2478,,11.244000,12.223000,13.202000,14.308000,15.563000,16.997000,18.645000,20.554000,22.463000,bfa-girls-zscore-expanded-tables.xlsx
2479,2479,,11.243000,12.222000,13.201000,14.306000,15.561000,16.995000,18.643000,20.551000,22.460000,bfa-girls-zscore-expanded-tables.xlsx
2480,2480,,11.242000,12.221000,13.199000,14.304000,15.559000,16.993000,18.641000,20.549000,22.458000,bfa-girls-zscore-expanded-tables.xlsx
2481,2481,,11.242000,12.220000,13.198000,14.303000,15.557000,16.990000,18.638000,20.546000,22.455000,bfa-girls-zscore-expanded-tables.xlsx
2482,2482,,11.240000,12.219000,13.197000,14.301000,15.556000,16.988000,18.636000,20.544000,22.453000,bfa-girls-zscore-expanded-tables.xlsx
2483,2483,,11.240000,12.218000,13.195000,14.300000,15.554000,16.986000,18.633000,20.542000,22.450000,bfa-girls-zscore-expanded-tables.xlsx
2484,2484,,11.239000,12.217000,13.194000,14.298000,15.552000,16.984000,18.631000,20.539000,22.447000,bfa-girls-zscore-expanded-tables.xlsx
2485,2485,,11.238000,12.215000,13.193000,14.296000,15.550000,16.982000,18.629000,20.537000,22.445000,bfa-girls-zscore-expanded-tables.xlsx
2486,2486,,11.237000,12.214000,13.191000,14.295000,15.548000,16.980000,18.626000,20.534000,22.442000,bfa-girls-zscore-expanded-tables.xlsx
2487,2487,,11.236000,12.213000,13.190000,14.293000,15.546000,16.978000,18.624000,20.532000,22.440000,bfa-girls-zscore-expanded-tables.xlsx
2488,2488,,11.236000,12.212000,13.189000,14.292000,15.544000,16.976000,18.622000,20.529000,22.437000,bfa-girls-zscore-expanded-tables.xlsx
2489,2489,,11.235000,12.211000,13.187000,14.290000,15.542000,16.973000,18.619000,20.527000,22.434000,bfa-girls-zscore-expanded-tables.xlsx
2490,2490,,11.234000,12.210000,13.186000,14.288000,15.541000,16.971000,18.617000,20.525000,22.432000,bfa-girls-zscore-expanded-tables.xlsx
2491,2491,,11.233000,12.209000,13.185000,14.287000,15.539000,16.969000,18.615000,20.522000,22.429000,bfa-girls-zscore-expanded-tables.xlsx
2492,2492,,11.232000,12.208000,13.183000,14.285000,15.537000,16.967000,18.613000,20.520000,22.427000,bfa-girls-zscore-expanded-tables.xlsx
2493,2493,,11.232000,12.207000,13.182000,14.284000,15.535000,16.965000,18.611000,20.517000,22.424000,bfa-girls-zscore-expanded-tables.xlsx
2494,2494,,11.231000,12.206000,13.181000,14.282000,15.533000,16.963000,18.609000,20.515000,22.422000,bfa-girls-zscore-expanded-tables.xlsx
2495,2495,,11.230000,12.205000,13.179000,14.281000,15.532000,16.961000,18.606000,20.513000,22.419000,bfa-girls-zscore-expanded-tables.xlsx
2496,2496,,11.229000,12.204000,13.178000,14.279000,15.530000,16.959000,18.604000,20.510000,22.417000,bfa-girls-zscore-expanded-tables.xlsx
2497,2497,,11.228000,12.203000,13.177000,14.278000,15.528000,16.957000,18.602000,20.508000,22.415000,bfa-girls-zscore-expanded-tables.xlsx
2498,2498,,11.228000,12.202000,13.176000,14.276000,15.526000,16.955000,18.600000,20.506000,22.412000,bfa-girls-zscore-expanded-tables.xlsx
2499,2499,,11.227000,12.201000,13.174000,14.275000,15.525000,16.953000,18.598000,20.504000,22.410000,bfa-girls-zscore-expanded-tables.xlsx
2500,2500,,11.226000,12.200000,13.173000,14.273000,15.523000,16.951000,18.595000,20.501000,22.407000,bfa-girls-zscore-expanded-tables.xlsx
2501,2501,,11.226000,12.199000,13.172000,14.272000,15.521000,16.949000,18.593000,20.499000,22.405000,bfa-girls-zscore-expanded-tables.xlsx
2502,2502,,11.225000,12.198000,13.171000,14.270000,15.519000,16.948000,18.591000,20.497000,22.403000,bfa-girls-zscore-expanded-tables.xlsx
2503,2503,,11.224000,12.197000,13.170000,14.269000,15.518000,16.946000,18.589000,20.494000,22.400000,bfa-girls-zscore-expanded-tables.xlsx
2504,2504,,11.223000,12.196000,13.168000,14.267000,15.516000,16.944000,18.587000,20.493000,22.398000,bfa-girls-zscore-expanded-tables.xlsx
2505,2505,,11.222000,12.195000,13.167000,14.266000,15.514000,16.942000,18.585000,20.490000,22.396000,bfa-girls-zscore-expanded-tables.xlsx
2506,2506,,11.222000,12.194000,13.166000,14.264000,15.513000,16.940000,18.583000,20.488000,22.394000,bfa-girls-zscore-expanded-tables.xlsx
2507,2507,,11.221000,12.193000,13.165000,14.263000,15.511000,16.938000,18.581000,20.486000,22.391000,bfa-girls-zscore-expanded-tables.xlsx
2508,2508,,11.220000,12.192000,13.164000,14.262000,15.509000,16.936000,18.579000,20.483000,22.388000,bfa-girls-zscore-expanded-tables.xlsx
2509,2509,,11.220000,12.191000,13.162000,14.260000,15.508000,16.934000,18.577000,20.482000,22.387000,bfa-girls-zscore-expanded-tables.xlsx
2510,2510,,11.219000,12.190000,13.161000,14.259000,15.506000,16.932000,18.574000,20.479000,22.384000,bfa-girls-zscore-expanded-tables.xlsx
2511,2511,,11.218000,12.189000,13.160000,14.257000,15.504000,16.931000,18.573000,20.478000,22.383000,bfa-girls-zscore-expanded-tables.xlsx
2512,2512,,11.218000,12.188000,13.159000,14.256000,15.503000,16.929000,18.570000,20.475000,22.380000,bfa-girls-zscore-expanded-tables.xlsx
