id,punto_id,sd5neg,sd4neg,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3,sd4,fuente_archivo
6770,6770,,81.509000,85.464000,89.418000,93.373000,97.327000,101.281000,105.236000,109.190000,113.144000,lhfa-girls-zscore-expanded-tables(1).xlsx
6771,6771,,81.524000,85.480000,89.436000,93.392000,97.349000,101.305000,105.261000,109.217000,113.174000,lhfa-girls-zscore-expanded-tables(1).xlsx
6772,6772,,81.542000,85.499000,89.456000,93.413000,97.370000,101.328000,105.285000,109.242000,113.199000,lhfa-girls-zscore-expanded-tables(1).xlsx
6773,6773,,81.556000,85.515000,89.474000,93.433000,97.392000,101.351000,105.310000,109.269000,113.228000,lhfa-girls-zscore-expanded-tables(1).xlsx
6774,6774,,81.574000,85.534000,89.494000,93.454000,97.414000,101.374000,105.334000,109.294000,113.253000,lhfa-girls-zscore-expanded-tables(1).xlsx
6775,6775,,81.589000,85.550000,89.512000,93.474000,97.436000,101.397000,105.359000,109.321000,113.283000,lhfa-girls-zscore-expanded-tables(1).xlsx
6776,6776,,81.607000,85.569000,89.532000,93.495000,97.457000,101.420000,105.383000,109.345000,113.308000,lhfa-girls-zscore-expanded-tables(1).xlsx
6777,6777,,81.621000,85.586000,89.550000,93.515000,97.479000,101.443000,105.408000,109.372000,113.337000,lhfa-girls-zscore-expanded-tables(1).xlsx
6778,6778,,81.639000,85.605000,89.570000,93.535000,97.501000,101.466000,105.431000,109.397000,113.362000,lhfa-girls-zscore-expanded-tables(1).xlsx
6779,6779,,81.653000,85.621000,89.588000,93.555000,97.522000,101.490000,105.457000,109.424000,113.391000,lhfa-girls-zscore-expanded-tables(1).xlsx
6780,6780,,81.672000,85.640000,89.608000,93.576000,97.544000,101.512000,105.480000,109.448000,113.416000,lhfa-girls-zscore-expanded-tables(1).xlsx
6781,6781,,81.686000,85.656000,89.626000,93.596000,97.566000,101.536000,105.506000,109.476000,113.445000,lhfa-girls-zscore-expanded-tables(1).xlsx
6782,6782,,81.704000,85.675000,89.646000,93.616000,97.587000,101.558000,105.529000,109.500000,113.471000,lhfa-girls-zscore-expanded-tables(1).xlsx
6783,6783,,81.718000,85.691000,89.664000,93.636000,97.609000,101.582000,105.554000,109.527000,113.500000,lhfa-girls-zscore-expanded-tables(1).xlsx
6784,6784,,81.736000,85.710000,89.683000,93.657000,97.631000,101.604000,105.578000,109.551000,113.525000,lhfa-girls-zscore-expanded-tables(1).xlsx
6785,6785,,81.751000,85.726000,89.701000,93.677000,97.652000,101.628000,105.603000,109.578000,113.554000,lhfa-girls-zscore-expanded-tables(1).xlsx
6786,6786,,81.765000,85.742000,89.719000,93.697000,97.674000,101.651000,105.628000,109.606000,113.583000,lhfa-girls-zscore-expanded-tables(1).xlsx
6787,6787,,81.783000,85.761000,89.739000,93.717000,97.695000,101.674000,105.652000,109.630000,113.608000,lhfa-girls-zscore-expanded-tables(1).xlsx
6788,6788,,81.797000,85.777000,89.757000,93.737000,97.717000,101.697000,105.677000,109.657000,113.637000,lhfa-girls-zscore-expanded-tables(1).xlsx
6789,6789,,81.815000,85.796000,89.777000,93.758000,97.738000,101.719000,105.700000,109.681000,113.662000,lhfa-girls-zscore-expanded-tables(1).xlsx
6790,6790,,81.829000,85.812000,89.795000,93.777000,97.760000,101.743000,105.726000,109.708000,113.691000,lhfa-girls-zscore-expanded-tables(1).xlsx
6791,6791,,81.847000,85.831000,89.814000,93.798000,97.782000,101.765000,105.749000,109.733000,113.716000,lhfa-girls-zscore-expanded-tables(1).xlsx
6792,6792,,81.861000,85.847000,89.832000,93.818000,97.803000,101.789000,105.774000,109.760000,113.745000,lhfa-girls-zscore-expanded-tables(1).xlsx
6793,6793,,81.879000,85.866000,89.852000,93.838000,97.825000,101.811000,105.798000,109.784000,113.770000,lhfa-girls-zscore-expanded-tables(1).xlsx
6794,6794,,81.893000,85.882000,89.870000,93.858000,97.846000,101.835000,105.823000,109.811000,113.799000,lhfa-girls-zscore-expanded-tables(1).xlsx
6795,6795,,81.911000,85.901000,89.890000,93.879000,97.868000,101.857000,105.846000,109.835000,113.824000,lhfa-girls-zscore-expanded-tables(1).xlsx
6796,6796,,81.926000,85.916000,89.907000,93.898000,97.889000,101.880000,105.871000,109.862000,113.853000,lhfa-girls-zscore-expanded-tables(1).xlsx
6797,6797,,81.944000,85.935000,89.927000,93.919000,97.911000,101.903000,105.894000,109.886000,113.878000,lhfa-girls-zscore-expanded-tables(1).xlsx
6798,6798,,81.958000,85.951000,89.945000,93.939000,97.932000,101.926000,105.920000,109.913000,113.907000,lhfa-girls-zscore-expanded-tables(1).xlsx
6799,6799,,81.976000,85.970000,89.965000,93.959000,97.954000,101.948000,105.943000,109.937000,113.932000,lhfa-girls-zscore-expanded-tables(1).xlsx
6800,6800,,81.990000,85.986000,89.982000,93.979000,97.975000,101.972000,105.968000,109.965000,113.961000,lhfa-girls-zscore-expanded-tables(1).xlsx
6801,6801,,82.008000,86.005000,90.002000,94.000000,97.997000,101.994000,105.991000,109.989000,113.986000,lhfa-girls-zscore-expanded-tables(1).xlsx
6802,6802,,82.022000,86.021000,90.020000,94.019000,98.018000,102.017000,106.016000,110.016000,114.015000,lhfa-girls-zscore-expanded-tables(1).xlsx
6803,6803,,82.040000,86.040000,90.040000,94.040000,98.040000,102.040000,106.040000,110.040000,114.040000,lhfa-girls-zscore-expanded-tables(1).xlsx
6804,6804,,82.054000,86.055000,90.057000,94.059000,98.061000,102.063000,106.065000,110.067000,114.069000,lhfa-girls-zscore-expanded-tables(1).xlsx
6805,6805,,82.072000,86.074000,90.077000,94.080000,98.082000,102.085000,106.088000,110.091000,114.093000,lhfa-girls-zscore-expanded-tables(1).xlsx
6806,6806,,82.085000,86.090000,90.095000,94.099000,98.104000,102.109000,106.113000,110.118000,114.122000,lhfa-girls-zscore-expanded-tables(1).xlsx
6807,6807,,82.103000,86.109000,90.114000,94.120000,98.125000,102.131000,106.136000,110.142000,114.147000,lhfa-girls-zscore-expanded-tables(1).xlsx
6808,6808,,82.117000,86.125000,90.132000,94.139000,98.147000,102.154000,106.161000,110.169000,114.176000,lhfa-girls-zscore-expanded-tables(1).xlsx
6809,6809,,82.131000,86.141000,90.150000,94.159000,98.168000,102.177000,106.186000,110.196000,114.205000,lhfa-girls-zscore-expanded-tables(1).xlsx
6810,6810,,82.149000,86.159000,90.169000,94.179000,98.190000,102.200000,106.210000,110.220000,114.230000,lhfa-girls-zscore-expanded-tables(1).xlsx
6811,6811,,82.163000,86.175000,90.187000,94.199000,98.211000,102.223000,106.235000,110.247000,114.259000,lhfa-girls-zscore-expanded-tables(1).xlsx
6812,6812,,82.181000,86.194000,90.207000,94.219000,98.232000,102.245000,106.258000,110.271000,114.283000,lhfa-girls-zscore-expanded-tables(1).xlsx
6813,6813,,82.195000,86.210000,90.224000,94.239000,98.254000,102.268000,106.283000,110.298000,114.312000,lhfa-girls-zscore-expanded-tables(1).xlsx
6814,6814,,82.213000,86.228000,90.244000,94.259000,98.275000,102.290000,106.306000,110.321000,114.337000,lhfa-girls-zscore-expanded-tables(1).xlsx
6815,6815,,82.227000,86.244000,90.262000,94.279000,98.296000,102.314000,106.331000,110.348000,114.366000,lhfa-girls-zscore-expanded-tables(1).xlsx
6816,6816,,82.245000,86.263000,90.281000,94.299000,98.318000,102.336000,106.354000,110.372000,114.391000,lhfa-girls-zscore-expanded-tables(1).xlsx
6817,6817,,82.259000,86.279000,90.299000,94.319000,98.339000,102.359000,106.379000,110.399000,114.419000,lhfa-girls-zscore-expanded-tables(1).xlsx
6818,6818,,82.276000,86.297000,90.318000,94.339000,98.360000,102.381000,106.402000,110.423000,114.444000,lhfa-girls-zscore-expanded-tables(1).xlsx
6819,6819,,82.290000,86.313000,90.336000,94.359000,98.382000,102.404000,106.427000,110.450000,114.473000,lhfa-girls-zscore-expanded-tables(1).xlsx
6820,6820,,82.308000,86.332000,90.355000,94.379000,98.403000,102.426000,106.450000,110.474000,114.498000,lhfa-girls-zscore-expanded-tables(1).xlsx
6821,6821,,82.322000,86.347000,90.373000,94.399000,98.424000,102.450000,106.475000,110.501000,114.526000,lhfa-girls-zscore-expanded-tables(1).xlsx
6822,6822,,82.340000,86.366000,90.392000,94.419000,98.445000,102.472000,106.498000,110.525000,114.551000,lhfa-girls-zscore-expanded-tables(1).xlsx
6823,6823,,82.354000,86.382000,90.410000,94.438000,98.467000,102.495000,106.523000,110.551000,114.580000,lhfa-girls-zscore-expanded-tables(1).xlsx
6824,6824,,82.371000,86.400000,90.430000,94.459000,98.488000,102.517000,106.546000,110.575000,114.604000,lhfa-girls-zscore-expanded-tables(1).xlsx
6825,6825,,82.385000,86.416000,90.447000,94.478000,98.509000,102.540000,106.571000,110.602000,114.633000,lhfa-girls-zscore-expanded-tables(1).xlsx
6826,6826,,82.403000,86.435000,90.467000,94.498000,98.530000,102.562000,106.594000,110.626000,114.658000,lhfa-girls-zscore-expanded-tables(1).xlsx
6827,6827,,82.417000,86.450000,90.484000,94.518000,98.552000,102.585000,106.619000,110.653000,114.686000,lhfa-girls-zscore-expanded-tables(1).xlsx
6828,6828,,82.434000,86.469000,90.504000,94.538000,98.573000,102.607000,106.642000,110.676000,114.711000,lhfa-girls-zscore-expanded-tables(1).xlsx
6829,6829,,82.448000,86.485000,90.521000,94.557000,98.594000,102.630000,106.667000,110.703000,114.740000,lhfa-girls-zscore-expanded-tables(1).xlsx
6830,6830,,82.466000,86.503000,90.540000,94.578000,98.615000,102.652000,106.690000,110.727000,114.764000,lhfa-girls-zscore-expanded-tables(1).xlsx
6831,6831,,82.480000,86.519000,90.558000,94.597000,98.636000,102.675000,106.715000,110.754000,114.793000,lhfa-girls-zscore-expanded-tables(1).xlsx
6832,6832,,82.497000,86.537000,90.577000,94.617000,98.658000,102.698000,106.738000,110.778000,114.818000,lhfa-girls-zscore-expanded-tables(1).xlsx
6833,6833,,82.511000,86.553000,90.595000,94.637000,98.679000,102.720000,106.762000,110.804000,114.846000,lhfa-girls-zscore-expanded-tables(1).xlsx
6834,6834,,82.529000,86.572000,90.614000,94.657000,98.700000,102.743000,106.785000,110.828000,114.871000,lhfa-girls-zscore-expanded-tables(1).xlsx
6835,6835,,82.543000,86.587000,90.632000,94.676000,98.721000,102.765000,106.810000,110.855000,114.899000,lhfa-girls-zscore-expanded-tables(1).xlsx
6836,6836,,82.560000,86.606000,90.651000,94.697000,98.742000,102.788000,106.833000,110.878000,114.924000,lhfa-girls-zscore-expanded-tables(1).xlsx
6837,6837,,82.574000,86.621000,90.669000,94.716000,98.763000,102.811000,106.858000,110.905000,114.952000,lhfa-girls-zscore-expanded-tables(1).xlsx
6838,6838,,82.592000,86.640000,90.688000,94.736000,98.784000,102.832000,106.881000,110.929000,114.977000,lhfa-girls-zscore-expanded-tables(1).xlsx
6839,6839,,82.605000,86.655000,90.705000,94.755000,98.805000,102.855000,106.905000,110.956000,115.006000,lhfa-girls-zscore-expanded-tables(1).xlsx
6840,6840,,82.623000,86.674000,90.725000,94.776000,98.826000,102.877000,106.928000,110.979000,115.030000,lhfa-girls-zscore-expanded-tables(1).xlsx
6841,6841,,82.637000,86.689000,90.742000,94.795000,98.848000,102.900000,106.953000,111.006000,115.059000,lhfa-girls-zscore-expanded-tables(1).xlsx
6842,6842,,82.654000,86.708000,90.761000,94.815000,98.869000,102.922000,106.976000,111.030000,115.083000,lhfa-girls-zscore-expanded-tables(1).xlsx
6843,6843,,82.668000,86.723000,90.779000,94.834000,98.890000,102.945000,107.001000,111.056000,115.112000,lhfa-girls-zscore-expanded-tables(1).xlsx
6844,6844,,82.685000,86.742000,90.798000,94.854000,98.911000,102.967000,107.023000,111.080000,115.136000,lhfa-girls-zscore-expanded-tables(1).xlsx
6845,6845,,82.699000,86.757000,90.815000,94.874000,98.932000,102.990000,107.048000,111.106000,115.165000,lhfa-girls-zscore-expanded-tables(1).xlsx
6846,6846,,82.713000,86.773000,90.833000,94.893000,98.953000,103.013000,107.073000,111.133000,115.193000,lhfa-girls-zscore-expanded-tables(1).xlsx
6847,6847,,82.730000,86.791000,90.852000,94.913000,98.974000,103.035000,107.096000,111.157000,115.217000,lhfa-girls-zscore-expanded-tables(1).xlsx
6848,6848,,82.744000,86.807000,90.869000,94.932000,98.995000,103.058000,107.120000,111.183000,115.246000,lhfa-girls-zscore-expanded-tables(1).xlsx
6849,6849,,82.761000,86.825000,90.889000,94.952000,99.016000,103.080000,107.143000,111.207000,115.270000,lhfa-girls-zscore-expanded-tables(1).xlsx
6850,6850,,82.775000,86.841000,90.906000,94.971000,99.037000,103.102000,107.168000,111.233000,115.299000,lhfa-girls-zscore-expanded-tables(1).xlsx
6851,6851,,82.793000,86.859000,90.925000,94.992000,99.058000,103.124000,107.191000,111.257000,115.323000,lhfa-girls-zscore-expanded-tables(1).xlsx
6852,6852,,82.806000,86.874000,90.943000,95.011000,99.079000,103.147000,107.215000,111.283000,115.352000,lhfa-girls-zscore-expanded-tables(1).xlsx
6853,6853,,82.824000,86.893000,90.962000,95.031000,99.100000,103.169000,107.238000,111.307000,115.376000,lhfa-girls-zscore-expanded-tables(1).xlsx
6854,6854,,82.837000,86.908000,90.979000,95.050000,99.121000,103.192000,107.263000,111.333000,115.404000,lhfa-girls-zscore-expanded-tables(1).xlsx
6855,6855,,82.855000,86.927000,90.998000,95.070000,99.142000,103.214000,107.285000,111.357000,115.429000,lhfa-girls-zscore-expanded-tables(1).xlsx
6856,6856,,82.868000,86.942000,91.016000,95.089000,99.163000,103.236000,107.310000,111.384000,115.457000,lhfa-girls-zscore-expanded-tables(1).xlsx
6857,6857,,82.886000,86.960000,91.035000,95.109000,99.184000,103.258000,107.333000,111.407000,115.482000,lhfa-girls-zscore-expanded-tables(1).xlsx
6858,6858,,82.899000,86.976000,91.052000,95.128000,99.205000,103.281000,107.357000,111.434000,115.510000,lhfa-girls-zscore-expanded-tables(1).xlsx
6859,6859,,82.917000,86.994000,91.071000,95.148000,99.226000,103.303000,107.380000,111.457000,115.534000,lhfa-girls-zscore-expanded-tables(1).xlsx
6860,6860,,82.930000,87.009000,91.088000,95.167000,99.246000,103.325000,107.404000,111.483000,115.563000,lhfa-girls-zscore-expanded-tables(1).xlsx
6861,6861,,82.948000,87.028000,91.108000,95.187000,99.267000,103.347000,107.427000,111.507000,115.587000,lhfa-girls-zscore-expanded-tables(1).xlsx
6862,6862,,82.961000,87.043000,91.125000,95.206000,99.288000,103.370000,107.452000,111.533000,115.615000,lhfa-girls-zscore-expanded-tables(1).xlsx
6863,6863,,82.979000,87.061000,91.144000,95.227000,99.309000,103.392000,107.474000,111.557000,115.639000,lhfa-girls-zscore-expanded-tables(1).xlsx
6864,6864,,82.992000,87.077000,91.161000,95.246000,99.330000,103.414000,107.499000,111.583000,115.668000,lhfa-girls-zscore-expanded-tables(1).xlsx
6865,6865,,83.010000,87.095000,91.180000,95.266000,99.351000,103.436000,107.522000,111.607000,115.692000,lhfa-girls-zscore-expanded-tables(1).xlsx
6866,6866,,83.023000,87.110000,91.197000,95.285000,99.372000,103.459000,107.546000,111.633000,115.720000,lhfa-girls-zscore-expanded-tables(1).xlsx
6867,6867,,83.041000,87.129000,91.217000,95.305000,99.393000,103.481000,107.569000,111.657000,115.745000,lhfa-girls-zscore-expanded-tables(1).xlsx
6868,6868,,83.054000,87.144000,91.234000,95.324000,99.413000,103.503000,107.593000,111.683000,115.773000,lhfa-girls-zscore-expanded-tables(1).xlsx
6869,6869,,83.071000,87.162000,91.253000,95.343000,99.434000,103.525000,107.616000,111.706000,115.797000,lhfa-girls-zscore-expanded-tables(1).xlsx
6870,6870,,83.085000,87.177000,91.270000,95.362000,99.455000,103.548000,107.640000,111.733000,115.825000,lhfa-girls-zscore-expanded-tables(1).xlsx
6871,6871,,83.102000,87.196000,91.289000,95.382000,99.476000,103.569000,107.663000,111.756000,115.850000,lhfa-girls-zscore-expanded-tables(1).xlsx
6872,6872,,83.115000,87.211000,91.306000,95.401000,99.497000,103.592000,107.687000,111.782000,115.878000,lhfa-girls-zscore-expanded-tables(1).xlsx
6873,6873,,83.133000,87.229000,91.325000,95.421000,99.517000,103.614000,107.710000,111.806000,115.902000,lhfa-girls-zscore-expanded-tables(1).xlsx
6874,6874,,83.146000,87.244000,91.342000,95.440000,99.538000,103.636000,107.734000,111.832000,115.930000,lhfa-girls-zscore-expanded-tables(1).xlsx
6875,6875,,83.164000,87.262000,91.361000,95.460000,99.559000,103.658000,107.757000,111.856000,115.954000,lhfa-girls-zscore-expanded-tables(1).xlsx
6876,6876,,83.177000,87.278000,91.378000,95.479000,99.580000,103.680000,107.781000,111.882000,115.983000,lhfa-girls-zscore-expanded-tables(1).xlsx
6877,6877,,83.194000,87.296000,91.397000,95.499000,99.600000,103.702000,107.804000,111.905000,116.007000,lhfa-girls-zscore-expanded-tables(1).xlsx
6878,6878,,83.208000,87.311000,91.414000,95.518000,99.621000,103.725000,107.828000,111.931000,116.035000,lhfa-girls-zscore-expanded-tables(1).xlsx
6879,6879,,83.225000,87.329000,91.433000,95.538000,99.642000,103.746000,107.851000,111.955000,116.059000,lhfa-girls-zscore-expanded-tables(1).xlsx
6880,6880,,83.238000,87.344000,91.450000,95.557000,99.663000,103.769000,107.875000,111.981000,116.087000,lhfa-girls-zscore-expanded-tables(1).xlsx
6881,6881,,83.256000,87.363000,91.469000,95.576000,99.683000,103.790000,107.897000,112.004000,116.111000,lhfa-girls-zscore-expanded-tables(1).xlsx
6882,6882,,83.269000,87.378000,91.486000,95.595000,99.704000,103.813000,107.922000,112.031000,116.139000,lhfa-girls-zscore-expanded-tables(1).xlsx
6883,6883,,83.286000,87.396000,91.505000,95.615000,99.725000,103.834000,107.944000,112.054000,116.163000,lhfa-girls-zscore-expanded-tables(1).xlsx
6884,6884,,83.299000,87.411000,91.522000,95.634000,99.746000,103.857000,107.969000,112.080000,116.192000,lhfa-girls-zscore-expanded-tables(1).xlsx
6885,6885,,83.317000,87.429000,91.541000,95.654000,99.766000,103.879000,107.991000,112.103000,116.216000,lhfa-girls-zscore-expanded-tables(1).xlsx
6886,6886,,83.330000,87.444000,91.558000,95.673000,99.787000,103.901000,108.015000,112.130000,116.244000,lhfa-girls-zscore-expanded-tables(1).xlsx
6887,6887,,83.347000,87.462000,91.577000,95.692000,99.808000,103.923000,108.038000,112.153000,116.268000,lhfa-girls-zscore-expanded-tables(1).xlsx
6888,6888,,83.361000,87.477000,91.594000,95.711000,99.828000,103.945000,108.062000,112.179000,116.296000,lhfa-girls-zscore-expanded-tables(1).xlsx
6889,6889,,83.378000,87.496000,91.613000,95.731000,99.849000,103.967000,108.084000,112.202000,116.320000,lhfa-girls-zscore-expanded-tables(1).xlsx
6890,6890,,83.391000,87.511000,91.630000,95.750000,99.870000,103.989000,108.109000,112.228000,116.348000,lhfa-girls-zscore-expanded-tables(1).xlsx
6891,6891,,83.408000,87.529000,91.649000,95.770000,99.890000,104.011000,108.131000,112.251000,116.372000,lhfa-girls-zscore-expanded-tables(1).xlsx
6892,6892,,83.421000,87.544000,91.666000,95.788000,99.911000,104.033000,108.155000,112.278000,116.400000,lhfa-girls-zscore-expanded-tables(1).xlsx
6893,6893,,83.439000,87.562000,91.685000,95.808000,99.931000,104.054000,108.178000,112.301000,116.424000,lhfa-girls-zscore-expanded-tables(1).xlsx
6894,6894,,83.456000,87.580000,91.704000,95.828000,99.952000,104.076000,108.200000,112.324000,116.448000,lhfa-girls-zscore-expanded-tables(1).xlsx
6895,6895,,83.469000,87.595000,91.721000,95.847000,99.972000,104.098000,108.224000,112.350000,116.476000,lhfa-girls-zscore-expanded-tables(1).xlsx
6896,6896,,83.486000,87.613000,91.740000,95.866000,99.993000,104.120000,108.247000,112.373000,116.500000,lhfa-girls-zscore-expanded-tables(1).xlsx
6897,6897,,83.499000,87.628000,91.757000,95.885000,100.014000,104.142000,108.271000,112.399000,116.528000,lhfa-girls-zscore-expanded-tables(1).xlsx
6898,6898,,83.517000,87.646000,91.775000,95.905000,100.034000,104.164000,108.293000,112.422000,116.552000,lhfa-girls-zscore-expanded-tables(1).xlsx
6899,6899,,83.530000,87.661000,91.792000,95.924000,100.055000,104.186000,108.317000,112.449000,116.580000,lhfa-girls-zscore-expanded-tables(1).xlsx
6900,6900,,83.547000,87.679000,91.811000,95.943000,100.075000,104.207000,108.340000,112.472000,116.604000,lhfa-girls-zscore-expanded-tables(1).xlsx
6901,6901,,83.560000,87.694000,91.828000,95.962000,100.096000,104.230000,108.364000,112.498000,116.632000,lhfa-girls-zscore-expanded-tables(1).xlsx
6902,6902,,83.577000,87.712000,91.847000,95.982000,100.116000,104.251000,108.386000,112.521000,116.656000,lhfa-girls-zscore-expanded-tables(1).xlsx
6903,6903,,83.590000,87.727000,91.864000,96.000000,100.137000,104.274000,108.410000,112.547000,116.684000,lhfa-girls-zscore-expanded-tables(1).xlsx
6904,6904,,83.607000,87.745000,91.882000,96.020000,100.157000,104.295000,108.432000,112.570000,116.707000,lhfa-girls-zscore-expanded-tables(1).xlsx
6905,6905,,83.620000,87.760000,91.899000,96.039000,100.178000,104.317000,108.457000,112.596000,116.735000,lhfa-girls-zscore-expanded-tables(1).xlsx
6906,6906,,83.638000,87.778000,91.918000,96.058000,100.198000,104.339000,108.479000,112.619000,116.759000,lhfa-girls-zscore-expanded-tables(1).xlsx
6907,6907,,83.651000,87.793000,91.935000,96.077000,100.219000,104.361000,108.503000,112.645000,116.787000,lhfa-girls-zscore-expanded-tables(1).xlsx
6908,6908,,83.668000,87.811000,91.954000,96.097000,100.239000,104.382000,108.525000,112.668000,116.811000,lhfa-girls-zscore-expanded-tables(1).xlsx
6909,6909,,83.681000,87.826000,91.970000,96.115000,100.260000,104.405000,108.549000,112.694000,116.839000,lhfa-girls-zscore-expanded-tables(1).xlsx
6910,6910,,83.698000,87.844000,91.989000,96.135000,100.280000,104.426000,108.571000,112.717000,116.863000,lhfa-girls-zscore-expanded-tables(1).xlsx
6911,6911,,83.711000,87.858000,92.006000,96.153000,100.301000,104.448000,108.596000,112.743000,116.890000,lhfa-girls-zscore-expanded-tables(1).xlsx
6912,6912,,83.728000,87.876000,92.025000,96.173000,100.321000,104.469000,108.618000,112.766000,116.914000,lhfa-girls-zscore-expanded-tables(1).xlsx
6913,6913,,83.741000,87.891000,92.041000,96.191000,100.342000,104.492000,108.642000,112.792000,116.942000,lhfa-girls-zscore-expanded-tables(1).xlsx
6914,6914,,83.758000,87.909000,92.060000,96.211000,100.362000,104.513000,108.664000,112.815000,116.966000,lhfa-girls-zscore-expanded-tables(1).xlsx
6915,6915,,83.771000,87.924000,92.077000,96.230000,100.382000,104.535000,108.688000,112.841000,116.994000,lhfa-girls-zscore-expanded-tables(1).xlsx
6916,6916,,83.788000,87.942000,92.095000,96.249000,100.403000,104.556000,108.710000,112.864000,117.017000,lhfa-girls-zscore-expanded-tables(1).xlsx
6917,6917,,83.801000,87.957000,92.112000,96.268000,100.423000,104.579000,108.734000,112.890000,117.045000,lhfa-girls-zscore-expanded-tables(1).xlsx
6918,6918,,83.818000,87.975000,92.131000,96.287000,100.444000,104.600000,108.756000,112.913000,117.069000,lhfa-girls-zscore-expanded-tables(1).xlsx
6919,6919,,83.831000,87.989000,92.148000,96.306000,100.464000,104.622000,108.780000,112.939000,117.097000,lhfa-girls-zscore-expanded-tables(1).xlsx
6920,6920,,83.848000,88.007000,92.166000,96.325000,100.484000,104.643000,108.802000,112.961000,117.120000,lhfa-girls-zscore-expanded-tables(1).xlsx
6921,6921,,83.861000,88.022000,92.183000,96.344000,100.505000,104.666000,108.826000,112.987000,117.148000,lhfa-girls-zscore-expanded-tables(1).xlsx
6922,6922,,83.878000,88.040000,92.202000,96.363000,100.525000,104.687000,108.848000,113.010000,117.172000,lhfa-girls-zscore-expanded-tables(1).xlsx
6923,6923,,83.891000,88.055000,92.218000,96.382000,100.545000,104.709000,108.873000,113.036000,117.200000,lhfa-girls-zscore-expanded-tables(1).xlsx
6924,6924,,83.908000,88.072000,92.237000,96.401000,100.566000,104.730000,108.895000,113.059000,117.223000,lhfa-girls-zscore-expanded-tables(1).xlsx
6925,6925,,83.921000,88.087000,92.253000,96.420000,100.586000,104.752000,108.919000,113.085000,117.251000,lhfa-girls-zscore-expanded-tables(1).xlsx
6926,6926,,83.938000,88.105000,92.272000,96.439000,100.606000,104.773000,108.941000,113.108000,117.275000,lhfa-girls-zscore-expanded-tables(1).xlsx
6927,6927,,83.951000,88.120000,92.289000,96.458000,100.627000,104.796000,108.965000,113.133000,117.302000,lhfa-girls-zscore-expanded-tables(1).xlsx
6928,6928,,83.968000,88.137000,92.307000,96.477000,100.647000,104.817000,108.987000,113.156000,117.326000,lhfa-girls-zscore-expanded-tables(1).xlsx
6929,6929,,83.981000,88.152000,92.324000,96.496000,100.667000,104.839000,109.010000,113.182000,117.354000,lhfa-girls-zscore-expanded-tables(1).xlsx
6930,6930,,83.998000,88.170000,92.343000,96.515000,100.688000,104.860000,109.032000,113.205000,117.377000,lhfa-girls-zscore-expanded-tables(1).xlsx
6931,6931,,84.010000,88.185000,92.359000,96.533000,100.708000,104.882000,109.056000,113.231000,117.405000,lhfa-girls-zscore-expanded-tables(1).xlsx
6932,6932,,84.027000,88.202000,92.378000,96.553000,100.728000,104.903000,109.078000,113.254000,117.429000,lhfa-girls-zscore-expanded-tables(1).xlsx
6933,6933,,84.040000,88.217000,92.394000,96.571000,100.748000,104.925000,109.102000,113.279000,117.456000,lhfa-girls-zscore-expanded-tables(1).xlsx
6934,6934,,84.057000,88.235000,92.413000,96.591000,100.768000,104.946000,109.124000,113.302000,117.480000,lhfa-girls-zscore-expanded-tables(1).xlsx
6935,6935,,84.074000,88.253000,92.431000,96.610000,100.789000,104.967000,109.146000,113.325000,117.503000,lhfa-girls-zscore-expanded-tables(1).xlsx
6936,6936,,84.087000,88.267000,92.448000,96.628000,100.809000,104.989000,109.170000,113.351000,117.531000,lhfa-girls-zscore-expanded-tables(1).xlsx
6937,6937,,84.104000,88.285000,92.466000,96.648000,100.829000,105.010000,109.192000,113.373000,117.555000,lhfa-girls-zscore-expanded-tables(1).xlsx
6938,6938,,84.116000,88.300000,92.483000,96.666000,100.849000,105.033000,109.216000,113.399000,117.582000,lhfa-girls-zscore-expanded-tables(1).xlsx
6939,6939,,84.133000,88.317000,92.501000,96.685000,100.870000,105.054000,109.238000,113.422000,117.606000,lhfa-girls-zscore-expanded-tables(1).xlsx
6940,6940,,84.146000,88.332000,92.518000,96.704000,100.890000,105.076000,109.262000,113.447000,117.633000,lhfa-girls-zscore-expanded-tables(1).xlsx
6941,6941,,84.163000,88.350000,92.536000,96.723000,100.910000,105.097000,109.283000,113.470000,117.657000,lhfa-girls-zscore-expanded-tables(1).xlsx
6942,6942,,84.176000,88.364000,92.553000,96.742000,100.930000,105.119000,109.307000,113.496000,117.684000,lhfa-girls-zscore-expanded-tables(1).xlsx
6943,6943,,84.192000,88.382000,92.571000,96.761000,100.950000,105.140000,109.329000,113.518000,117.708000,lhfa-girls-zscore-expanded-tables(1).xlsx
6944,6944,,84.205000,88.397000,92.588000,96.779000,100.970000,105.162000,109.353000,113.544000,117.736000,lhfa-girls-zscore-expanded-tables(1).xlsx
6945,6945,,84.222000,88.414000,92.606000,96.798000,100.990000,105.183000,109.375000,113.567000,117.759000,lhfa-girls-zscore-expanded-tables(1).xlsx
6946,6946,,84.235000,88.429000,92.623000,96.817000,101.011000,105.205000,109.399000,113.593000,117.787000,lhfa-girls-zscore-expanded-tables(1).xlsx
6947,6947,,84.252000,88.446000,92.641000,96.836000,101.031000,105.226000,109.420000,113.615000,117.810000,lhfa-girls-zscore-expanded-tables(1).xlsx
