id,punto_id,fuente_archivo,p01,p1,p3,p5,p10,p15,p25,p50,p75,p85,p90,p95,p97,p99,p999
2963,2963,bfa-girls-percentiles-expanded-tables.xlsx,12.035000,12.750000,13.198000,13.445000,13.840000,14.117000,14.543000,15.391000,16.320000,16.855000,17.234000,17.819000,18.216000,19.005000,20.489000
2964,2964,bfa-girls-percentiles-expanded-tables.xlsx,12.034000,12.749000,13.197000,13.444000,13.840000,14.117000,14.542000,15.391000,16.320000,16.855000,17.233000,17.819000,18.216000,19.005000,20.489000
2965,2965,bfa-girls-percentiles-expanded-tables.xlsx,12.033000,12.748000,13.196000,13.443000,13.839000,14.116000,14.542000,15.390000,16.319000,16.855000,17.233000,17.819000,18.216000,19.005000,20.490000
2966,2966,bfa-girls-percentiles-expanded-tables.xlsx,12.032000,12.747000,13.195000,13.443000,13.838000,14.115000,14.541000,15.390000,16.319000,16.854000,17.233000,17.819000,18.216000,19.005000,20.490000
2967,2967,bfa-girls-percentiles-expanded-tables.xlsx,12.031000,12.746000,13.194000,13.442000,13.837000,14.115000,14.540000,15.389000,16.318000,16.854000,17.232000,17.818000,18.216000,19.005000,20.490000
2968,2968,bfa-girls-percentiles-expanded-tables.xlsx,12.031000,12.746000,13.194000,13.441000,13.837000,14.114000,14.540000,15.389000,16.318000,16.853000,17.232000,17.818000,18.215000,19.005000,20.490000
2969,2969,bfa-girls-percentiles-expanded-tables.xlsx,12.030000,12.745000,13.193000,13.441000,13.836000,14.113000,14.539000,15.388000,16.317000,16.853000,17.231000,17.817000,18.215000,19.005000,20.490000
2970,2970,bfa-girls-percentiles-expanded-tables.xlsx,12.029000,12.744000,13.192000,13.440000,13.835000,14.113000,14.538000,15.387000,16.317000,16.852000,17.231000,17.817000,18.215000,19.004000,20.490000
2971,2971,bfa-girls-percentiles-expanded-tables.xlsx,12.028000,12.743000,13.192000,13.439000,13.835000,14.112000,14.538000,15.387000,16.316000,16.852000,17.231000,17.817000,18.214000,19.004000,20.490000
2972,2972,bfa-girls-percentiles-expanded-tables.xlsx,12.028000,12.743000,13.191000,13.438000,13.834000,14.111000,14.537000,15.386000,16.316000,16.852000,17.230000,17.816000,18.214000,19.004000,20.490000
2973,2973,bfa-girls-percentiles-expanded-tables.xlsx,12.027000,12.742000,13.190000,13.438000,13.833000,14.111000,14.536000,15.386000,16.315000,16.851000,17.230000,17.816000,18.214000,19.004000,20.490000
2974,2974,bfa-girls-percentiles-expanded-tables.xlsx,12.026000,12.741000,13.189000,13.437000,13.833000,14.110000,14.536000,15.385000,16.315000,16.851000,17.230000,17.816000,18.214000,19.004000,20.490000
2975,2975,bfa-girls-percentiles-expanded-tables.xlsx,12.025000,12.740000,13.189000,13.436000,13.832000,14.109000,14.535000,15.385000,16.315000,16.850000,17.229000,17.816000,18.214000,19.004000,20.490000
2976,2976,bfa-girls-percentiles-expanded-tables.xlsx,12.024000,12.739000,13.188000,13.435000,13.831000,14.109000,14.535000,15.384000,16.314000,16.850000,17.229000,17.815000,18.213000,19.004000,20.490000
2977,2977,bfa-girls-percentiles-expanded-tables.xlsx,12.024000,12.739000,13.187000,13.435000,13.831000,14.108000,14.534000,15.384000,16.314000,16.850000,17.229000,17.815000,18.213000,19.004000,20.490000
2978,2978,bfa-girls-percentiles-expanded-tables.xlsx,12.023000,12.738000,13.186000,13.434000,13.830000,14.107000,14.533000,15.383000,16.313000,16.849000,17.228000,17.815000,18.213000,19.003000,20.490000
2979,2979,bfa-girls-percentiles-expanded-tables.xlsx,12.022000,12.737000,13.186000,13.433000,13.829000,14.107000,14.533000,15.382000,16.313000,16.849000,17.228000,17.815000,18.213000,19.004000,20.491000
2980,2980,bfa-girls-percentiles-expanded-tables.xlsx,12.021000,12.736000,13.185000,13.432000,13.828000,14.106000,14.532000,15.382000,16.312000,16.849000,17.228000,17.814000,18.213000,19.004000,20.491000
2981,2981,bfa-girls-percentiles-expanded-tables.xlsx,12.020000,12.736000,13.184000,13.432000,13.828000,14.105000,14.531000,15.381000,16.312000,16.848000,17.227000,17.814000,18.212000,19.003000,20.491000
2982,2982,bfa-girls-percentiles-expanded-tables.xlsx,12.019000,12.735000,13.184000,13.431000,13.827000,14.105000,14.531000,15.381000,16.311000,16.848000,17.227000,17.814000,18.212000,19.003000,20.491000
2983,2983,bfa-girls-percentiles-expanded-tables.xlsx,12.019000,12.734000,13.183000,13.430000,13.826000,14.104000,14.530000,15.380000,16.311000,16.847000,17.226000,17.814000,18.212000,19.003000,20.491000
2984,2984,bfa-girls-percentiles-expanded-tables.xlsx,12.018000,12.733000,13.182000,13.430000,13.826000,14.103000,14.529000,15.380000,16.311000,16.847000,17.226000,17.814000,18.212000,19.003000,20.492000
2985,2985,bfa-girls-percentiles-expanded-tables.xlsx,12.017000,12.732000,13.181000,13.429000,13.825000,14.103000,14.529000,15.379000,16.310000,16.847000,17.226000,17.813000,18.212000,19.003000,20.492000
2986,2986,bfa-girls-percentiles-expanded-tables.xlsx,12.016000,12.732000,13.180000,13.428000,13.824000,14.102000,14.528000,15.379000,16.310000,16.846000,17.226000,17.813000,18.211000,19.003000,20.492000
2987,2987,bfa-girls-percentiles-expanded-tables.xlsx,12.015000,12.731000,13.180000,13.428000,13.824000,14.101000,14.528000,15.378000,16.309000,16.846000,17.225000,17.813000,18.211000,19.003000,20.492000
2988,2988,bfa-girls-percentiles-expanded-tables.xlsx,12.014000,12.730000,13.179000,13.427000,13.823000,14.101000,14.527000,15.378000,16.309000,16.846000,17.225000,17.813000,18.211000,19.003000,20.493000
2989,2989,bfa-girls-percentiles-expanded-tables.xlsx,12.014000,12.729000,13.178000,13.426000,13.822000,14.100000,14.526000,15.377000,16.308000,16.845000,17.225000,17.812000,18.211000,19.003000,20.493000
2990,2990,bfa-girls-percentiles-expanded-tables.xlsx,12.013000,12.729000,13.177000,13.425000,13.821000,14.099000,14.526000,15.376000,16.308000,16.845000,17.224000,17.812000,18.211000,19.003000,20.493000
2991,2991,bfa-girls-percentiles-expanded-tables.xlsx,12.012000,12.728000,13.177000,13.425000,13.821000,14.099000,14.525000,15.376000,16.307000,16.844000,17.224000,17.812000,18.210000,19.003000,20.493000
2992,2992,bfa-girls-percentiles-expanded-tables.xlsx,12.011000,12.727000,13.176000,13.424000,13.820000,14.098000,14.524000,15.375000,16.307000,16.844000,17.224000,17.812000,18.211000,19.003000,20.494000
2993,2993,bfa-girls-percentiles-expanded-tables.xlsx,12.010000,12.726000,13.175000,13.423000,13.819000,14.097000,14.524000,15.375000,16.307000,16.844000,17.223000,17.811000,18.210000,19.003000,20.494000
2994,2994,bfa-girls-percentiles-expanded-tables.xlsx,12.010000,12.726000,13.175000,13.422000,13.819000,14.097000,14.523000,15.374000,16.306000,16.843000,17.223000,17.811000,18.210000,19.003000,20.494000
2995,2995,bfa-girls-percentiles-expanded-tables.xlsx,12.009000,12.725000,13.174000,13.422000,13.818000,14.096000,14.523000,15.374000,16.306000,16.843000,17.223000,17.811000,18.210000,19.003000,20.494000
2996,2996,bfa-girls-percentiles-expanded-tables.xlsx,12.008000,12.724000,13.173000,13.421000,13.817000,14.095000,14.522000,15.373000,16.306000,16.843000,17.223000,17.811000,18.210000,19.003000,20.495000
2997,2997,bfa-girls-percentiles-expanded-tables.xlsx,12.007000,12.723000,13.172000,13.420000,13.817000,14.095000,14.521000,15.373000,16.305000,16.842000,17.222000,17.811000,18.210000,19.003000,20.495000
2998,2998,bfa-girls-percentiles-expanded-tables.xlsx,12.006000,12.722000,13.172000,13.420000,13.816000,14.094000,14.521000,15.372000,16.305000,16.842000,17.222000,17.810000,18.210000,19.003000,20.495000
2999,2999,bfa-girls-percentiles-expanded-tables.xlsx,12.005000,12.721000,13.171000,13.419000,13.815000,14.093000,14.520000,15.372000,16.304000,16.842000,17.222000,17.810000,18.210000,19.003000,20.496000
3000,3000,bfa-girls-percentiles-expanded-tables.xlsx,12.005000,12.721000,13.170000,13.418000,13.815000,14.093000,14.520000,15.371000,16.304000,16.841000,17.222000,17.810000,18.209000,19.003000,20.496000
3001,3001,bfa-girls-percentiles-expanded-tables.xlsx,12.004000,12.720000,13.169000,13.417000,13.814000,14.092000,14.519000,15.371000,16.303000,16.841000,17.221000,17.810000,18.209000,19.003000,20.496000
3002,3002,bfa-girls-percentiles-expanded-tables.xlsx,12.003000,12.719000,13.169000,13.417000,13.813000,14.091000,14.518000,15.370000,16.303000,16.841000,17.221000,17.810000,18.209000,19.003000,20.496000
3003,3003,bfa-girls-percentiles-expanded-tables.xlsx,12.002000,12.718000,13.168000,13.416000,13.813000,14.091000,14.518000,15.370000,16.303000,16.840000,17.221000,17.810000,18.209000,19.003000,20.496000
3004,3004,bfa-girls-percentiles-expanded-tables.xlsx,12.001000,12.718000,13.167000,13.415000,13.812000,14.090000,14.517000,15.369000,16.302000,16.840000,17.220000,17.809000,18.209000,19.003000,20.497000
3005,3005,bfa-girls-percentiles-expanded-tables.xlsx,12.000000,12.717000,13.166000,13.414000,13.811000,14.089000,14.516000,15.369000,16.302000,16.840000,17.220000,17.809000,18.209000,19.003000,20.497000
3006,3006,bfa-girls-percentiles-expanded-tables.xlsx,12.000000,12.716000,13.166000,13.414000,13.811000,14.089000,14.516000,15.368000,16.301000,16.840000,17.220000,17.809000,18.209000,19.003000,20.497000
3007,3007,bfa-girls-percentiles-expanded-tables.xlsx,11.999000,12.715000,13.165000,13.413000,13.810000,14.088000,14.515000,15.368000,16.301000,16.839000,17.220000,17.809000,18.209000,19.003000,20.498000
3008,3008,bfa-girls-percentiles-expanded-tables.xlsx,11.998000,12.715000,13.164000,13.412000,13.809000,14.087000,14.515000,15.367000,16.301000,16.839000,17.220000,17.809000,18.209000,19.003000,20.498000
3009,3009,bfa-girls-percentiles-expanded-tables.xlsx,11.997000,12.714000,13.163000,13.412000,13.809000,14.087000,14.514000,15.367000,16.300000,16.839000,17.219000,17.809000,18.209000,19.003000,20.498000
3010,3010,bfa-girls-percentiles-expanded-tables.xlsx,11.996000,12.713000,13.163000,13.411000,13.808000,14.086000,14.514000,15.366000,16.300000,16.838000,17.219000,17.808000,18.208000,19.003000,20.498000
3011,3011,bfa-girls-percentiles-expanded-tables.xlsx,11.995000,12.712000,13.162000,13.410000,13.807000,14.085000,14.513000,15.366000,16.300000,16.838000,17.219000,17.808000,18.208000,19.003000,20.499000
3012,3012,bfa-girls-percentiles-expanded-tables.xlsx,11.995000,12.712000,13.161000,13.410000,13.806000,14.085000,14.512000,15.365000,16.299000,16.838000,17.218000,17.808000,18.208000,19.003000,20.499000
3013,3013,bfa-girls-percentiles-expanded-tables.xlsx,11.994000,12.711000,13.161000,13.409000,13.806000,14.084000,14.512000,15.365000,16.299000,16.837000,17.218000,17.808000,18.208000,19.003000,20.499000
3014,3014,bfa-girls-percentiles-expanded-tables.xlsx,11.993000,12.710000,13.160000,13.408000,13.805000,14.084000,14.511000,15.364000,16.299000,16.837000,17.218000,17.808000,18.208000,19.004000,20.500000
3015,3015,bfa-girls-percentiles-expanded-tables.xlsx,11.992000,12.709000,13.159000,13.407000,13.804000,14.083000,14.510000,15.364000,16.298000,16.837000,17.218000,17.808000,18.208000,19.003000,20.500000
3016,3016,bfa-girls-percentiles-expanded-tables.xlsx,11.991000,12.708000,13.158000,13.407000,13.804000,14.082000,14.510000,15.363000,16.298000,16.837000,17.218000,17.808000,18.208000,19.004000,20.501000
3017,3017,bfa-girls-percentiles-expanded-tables.xlsx,11.990000,12.708000,13.157000,13.406000,13.803000,14.082000,14.509000,15.363000,16.297000,16.836000,17.217000,17.807000,18.208000,19.004000,20.501000
3018,3018,bfa-girls-percentiles-expanded-tables.xlsx,11.989000,12.707000,13.157000,13.405000,13.802000,14.081000,14.509000,15.362000,16.297000,16.836000,17.217000,17.808000,18.208000,19.004000,20.502000
3019,3019,bfa-girls-percentiles-expanded-tables.xlsx,11.989000,12.706000,13.156000,13.404000,13.802000,14.080000,14.508000,15.362000,16.297000,16.836000,17.217000,17.807000,18.208000,19.004000,20.502000
3020,3020,bfa-girls-percentiles-expanded-tables.xlsx,11.988000,12.705000,13.155000,13.404000,13.801000,14.080000,14.507000,15.361000,16.296000,16.835000,17.217000,17.807000,18.208000,19.004000,20.502000
3021,3021,bfa-girls-percentiles-expanded-tables.xlsx,11.987000,12.704000,13.154000,13.403000,13.800000,14.079000,14.507000,15.361000,16.296000,16.835000,17.217000,17.807000,18.208000,19.004000,20.503000
3022,3022,bfa-girls-percentiles-expanded-tables.xlsx,11.986000,12.704000,13.154000,13.402000,13.800000,14.078000,14.506000,15.360000,16.296000,16.835000,17.216000,17.807000,18.208000,19.004000,20.503000
3023,3023,bfa-girls-percentiles-expanded-tables.xlsx,11.985000,12.703000,13.153000,13.402000,13.799000,14.078000,14.506000,15.360000,16.295000,16.835000,17.216000,17.807000,18.208000,19.005000,20.504000
3024,3024,bfa-girls-percentiles-expanded-tables.xlsx,11.985000,12.702000,13.152000,13.401000,13.798000,14.077000,14.505000,15.359000,16.295000,16.834000,17.216000,17.807000,18.208000,19.005000,20.504000
3025,3025,bfa-girls-percentiles-expanded-tables.xlsx,11.984000,12.701000,13.151000,13.400000,13.798000,14.076000,14.504000,15.359000,16.295000,16.834000,17.216000,17.807000,18.208000,19.005000,20.505000
3026,3026,bfa-girls-percentiles-expanded-tables.xlsx,11.983000,12.701000,13.151000,13.399000,13.797000,14.076000,14.504000,15.358000,16.294000,16.834000,17.215000,17.807000,18.208000,19.005000,20.505000
3027,3027,bfa-girls-percentiles-expanded-tables.xlsx,11.982000,12.700000,13.150000,13.399000,13.796000,14.075000,14.503000,15.358000,16.294000,16.834000,17.215000,17.807000,18.208000,19.005000,20.506000
3028,3028,bfa-girls-percentiles-expanded-tables.xlsx,11.981000,12.699000,13.149000,13.398000,13.796000,14.074000,14.503000,15.357000,16.293000,16.833000,17.215000,17.806000,18.208000,19.005000,20.506000
3029,3029,bfa-girls-percentiles-expanded-tables.xlsx,11.980000,12.698000,13.149000,13.397000,13.795000,14.074000,14.502000,15.357000,16.293000,16.833000,17.215000,17.806000,18.207000,19.005000,20.506000
3030,3030,bfa-girls-percentiles-expanded-tables.xlsx,11.979000,12.697000,13.148000,13.397000,13.794000,14.073000,14.502000,15.356000,16.293000,16.833000,17.215000,17.806000,18.208000,19.005000,20.507000
3031,3031,bfa-girls-percentiles-expanded-tables.xlsx,11.979000,12.697000,13.147000,13.396000,13.794000,14.073000,14.501000,15.356000,16.292000,16.833000,17.214000,17.806000,18.207000,19.005000,20.507000
3032,3032,bfa-girls-percentiles-expanded-tables.xlsx,11.978000,12.696000,13.146000,13.395000,13.793000,14.072000,14.500000,15.355000,16.292000,16.832000,17.214000,17.806000,18.208000,19.006000,20.508000
3033,3033,bfa-girls-percentiles-expanded-tables.xlsx,11.977000,12.695000,13.146000,13.394000,13.792000,14.071000,14.500000,15.355000,16.292000,16.832000,17.214000,17.806000,18.207000,19.006000,20.508000
3034,3034,bfa-girls-percentiles-expanded-tables.xlsx,11.976000,12.694000,13.145000,13.394000,13.792000,14.071000,14.499000,15.354000,16.292000,16.832000,17.214000,17.806000,18.208000,19.006000,20.509000
3035,3035,bfa-girls-percentiles-expanded-tables.xlsx,11.975000,12.694000,13.144000,13.393000,13.791000,14.070000,14.499000,15.354000,16.291000,16.832000,17.214000,17.806000,18.207000,19.006000,20.509000
3036,3036,bfa-girls-percentiles-expanded-tables.xlsx,11.974000,12.693000,13.143000,13.392000,13.790000,14.069000,14.498000,15.354000,16.291000,16.831000,17.214000,17.806000,18.208000,19.006000,20.510000
3037,3037,bfa-girls-percentiles-expanded-tables.xlsx,11.974000,12.692000,13.143000,13.392000,13.790000,14.069000,14.497000,15.353000,16.290000,16.831000,17.213000,17.806000,18.207000,19.006000,20.510000
3038,3038,bfa-girls-percentiles-expanded-tables.xlsx,11.973000,12.691000,13.142000,13.391000,13.789000,14.068000,14.497000,15.353000,16.290000,16.831000,17.213000,17.806000,18.208000,19.007000,20.511000
3039,3039,bfa-girls-percentiles-expanded-tables.xlsx,11.972000,12.690000,13.141000,13.390000,13.788000,14.067000,14.496000,15.352000,16.290000,16.831000,17.213000,17.806000,18.208000,19.007000,20.512000
3040,3040,bfa-girls-percentiles-expanded-tables.xlsx,11.971000,12.689000,13.140000,13.389000,13.788000,14.067000,14.496000,15.352000,16.290000,16.830000,17.213000,17.806000,18.208000,19.007000,20.512000
3041,3041,bfa-girls-percentiles-expanded-tables.xlsx,11.970000,12.689000,13.139000,13.389000,13.787000,14.066000,14.495000,15.351000,16.289000,16.830000,17.213000,17.806000,18.208000,19.007000,20.513000
3042,3042,bfa-girls-percentiles-expanded-tables.xlsx,11.969000,12.688000,13.139000,13.388000,13.786000,14.066000,14.495000,15.351000,16.289000,16.830000,17.213000,17.805000,18.208000,19.007000,20.513000
3043,3043,bfa-girls-percentiles-expanded-tables.xlsx,11.968000,12.687000,13.138000,13.387000,13.785000,14.065000,14.494000,15.350000,16.289000,16.830000,17.213000,17.806000,18.208000,19.008000,20.514000
3044,3044,bfa-girls-percentiles-expanded-tables.xlsx,11.968000,12.686000,13.137000,13.386000,13.785000,14.064000,14.493000,15.350000,16.288000,16.830000,17.212000,17.805000,18.208000,19.008000,20.514000
3045,3045,bfa-girls-percentiles-expanded-tables.xlsx,11.967000,12.685000,13.137000,13.386000,13.784000,14.064000,14.493000,15.349000,16.288000,16.829000,17.212000,17.805000,18.208000,19.008000,20.515000
3046,3046,bfa-girls-percentiles-expanded-tables.xlsx,11.966000,12.685000,13.136000,13.385000,13.784000,14.063000,14.492000,15.349000,16.288000,16.829000,17.212000,17.805000,18.208000,19.008000,20.515000
3047,3047,bfa-girls-percentiles-expanded-tables.xlsx,11.965000,12.684000,13.135000,13.384000,13.783000,14.062000,14.492000,15.348000,16.287000,16.829000,17.212000,17.805000,18.208000,19.009000,20.516000
3048,3048,bfa-girls-percentiles-expanded-tables.xlsx,11.964000,12.683000,13.134000,13.383000,13.782000,14.062000,14.491000,15.348000,16.287000,16.829000,17.212000,17.805000,18.208000,19.009000,20.517000
3049,3049,bfa-girls-percentiles-expanded-tables.xlsx,11.963000,12.682000,13.134000,13.383000,13.782000,14.061000,14.490000,15.348000,16.287000,16.829000,17.212000,17.805000,18.208000,19.009000,20.517000
3050,3050,bfa-girls-percentiles-expanded-tables.xlsx,11.962000,12.681000,13.133000,13.382000,13.781000,14.060000,14.490000,15.347000,16.286000,16.828000,17.212000,17.805000,18.208000,19.009000,20.518000
3051,3051,bfa-girls-percentiles-expanded-tables.xlsx,11.961000,12.681000,13.132000,13.381000,13.780000,14.060000,14.489000,15.347000,16.286000,16.828000,17.211000,17.805000,18.208000,19.009000,20.518000
3052,3052,bfa-girls-percentiles-expanded-tables.xlsx,11.961000,12.680000,13.131000,13.381000,13.779000,14.059000,14.489000,15.346000,16.286000,16.828000,17.211000,17.805000,18.208000,19.010000,20.519000
3053,3053,bfa-girls-percentiles-expanded-tables.xlsx,11.960000,12.679000,13.131000,13.380000,13.779000,14.059000,14.488000,15.346000,16.285000,16.828000,17.211000,17.805000,18.208000,19.010000,20.519000
3054,3054,bfa-girls-percentiles-expanded-tables.xlsx,11.959000,12.678000,13.130000,13.379000,13.778000,14.058000,14.488000,15.345000,16.285000,16.828000,17.211000,17.805000,18.208000,19.010000,20.520000
3055,3055,bfa-girls-percentiles-expanded-tables.xlsx,11.958000,12.678000,13.129000,13.379000,13.777000,14.057000,14.487000,15.345000,16.285000,16.827000,17.211000,17.805000,18.209000,19.011000,20.521000
3056,3056,bfa-girls-percentiles-expanded-tables.xlsx,11.957000,12.677000,13.128000,13.378000,13.777000,14.057000,14.486000,15.344000,16.285000,16.827000,17.211000,17.805000,18.209000,19.011000,20.521000
3057,3057,bfa-girls-percentiles-expanded-tables.xlsx,11.956000,12.676000,13.128000,13.377000,13.776000,14.056000,14.486000,15.344000,16.284000,16.827000,17.211000,17.805000,18.209000,19.011000,20.522000
3058,3058,bfa-girls-percentiles-expanded-tables.xlsx,11.955000,12.675000,13.127000,13.376000,13.775000,14.055000,14.485000,15.343000,16.284000,16.827000,17.211000,17.805000,18.209000,19.011000,20.523000
3059,3059,bfa-girls-percentiles-expanded-tables.xlsx,11.955000,12.674000,13.126000,13.376000,13.775000,14.055000,14.485000,15.343000,16.284000,16.827000,17.210000,17.805000,18.209000,19.011000,20.523000
3060,3060,bfa-girls-percentiles-expanded-tables.xlsx,11.954000,12.673000,13.125000,13.375000,13.774000,14.054000,14.484000,15.343000,16.284000,16.826000,17.210000,17.805000,18.209000,19.012000,20.524000
3061,3061,bfa-girls-percentiles-expanded-tables.xlsx,11.953000,12.673000,13.125000,13.374000,13.774000,14.054000,14.484000,15.342000,16.283000,16.826000,17.210000,17.805000,18.209000,19.012000,20.524000
3062,3062,bfa-girls-percentiles-expanded-tables.xlsx,11.952000,12.672000,13.124000,13.374000,13.773000,14.053000,14.483000,15.342000,16.283000,16.826000,17.210000,17.805000,18.209000,19.012000,20.525000
3063,3063,bfa-girls-percentiles-expanded-tables.xlsx,11.951000,12.671000,13.123000,13.373000,13.772000,14.052000,14.482000,15.341000,16.283000,16.826000,17.210000,17.805000,18.209000,19.013000,20.526000
3064,3064,bfa-girls-percentiles-expanded-tables.xlsx,11.950000,12.671000,13.123000,13.372000,13.772000,14.052000,14.482000,15.341000,16.282000,16.826000,17.210000,17.805000,18.209000,19.013000,20.526000
3065,3065,bfa-girls-percentiles-expanded-tables.xlsx,11.949000,12.670000,13.122000,13.371000,13.771000,14.051000,14.481000,15.340000,16.282000,16.825000,17.210000,17.805000,18.209000,19.013000,20.527000
3066,3066,bfa-girls-percentiles-expanded-tables.xlsx,11.948000,12.669000,13.121000,13.371000,13.770000,14.050000,14.481000,15.340000,16.282000,16.825000,17.210000,17.805000,18.210000,19.014000,20.528000
3067,3067,bfa-girls-percentiles-expanded-tables.xlsx,11.948000,12.668000,13.120000,13.370000,13.770000,14.050000,14.480000,15.340000,16.282000,16.825000,17.210000,17.805000,18.210000,19.014000,20.528000
3068,3068,bfa-girls-percentiles-expanded-tables.xlsx,11.947000,12.667000,13.119000,13.369000,13.769000,14.049000,14.480000,15.339000,16.281000,16.825000,17.209000,17.805000,18.210000,19.014000,20.529000
3069,3069,bfa-girls-percentiles-expanded-tables.xlsx,11.946000,12.666000,13.119000,13.368000,13.768000,14.048000,14.479000,15.339000,16.281000,16.825000,17.209000,17.805000,18.210000,19.014000,20.530000
3070,3070,bfa-girls-percentiles-expanded-tables.xlsx,11.945000,12.666000,13.118000,13.368000,13.768000,14.048000,14.478000,15.338000,16.281000,16.825000,17.209000,17.805000,18.210000,19.014000,20.530000
3071,3071,bfa-girls-percentiles-expanded-tables.xlsx,11.944000,12.665000,13.117000,13.367000,13.767000,14.047000,14.478000,15.338000,16.280000,16.824000,17.209000,17.805000,18.210000,19.015000,20.531000
3072,3072,bfa-girls-percentiles-expanded-tables.xlsx,11.943000,12.664000,13.116000,13.366000,13.766000,14.046000,14.477000,15.337000,16.280000,16.824000,17.209000,17.806000,18.210000,19.015000,20.532000
3073,3073,bfa-girls-percentiles-expanded-tables.xlsx,11.942000,12.663000,13.116000,13.366000,13.766000,14.046000,14.477000,15.337000,16.280000,16.824000,17.209000,17.805000,18.210000,19.015000,20.532000
3074,3074,bfa-girls-percentiles-expanded-tables.xlsx,11.941000,12.662000,13.115000,13.365000,13.765000,14.045000,14.476000,15.336000,16.280000,16.824000,17.209000,17.805000,18.210000,19.016000,20.533000
3075,3075,bfa-girls-percentiles-expanded-tables.xlsx,11.940000,12.662000,13.114000,13.364000,13.764000,14.045000,14.476000,15.336000,16.279000,16.824000,17.209000,17.806000,18.211000,19.016000,20.534000
3076,3076,bfa-girls-percentiles-expanded-tables.xlsx,11.940000,12.661000,13.114000,13.364000,13.764000,14.044000,14.475000,15.336000,16.279000,16.824000,17.209000,17.805000,18.211000,19.016000,20.534000
3077,3077,bfa-girls-percentiles-expanded-tables.xlsx,11.939000,12.660000,13.113000,13.363000,13.763000,14.043000,14.474000,15.335000,16.279000,16.824000,17.209000,17.806000,18.211000,19.017000,20.535000
3078,3078,bfa-girls-percentiles-expanded-tables.xlsx,11.938000,12.659000,13.112000,13.362000,13.762000,14.043000,14.474000,15.335000,16.279000,16.823000,17.209000,17.806000,18.211000,19.017000,20.536000
3079,3079,bfa-girls-percentiles-expanded-tables.xlsx,11.937000,12.658000,13.111000,13.361000,13.761000,14.042000,14.473000,15.334000,16.278000,16.823000,17.209000,17.806000,18.211000,19.018000,20.537000
3080,3080,bfa-girls-percentiles-expanded-tables.xlsx,11.936000,12.658000,13.111000,13.361000,13.761000,14.042000,14.473000,15.334000,16.278000,16.823000,17.208000,17.806000,18.211000,19.018000,20.537000
3081,3081,bfa-girls-percentiles-expanded-tables.xlsx,11.935000,12.657000,13.110000,13.360000,13.760000,14.041000,14.472000,15.334000,16.278000,16.823000,17.208000,17.806000,18.212000,19.018000,20.538000
3082,3082,bfa-girls-percentiles-expanded-tables.xlsx,11.934000,12.656000,13.109000,13.359000,13.759000,14.040000,14.472000,15.333000,16.278000,16.823000,17.209000,17.806000,18.212000,19.019000,20.539000
3083,3083,bfa-girls-percentiles-expanded-tables.xlsx,11.934000,12.655000,13.108000,13.359000,13.759000,14.040000,14.471000,15.333000,16.277000,16.823000,17.208000,17.806000,18.212000,19.019000,20.539000
3084,3084,bfa-girls-percentiles-expanded-tables.xlsx,11.933000,12.654000,13.107000,13.358000,13.758000,14.039000,14.471000,15.332000,16.277000,16.822000,17.208000,17.806000,18.212000,19.019000,20.540000
3085,3085,bfa-girls-percentiles-expanded-tables.xlsx,11.932000,12.654000,13.107000,13.357000,13.757000,14.038000,14.470000,15.332000,16.277000,16.822000,17.208000,17.806000,18.212000,19.020000,20.541000
3086,3086,bfa-girls-percentiles-expanded-tables.xlsx,11.931000,12.653000,13.106000,13.356000,13.757000,14.038000,14.469000,15.331000,16.277000,16.822000,17.208000,17.806000,18.212000,19.020000,20.542000
3087,3087,bfa-girls-percentiles-expanded-tables.xlsx,11.930000,12.652000,13.105000,13.356000,13.756000,14.037000,14.469000,15.331000,16.276000,16.822000,17.208000,17.806000,18.212000,19.020000,20.542000
3088,3088,bfa-girls-percentiles-expanded-tables.xlsx,11.929000,12.651000,13.105000,13.355000,13.756000,14.037000,14.468000,15.331000,16.276000,16.822000,17.208000,17.806000,18.213000,19.021000,20.543000
3089,3089,bfa-girls-percentiles-expanded-tables.xlsx,11.928000,12.650000,13.104000,13.354000,13.755000,14.036000,14.468000,15.330000,16.276000,16.822000,17.208000,17.806000,18.213000,19.021000,20.544000
3090,3090,bfa-girls-percentiles-expanded-tables.xlsx,11.927000,12.649000,13.103000,13.353000,13.754000,14.035000,14.467000,15.330000,16.276000,16.822000,17.208000,17.807000,18.213000,19.021000,20.545000
3091,3091,bfa-girls-percentiles-expanded-tables.xlsx,11.927000,12.649000,13.102000,13.353000,13.754000,14.035000,14.467000,15.329000,16.275000,16.821000,17.208000,17.806000,18.213000,19.021000,20.545000
3092,3092,bfa-girls-percentiles-expanded-tables.xlsx,11.926000,12.648000,13.102000,13.352000,13.753000,14.034000,14.466000,15.329000,16.275000,16.821000,17.208000,17.807000,18.213000,19.022000,20.546000
3093,3093,bfa-girls-percentiles-expanded-tables.xlsx,11.925000,12.647000,13.101000,13.351000,13.752000,14.033000,14.466000,15.329000,16.275000,16.821000,17.208000,17.807000,18.214000,19.022000,20.547000
3094,3094,bfa-girls-percentiles-expanded-tables.xlsx,11.924000,12.646000,13.100000,13.351000,13.752000,14.033000,14.465000,15.328000,16.275000,16.821000,17.208000,17.807000,18.214000,19.023000,20.548000
