id,punto_id,fuente_archivo,p01,p1,p3,p5,p10,p15,p25,p50,p75,p85,p90,p95,p97,p99,p999
6312,6312,lhfa-girls-percentiles-expanded-tables(1).xlsx,75.970000,78.447000,79.892000,80.657000,81.835000,82.630000,83.803000,85.991000,88.178000,89.351000,90.146000,91.324000,92.089000,93.534000,96.011000
6313,6313,lhfa-girls-percentiles-expanded-tables(1).xlsx,75.993000,78.471000,79.917000,80.682000,81.861000,82.657000,83.831000,86.019000,88.208000,89.382000,90.178000,91.356000,92.122000,93.568000,96.046000
6314,6314,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.018000,78.498000,79.944000,80.710000,81.889000,82.684000,83.859000,86.048000,88.238000,89.412000,90.208000,91.387000,92.153000,93.599000,96.078000
6315,6315,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.041000,78.522000,79.969000,80.735000,81.915000,82.711000,83.887000,86.077000,88.268000,89.443000,90.239000,91.419000,92.185000,93.632000,96.113000
6316,6316,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.064000,78.546000,79.994000,80.761000,81.941000,82.738000,83.914000,86.106000,88.298000,89.474000,90.270000,91.451000,92.218000,93.666000,96.148000
6317,6317,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.087000,78.570000,80.019000,80.786000,81.968000,82.765000,83.942000,86.135000,88.328000,89.505000,90.302000,91.483000,92.250000,93.699000,96.183000
6318,6318,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.112000,78.597000,80.046000,80.813000,81.995000,82.792000,83.970000,86.163000,88.357000,89.535000,90.332000,91.514000,92.281000,93.730000,96.215000
6319,6319,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.135000,78.621000,80.071000,80.839000,82.021000,82.819000,83.997000,86.192000,88.387000,89.565000,90.363000,91.545000,92.313000,93.763000,96.250000
6320,6320,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.157000,78.645000,80.096000,80.864000,82.047000,82.846000,84.024000,86.221000,88.417000,89.596000,90.394000,91.577000,92.346000,93.797000,96.284000
6321,6321,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.180000,78.669000,80.121000,80.890000,82.074000,82.872000,84.052000,86.250000,88.447000,89.627000,90.425000,91.609000,92.378000,93.830000,96.319000
6322,6322,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.205000,78.695000,80.148000,80.917000,82.101000,82.900000,84.080000,86.278000,88.477000,89.657000,90.456000,91.640000,92.409000,93.861000,96.351000
6323,6323,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.228000,78.719000,80.173000,80.942000,82.127000,82.927000,84.107000,86.307000,88.507000,89.687000,90.487000,91.672000,92.441000,93.894000,96.386000
6324,6324,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.251000,78.744000,80.198000,80.968000,82.153000,82.953000,84.134000,86.336000,88.537000,89.718000,90.518000,91.703000,92.473000,93.927000,96.420000
6325,6325,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.276000,78.770000,80.224000,80.994000,82.180000,82.981000,84.162000,86.364000,88.566000,89.748000,90.548000,91.734000,92.504000,93.959000,96.452000
6326,6326,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.298000,78.794000,80.249000,81.020000,82.207000,83.007000,84.189000,86.393000,88.596000,89.778000,90.579000,91.766000,92.536000,93.992000,96.487000
6327,6327,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.321000,78.818000,80.274000,81.045000,82.233000,83.034000,84.217000,86.421000,88.626000,89.809000,90.610000,91.797000,92.568000,94.025000,96.521000
6328,6328,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.344000,78.842000,80.299000,81.070000,82.259000,83.060000,84.244000,86.450000,88.656000,89.839000,90.641000,91.829000,92.601000,94.058000,96.556000
6329,6329,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.369000,78.868000,80.325000,81.097000,82.286000,83.088000,84.272000,86.478000,88.685000,89.869000,90.671000,91.859000,92.631000,94.089000,96.588000
6330,6330,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.391000,78.892000,80.350000,81.123000,82.312000,83.114000,84.299000,86.507000,88.715000,89.899000,90.702000,91.891000,92.663000,94.122000,96.622000
6331,6331,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.414000,78.916000,80.375000,81.148000,82.338000,83.141000,84.326000,86.535000,88.744000,89.930000,90.733000,91.923000,92.696000,94.155000,96.657000
6332,6332,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.436000,78.940000,80.400000,81.173000,82.364000,83.167000,84.353000,86.564000,88.774000,89.961000,90.764000,91.954000,92.728000,94.188000,96.691000
6333,6333,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.461000,78.966000,80.426000,81.200000,82.391000,83.194000,84.381000,86.592000,88.803000,89.990000,90.794000,91.985000,92.758000,94.219000,96.723000
6334,6334,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.484000,78.989000,80.451000,81.225000,82.417000,83.221000,84.408000,86.621000,88.833000,90.020000,90.825000,92.016000,92.790000,94.252000,96.758000
6335,6335,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.506000,79.013000,80.476000,81.250000,82.443000,83.247000,84.435000,86.649000,88.863000,90.051000,90.855000,92.048000,92.822000,94.285000,96.792000
6336,6336,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.531000,79.039000,80.502000,81.277000,82.470000,83.274000,84.463000,86.677000,88.892000,90.080000,90.885000,92.078000,92.853000,94.316000,96.824000
6337,6337,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.553000,79.063000,80.527000,81.302000,82.495000,83.301000,84.490000,86.706000,88.922000,90.111000,90.916000,92.110000,92.885000,94.348000,96.858000
6338,6338,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.576000,79.087000,80.552000,81.327000,82.521000,83.327000,84.517000,86.734000,88.951000,90.141000,90.947000,92.141000,92.917000,94.381000,96.892000
6339,6339,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.598000,79.111000,80.576000,81.352000,82.547000,83.353000,84.544000,86.762000,88.981000,90.171000,90.978000,92.173000,92.949000,94.414000,96.927000
6340,6340,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.623000,79.136000,80.602000,81.379000,82.574000,83.381000,84.571000,86.791000,89.010000,90.201000,91.007000,92.203000,92.979000,94.445000,96.958000
6341,6341,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.645000,79.160000,80.627000,81.404000,82.600000,83.407000,84.598000,86.819000,89.040000,90.231000,91.038000,92.234000,93.011000,94.478000,96.993000
6342,6342,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.668000,79.184000,80.652000,81.429000,82.626000,83.433000,84.625000,86.847000,89.069000,90.261000,91.069000,92.266000,93.043000,94.510000,97.027000
6343,6343,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.690000,79.208000,80.676000,81.454000,82.651000,83.459000,84.652000,86.875000,89.099000,90.292000,91.099000,92.297000,93.075000,94.543000,97.061000
6344,6344,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.715000,79.233000,80.702000,81.480000,82.678000,83.486000,84.680000,86.904000,89.128000,90.321000,91.129000,92.327000,93.105000,94.574000,97.093000
6345,6345,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.737000,79.257000,80.727000,81.505000,82.704000,83.513000,84.707000,86.932000,89.157000,90.351000,91.160000,92.358000,93.137000,94.607000,97.127000
6346,6346,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.759000,79.281000,80.751000,81.530000,82.730000,83.539000,84.734000,86.960000,89.186000,90.381000,91.190000,92.390000,93.169000,94.639000,97.161000
6347,6347,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.784000,79.306000,80.778000,81.557000,82.756000,83.566000,84.761000,86.988000,89.215000,90.411000,91.220000,92.420000,93.199000,94.670000,97.192000
6348,6348,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.806000,79.330000,80.802000,81.582000,82.782000,83.592000,84.788000,87.016000,89.245000,90.441000,91.251000,92.451000,93.230000,94.703000,97.226000
6349,6349,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.828000,79.354000,80.827000,81.607000,82.808000,83.618000,84.815000,87.044000,89.274000,90.471000,91.281000,92.482000,93.262000,94.735000,97.261000
6350,6350,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.850000,79.377000,80.851000,81.632000,82.833000,83.644000,84.841000,87.073000,89.304000,90.501000,91.312000,92.513000,93.294000,94.768000,97.295000
6351,6351,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.875000,79.403000,80.877000,81.658000,82.860000,83.671000,84.869000,87.101000,89.332000,90.530000,91.341000,92.543000,93.324000,94.798000,97.326000
6352,6352,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.897000,79.426000,80.902000,81.683000,82.886000,83.697000,84.895000,87.129000,89.362000,90.560000,91.372000,92.575000,93.356000,94.831000,97.360000
6353,6353,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.919000,79.450000,80.926000,81.708000,82.911000,83.723000,84.922000,87.157000,89.391000,90.590000,91.402000,92.606000,93.387000,94.863000,97.394000
6354,6354,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.944000,79.475000,80.952000,81.734000,82.938000,83.750000,84.950000,87.185000,89.420000,90.619000,91.432000,92.636000,93.417000,94.894000,97.425000
6355,6355,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.966000,79.499000,80.976000,81.759000,82.963000,83.776000,84.976000,87.213000,89.449000,90.649000,91.462000,92.667000,93.449000,94.926000,97.459000
6356,6356,lhfa-girls-percentiles-expanded-tables(1).xlsx,76.988000,79.522000,81.001000,81.783000,82.989000,83.802000,85.003000,87.241000,89.478000,90.679000,91.492000,92.698000,93.481000,94.959000,97.493000
6357,6357,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.010000,79.546000,81.025000,81.808000,83.014000,83.828000,85.029000,87.269000,89.508000,90.709000,91.523000,92.729000,93.512000,94.991000,97.527000
6358,6358,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.035000,79.571000,81.051000,81.834000,83.041000,83.855000,85.057000,87.297000,89.536000,90.738000,91.552000,92.759000,93.542000,95.022000,97.558000
6359,6359,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.057000,79.595000,81.075000,81.859000,83.066000,83.881000,85.083000,87.324000,89.566000,90.768000,91.583000,92.790000,93.574000,95.054000,97.592000
6360,6360,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.078000,79.618000,81.099000,81.884000,83.092000,83.907000,85.110000,87.352000,89.595000,90.798000,91.613000,92.821000,93.605000,95.087000,97.626000
6361,6361,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.103000,79.643000,81.125000,81.910000,83.118000,83.933000,85.137000,87.380000,89.623000,90.827000,91.642000,92.850000,93.635000,95.117000,97.657000
6362,6362,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.125000,79.667000,81.149000,81.935000,83.143000,83.959000,85.164000,87.408000,89.652000,90.857000,91.673000,92.881000,93.667000,95.149000,97.691000
6363,6363,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.147000,79.690000,81.174000,81.959000,83.169000,83.985000,85.190000,87.436000,89.682000,90.887000,91.703000,92.912000,93.698000,95.182000,97.725000
6364,6364,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.169000,79.713000,81.198000,81.984000,83.194000,84.011000,85.217000,87.464000,89.711000,90.916000,91.733000,92.943000,93.729000,95.214000,97.759000
6365,6365,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.193000,79.739000,81.224000,82.010000,83.221000,84.037000,85.244000,87.491000,89.739000,90.945000,91.762000,92.973000,93.759000,95.244000,97.790000
6366,6366,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.215000,79.762000,81.248000,82.034000,83.246000,84.063000,85.270000,87.519000,89.768000,90.975000,91.793000,93.004000,93.791000,95.276000,97.824000
6367,6367,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.237000,79.785000,81.272000,82.059000,83.271000,84.089000,85.297000,87.547000,89.797000,91.005000,91.823000,93.035000,93.822000,95.309000,97.857000
6368,6368,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.258000,79.808000,81.296000,82.084000,83.296000,84.115000,85.323000,87.575000,89.826000,91.035000,91.853000,93.066000,93.853000,95.341000,97.891000
6369,6369,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.283000,79.834000,81.322000,82.109000,83.323000,84.141000,85.350000,87.602000,89.855000,91.063000,91.882000,93.095000,93.883000,95.371000,97.922000
6370,6370,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.305000,79.857000,81.346000,82.134000,83.348000,84.167000,85.376000,87.630000,89.884000,91.093000,91.912000,93.126000,93.914000,95.403000,97.955000
6371,6371,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.326000,79.880000,81.370000,82.159000,83.373000,84.193000,85.403000,87.658000,89.913000,91.123000,91.942000,93.157000,93.946000,95.435000,97.989000
6372,6372,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.351000,79.905000,81.395000,82.184000,83.399000,84.219000,85.430000,87.685000,89.941000,91.151000,91.971000,93.186000,93.975000,95.465000,98.020000
6373,6373,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.372000,79.928000,81.419000,82.209000,83.425000,84.245000,85.456000,87.713000,89.970000,91.181000,92.001000,93.217000,94.007000,95.497000,98.054000
6374,6374,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.394000,79.951000,81.443000,82.233000,83.450000,84.270000,85.482000,87.741000,89.999000,91.211000,92.031000,93.248000,94.038000,95.530000,98.087000
6375,6375,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.415000,79.975000,81.467000,82.258000,83.475000,84.296000,85.508000,87.768000,90.028000,91.240000,92.061000,93.279000,94.069000,95.562000,98.121000
6376,6376,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.440000,80.000000,81.493000,82.283000,83.501000,84.322000,85.535000,87.796000,90.056000,91.269000,92.090000,93.308000,94.098000,95.592000,98.151000
6377,6377,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.461000,80.023000,81.517000,82.308000,83.526000,84.348000,85.562000,87.823000,90.085000,91.298000,92.120000,93.339000,94.130000,95.624000,98.185000
6378,6378,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.483000,80.046000,81.541000,82.332000,83.551000,84.373000,85.588000,87.851000,90.114000,91.328000,92.150000,93.369000,94.161000,95.656000,98.218000
6379,6379,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.507000,80.071000,81.566000,82.358000,83.577000,84.400000,85.615000,87.878000,90.142000,91.357000,92.179000,93.398000,94.190000,95.686000,98.249000
6380,6380,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.529000,80.094000,81.590000,82.382000,83.602000,84.425000,85.641000,87.906000,90.171000,91.386000,92.209000,93.429000,94.221000,95.717000,98.283000
6381,6381,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.550000,80.117000,81.614000,82.407000,83.627000,84.451000,85.667000,87.933000,90.199000,91.415000,92.239000,93.460000,94.252000,95.749000,98.316000
6382,6382,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.574000,80.142000,81.639000,82.432000,83.653000,84.477000,85.694000,87.961000,90.227000,91.444000,92.268000,93.489000,94.282000,95.779000,98.347000
6383,6383,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.596000,80.165000,81.663000,82.456000,83.678000,84.502000,85.720000,87.988000,90.256000,91.473000,92.298000,93.519000,94.313000,95.811000,98.380000
6384,6384,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.617000,80.188000,81.687000,82.481000,83.703000,84.528000,85.746000,88.015000,90.285000,91.503000,92.327000,93.550000,94.344000,95.843000,98.413000
6385,6385,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.639000,80.210000,81.711000,82.505000,83.728000,84.553000,85.772000,88.043000,90.314000,91.532000,92.357000,93.581000,94.375000,95.875000,98.447000
6386,6386,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.663000,80.235000,81.736000,82.530000,83.754000,84.580000,85.798000,88.070000,90.342000,91.560000,92.386000,93.610000,94.404000,95.905000,98.477000
6387,6387,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.684000,80.258000,81.760000,82.555000,83.779000,84.605000,85.825000,88.097000,90.370000,91.590000,92.416000,93.640000,94.435000,95.937000,98.511000
6388,6388,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.706000,80.281000,81.783000,82.579000,83.804000,84.630000,85.851000,88.125000,90.399000,91.619000,92.446000,93.671000,94.466000,95.968000,98.544000
6389,6389,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.729000,80.306000,81.809000,82.604000,83.830000,84.656000,85.877000,88.152000,90.427000,91.647000,92.474000,93.699000,94.495000,95.998000,98.574000
6390,6390,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.751000,80.329000,81.832000,82.628000,83.854000,84.682000,85.903000,88.179000,90.455000,91.677000,92.504000,93.730000,94.526000,96.030000,98.608000
6391,6391,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.772000,80.351000,81.856000,82.653000,83.879000,84.707000,85.929000,88.207000,90.484000,91.706000,92.534000,93.760000,94.557000,96.062000,98.641000
6392,6392,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.793000,80.374000,81.879000,82.677000,83.904000,84.732000,85.955000,88.234000,90.512000,91.735000,92.563000,93.791000,94.588000,96.093000,98.674000
6393,6393,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.817000,80.399000,81.905000,82.702000,83.930000,84.758000,85.981000,88.261000,90.540000,91.764000,92.592000,93.820000,94.617000,96.123000,98.704000
6394,6394,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.839000,80.422000,81.928000,82.726000,83.955000,84.783000,86.007000,88.288000,90.569000,91.793000,92.622000,93.850000,94.648000,96.154000,98.738000
6395,6395,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.860000,80.444000,81.952000,82.750000,83.979000,84.809000,86.033000,88.315000,90.597000,91.822000,92.651000,93.880000,94.679000,96.186000,98.771000
6396,6396,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.884000,80.469000,81.977000,82.775000,84.005000,84.835000,86.060000,88.342000,90.625000,91.850000,92.680000,93.909000,94.708000,96.216000,98.801000
6397,6397,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.905000,80.492000,82.001000,82.800000,84.030000,84.860000,86.085000,88.370000,90.654000,91.879000,92.709000,93.939000,94.738000,96.247000,98.834000
6398,6398,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.926000,80.514000,82.024000,82.823000,84.054000,84.885000,86.111000,88.397000,90.682000,91.908000,92.739000,93.970000,94.769000,96.279000,98.867000
6399,6399,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.947000,80.537000,82.047000,82.847000,84.079000,84.910000,86.137000,88.424000,90.710000,91.937000,92.768000,94.000000,94.800000,96.310000,98.900000
6400,6400,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.971000,80.562000,82.073000,82.873000,84.105000,84.936000,86.163000,88.451000,90.738000,91.965000,92.797000,94.029000,94.829000,96.340000,98.930000
6401,6401,lhfa-girls-percentiles-expanded-tables(1).xlsx,77.992000,80.584000,82.096000,82.897000,84.129000,84.961000,86.189000,88.478000,90.766000,91.994000,92.826000,94.059000,94.859000,96.371000,98.963000
6402,6402,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.013000,80.607000,82.119000,82.920000,84.154000,84.986000,86.215000,88.505000,90.795000,92.023000,92.856000,94.089000,94.890000,96.403000,98.996000
6403,6403,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.037000,80.631000,82.144000,82.946000,84.179000,85.012000,86.241000,88.532000,90.822000,92.052000,92.884000,94.118000,94.919000,96.432000,99.026000
6404,6404,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.058000,80.654000,82.168000,82.969000,84.204000,85.037000,86.267000,88.559000,90.851000,92.080000,92.913000,94.148000,94.950000,96.464000,99.059000
6405,6405,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.079000,80.676000,82.191000,82.993000,84.228000,85.062000,86.292000,88.586000,90.879000,92.109000,92.943000,94.178000,94.980000,96.495000,99.092000
6406,6406,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.103000,80.701000,82.216000,83.019000,84.254000,85.088000,86.319000,88.613000,90.907000,92.137000,92.971000,94.207000,95.009000,96.524000,99.122000
6407,6407,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.124000,80.723000,82.239000,83.042000,84.279000,85.113000,86.344000,88.640000,90.935000,92.166000,93.000000,94.237000,95.040000,96.556000,99.155000
6408,6408,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.145000,80.746000,82.263000,83.066000,84.303000,85.138000,86.370000,88.666000,90.963000,92.195000,93.030000,94.267000,95.070000,96.587000,99.188000
6409,6409,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.166000,80.768000,82.286000,83.090000,84.327000,85.162000,86.395000,88.693000,90.991000,92.224000,93.059000,94.297000,95.101000,96.618000,99.221000
6410,6410,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.189000,80.793000,82.311000,83.115000,84.353000,85.188000,86.422000,88.720000,91.019000,92.252000,93.087000,94.325000,95.129000,96.648000,99.251000
6411,6411,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.210000,80.815000,82.334000,83.139000,84.377000,85.213000,86.447000,88.747000,91.047000,92.281000,93.117000,94.355000,95.160000,96.679000,99.284000
6412,6412,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.231000,80.837000,82.357000,83.162000,84.402000,85.238000,86.473000,88.774000,91.075000,92.310000,93.146000,94.385000,95.190000,96.710000,99.316000
6413,6413,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.255000,80.862000,82.382000,83.187000,84.427000,85.264000,86.499000,88.801000,91.102000,92.337000,93.174000,94.414000,95.219000,96.739000,99.346000
6414,6414,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.276000,80.884000,82.405000,83.211000,84.451000,85.288000,86.524000,88.827000,91.130000,92.366000,93.203000,94.444000,95.249000,96.771000,99.379000
6415,6415,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.296000,80.906000,82.428000,83.234000,84.476000,85.313000,86.550000,88.854000,91.158000,92.395000,93.232000,94.474000,95.280000,96.802000,99.412000
6416,6416,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.320000,80.930000,82.453000,83.259000,84.501000,85.339000,86.576000,88.881000,91.186000,92.423000,93.260000,94.502000,95.308000,96.831000,99.441000
6417,6417,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.341000,80.953000,82.476000,83.283000,84.525000,85.363000,86.601000,88.907000,91.214000,92.451000,93.290000,94.532000,95.339000,96.862000,99.474000
6418,6418,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.362000,80.975000,82.499000,83.307000,84.550000,85.388000,86.626000,88.934000,91.242000,92.480000,93.319000,94.562000,95.369000,96.893000,99.507000
6419,6419,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.382000,80.997000,82.522000,83.330000,84.574000,85.413000,86.652000,88.961000,91.270000,92.509000,93.348000,94.591000,95.399000,96.924000,99.539000
6420,6420,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.406000,81.021000,82.547000,83.355000,84.599000,85.438000,86.678000,88.987000,91.297000,92.536000,93.376000,94.620000,95.428000,96.953000,99.569000
6421,6421,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.426000,81.044000,82.570000,83.378000,84.623000,85.463000,86.703000,89.014000,91.325000,92.565000,93.405000,94.650000,95.458000,96.984000,99.602000
6422,6422,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.447000,81.066000,82.593000,83.402000,84.647000,85.488000,86.728000,89.041000,91.353000,92.594000,93.434000,94.679000,95.488000,97.015000,99.634000
6423,6423,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.471000,81.090000,82.618000,83.427000,84.673000,85.513000,86.754000,89.067000,91.380000,92.621000,93.462000,94.708000,95.517000,97.044000,99.664000
6424,6424,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.491000,81.112000,82.641000,83.450000,84.697000,85.538000,86.780000,89.094000,91.408000,92.650000,93.491000,94.737000,95.547000,97.076000,99.696000
6425,6425,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.512000,81.134000,82.664000,83.474000,84.721000,85.562000,86.805000,89.120000,91.436000,92.678000,93.520000,94.767000,95.577000,97.106000,99.729000
6426,6426,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.535000,81.158000,82.688000,83.498000,84.746000,85.588000,86.831000,89.147000,91.463000,92.706000,93.548000,94.795000,95.605000,97.135000,99.758000
6427,6427,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.556000,81.180000,82.711000,83.522000,84.770000,85.612000,86.856000,89.173000,91.491000,92.734000,93.577000,94.825000,95.635000,97.166000,99.791000
6428,6428,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.576000,81.202000,82.734000,83.545000,84.794000,85.637000,86.881000,89.200000,91.519000,92.763000,93.605000,94.854000,95.666000,97.197000,99.823000
6429,6429,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.597000,81.224000,82.757000,83.569000,84.818000,85.661000,86.906000,89.226000,91.546000,92.791000,93.634000,94.884000,95.696000,97.228000,99.856000
6430,6430,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.620000,81.248000,82.781000,83.593000,84.843000,85.687000,86.932000,89.253000,91.573000,92.819000,93.662000,94.912000,95.724000,97.257000,99.885000
6431,6431,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.641000,81.270000,82.804000,83.617000,84.867000,85.711000,86.957000,89.279000,91.601000,92.847000,93.691000,94.942000,95.754000,97.288000,99.918000
6432,6432,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.661000,81.292000,82.827000,83.640000,84.891000,85.735000,86.982000,89.306000,91.629000,92.876000,93.720000,94.971000,95.784000,97.319000,99.950000
6433,6433,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.684000,81.316000,82.852000,83.665000,84.916000,85.761000,87.008000,89.332000,91.656000,92.903000,93.748000,94.999000,95.812000,97.347000,99.979000
6434,6434,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.705000,81.338000,82.874000,83.688000,84.940000,85.785000,87.033000,89.358000,91.684000,92.931000,93.776000,95.029000,95.842000,97.378000,100.012000
6435,6435,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.725000,81.360000,82.897000,83.711000,84.964000,85.810000,87.058000,89.385000,91.711000,92.960000,93.805000,95.058000,95.872000,97.409000,100.044000
6436,6436,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.748000,81.384000,82.921000,83.736000,84.989000,85.835000,87.084000,89.411000,91.738000,92.987000,93.833000,95.086000,95.900000,97.438000,100.073000
6437,6437,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.769000,81.406000,82.944000,83.759000,85.013000,85.859000,87.109000,89.437000,91.766000,93.015000,93.861000,95.116000,95.930000,97.468000,100.106000
6438,6438,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.789000,81.428000,82.967000,83.782000,85.037000,85.883000,87.134000,89.464000,91.793000,93.044000,93.890000,95.145000,95.960000,97.499000,100.138000
6439,6439,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.812000,81.452000,82.991000,83.806000,85.062000,85.909000,87.159000,89.490000,91.820000,93.071000,93.918000,95.173000,95.988000,97.528000,100.167000
6440,6440,lhfa-girls-percentiles-expanded-tables(1).xlsx,78.833000,81.474000,83.014000,83.830000,85.086000,85.933000,87.184000,89.516000,91.848000,93.099000,93.946000,95.202000,96.018000,97.558000,100.199000
