id_ingrediente,energia_kcal,agua_g,alcohol_g,proteinas_g,hidratos_carbono_g,almidon_g,azucares_sencillos_g,azucares_libres_g,fibra_vegetal_g,grasa_total_g,ags_g,agm_g,agp_g,colesterol_mg,vitamina_a_eq_retinol_ug,retinol_ug,carotenoides_eq_beta_caroteno_ug,vit_d_ug,vit_e_eq_alpha_tocoferol_mg,vit_k_ug,vitamina_b1_mg,vitamina_b2_mg,eq_niacina_mg,vit_b6_mg,eq_folato_dietetico_ug,vit_b12_ug,pantotenico_mg,biotina_ug,vit_c_mg,calcio_mg,fosforo_mg,hierro_mg,iodo_ug,cinc_mg,magnesio_mg,sodio_mg,potasio_mg,manganeso_mg,cobre_mg,selenio_ug,omega3_g,tipo_omega3,grasas_trans_g,polifenoles_mg,probioticos_billones_ufc
166,27.700,91.200,0.000,0.690,3.20000000,0.00000000,3.200,0.000,4.700,0.300,0.039,0.011,0.089,0.000,0.570,0.000,3.40000000,0.000,0.800,0.200,0.051,0.020,0.270,0.060,6.300,0.000,0.230,0.500,51.000,11.000,16.000,0.450,1.500,0.110,28.000,1.900,170.000,0.042,0.130,1.000,0.010,ALA,0.000,50.000,0.000
167,76.700,80.400,0.000,0.900,16.80000000,0.00000000,16.800,0.000,1.600,0.300,0.068,0.082,0.094,0.000,0.000,0.000,0.00000000,0.000,0.100,0.400,0.050,0.050,0.600,0.050,70.000,0.000,0.000,0.000,39.000,9.300,33.000,0.350,0.000,0.210,11.000,2.500,185.000,0.100,0.200,0.600,0.000,0,0.000,40.000,0.000
168,44.700,88.200,0.000,0.630,9.20000000,0.00000000,9.200,0.000,1.800,0.200,0.022,0.034,0.037,0.000,65.000,0.000,390.00000000,0.000,0.290,0.000,0.060,0.030,0.410,0.080,21.800,0.000,0.200,0.450,32.000,34.500,20.000,0.300,0.000,0.090,10.900,1.100,150.000,0.037,0.056,2.400,0.010,ALA,0.000,85.000,0.000
169,54.100,85.900,0.000,0.310,11.40000000,0.60000000,10.800,0.000,2.000,0.360,0.058,0.150,0.110,0.000,3.000,0.000,18.00000000,0.000,0.360,3.700,0.035,0.032,0.130,0.060,5.800,0.000,0.061,1.200,12.400,5.500,11.000,0.560,1.100,0.130,5.600,1.200,120.000,0.045,0.052,1.400,0.010,ALA,0.000,136.000,0.000
170,54.200,86.300,0.000,2.400,9.50000000,0.00000000,9.500,0.000,1.500,0.400,0.100,0.100,0.110,0.000,109.000,0.000,653.00000000,0.000,0.200,0.700,0.020,0.100,1.900,0.000,29.000,0.000,0.000,0.000,24.000,17.000,57.000,1.300,0.000,0.650,29.000,19.000,267.000,0.460,0.160,0.200,0.020,ALA,0.000,55.000,0.000
171,50.800,86.600,0.000,1.000,10.30000000,0.00000000,10.300,0.000,1.900,0.200,0.018,0.061,0.079,0.000,17.700,0.000,106.00000000,0.000,0.570,2.300,0.020,0.040,1.000,0.020,2.700,0.000,0.170,1.900,8.900,8.000,21.000,0.420,2.400,0.090,8.800,1.300,194.000,0.100,0.067,1.200,0.000,0,0.000,70.000,0.000
172,55.500,85.900,0.000,0.880,12.40000000,0.00000000,12.400,0.000,0.730,0.100,0.026,0.013,0.015,0.000,112.000,0.000,671.00000000,0.000,0.140,0.520,0.050,0.010,0.660,0.060,2.700,0.000,0.130,0.000,32.100,15.600,17.000,0.350,0.550,0.290,11.800,17.000,310.000,0.043,0.046,0.500,0.000,0,0.000,25.000,0.000
173,47.300,85.800,0.000,0.440,7.30000000,0.00000000,7.300,0.000,5.900,0.500,0.037,0.150,0.200,0.000,5.500,0.000,33.00000000,0.000,0.890,0.000,0.030,0.030,0.200,0.040,3.000,0.000,0.081,0.000,13.000,10.000,19.000,0.600,0.000,0.200,8.200,2.000,183.000,0.020,0.100,0.600,0.000,0,0.000,110.000,0.000
174,45.000,88.400,0.000,1.200,6.20000000,0.00000000,6.200,0.000,3.200,1.000,0.000,0.400,0.400,0.000,45.000,0.000,270.00000000,0.000,0.720,10.000,0.030,0.040,0.600,0.050,34.000,0.000,0.220,0.400,17.000,44.000,30.000,0.900,0.400,0.190,30.000,2.400,190.000,0.890,0.110,0.000,0.080,ALA,0.000,320.000,0.000
175,45.500,87.700,0.000,0.870,8.90000000,0.00000000,8.900,0.000,2.300,0.200,0.028,0.055,0.076,0.000,33.500,0.000,201.00000000,0.000,0.810,3.800,0.080,0.040,0.480,0.060,38.700,0.000,0.370,1.000,50.600,41.000,20.000,0.490,2.100,0.150,15.200,1.400,165.000,0.035,0.053,1.200,0.010,ALA,0.000,85.000,0.000
176,49.700,86.600,0.000,0.900,10.20000000,0.00000000,10.200,0.000,2.200,0.100,0.011,0.033,0.049,0.000,8.700,0.000,52.00000000,0.000,0.500,3.000,0.020,0.040,0.800,0.030,9.000,0.000,0.160,0.200,37.000,7.000,22.000,0.400,3.000,0.100,10.000,1.000,170.000,0.100,0.060,1.000,0.000,0,0.000,65.000,0.000
177,42.600,88.600,0.000,0.560,8.60000000,0.00000000,8.600,0.000,2.100,0.200,0.043,0.009,0.100,0.000,133.000,0.000,800.00000000,0.000,0.890,3.300,0.020,0.030,0.350,0.020,23.000,0.000,0.270,0.000,4.000,19.000,23.000,0.300,1.000,0.050,10.000,4.000,263.000,0.150,0.040,0.500,0.010,ALA,0.000,50.000,0.000
178,35.000,90.400,0.000,0.500,7.10000000,0.00000000,7.100,0.000,1.900,0.090,0.027,0.025,0.020,0.000,153.000,0.000,915.00000000,0.000,1.100,2.600,0.030,0.039,0.410,0.030,38.000,0.000,0.220,0.000,80.000,21.000,13.000,0.420,1.000,0.160,11.000,3.000,200.000,0.023,0.032,0.600,0.010,ALA,0.000,45.000,0.000
179,49.400,86.700,0.000,0.430,10.60000000,0.00000000,10.600,0.000,2.200,0.100,0.014,0.022,0.044,0.000,2.700,0.000,16.20000000,0.000,0.890,4.900,0.020,0.030,0.200,0.020,3.000,0.000,0.062,0.100,5.200,9.600,13.000,0.300,2.100,0.230,8.400,2.100,116.000,0.059,0.077,0.590,0.010,ALA,0.000,65.000,0.000
180,50.800,86.900,0.000,0.440,10.40000000,0.00000000,10.400,0.000,1.900,0.400,0.000,0.100,0.100,0.000,6.100,0.000,36.80000000,0.000,0.130,0.100,0.080,0.030,0.390,0.076,5.000,0.000,0.160,0.300,15.000,14.500,10.000,0.410,4.300,0.130,16.900,2.100,175.000,0.320,0.061,0.550,0.020,ALA,0.000,45.000,0.000
181,95.200,75.300,0.000,1.100,20.80000000,3.20000000,17.600,0.000,2.600,0.270,0.120,0.040,0.090,0.000,38.000,0.000,228.00000000,0.000,0.230,0.260,0.050,0.070,0.980,0.360,20.000,0.000,0.230,2.600,11.500,7.300,23.000,0.590,2.400,0.210,36.400,1.000,370.000,0.290,0.110,1.400,0.030,ALA,0.000,20.000,0.000
182,141.000,64.100,0.000,1.300,31.90000000,16.90000000,15.000,0.000,2.300,0.370,0.140,0.032,0.069,0.000,149.000,0.000,895.00000000,0.000,0.140,0.000,0.052,0.054,0.690,0.300,22.000,0.000,0.000,0.000,18.400,3.000,34.000,0.600,0.000,0.140,37.000,4.000,499.000,0.000,0.000,1.500,0.030,ALA,0.000,25.000,0.000
183,36.700,90.200,0.000,0.630,7.40000000,0.00000000,7.400,0.000,1.600,0.150,0.035,0.029,0.056,0.000,219.000,0.000,1313.00000000,0.000,0.300,0.000,0.048,0.024,0.370,0.030,14.000,0.000,0.270,0.350,36.000,23.000,16.000,0.170,1.300,0.066,9.600,1.100,148.000,0.026,0.037,1.000,0.010,ALA,0.000,70.000,0.000
184,28.400,93.100,0.000,0.630,5.60000000,0.00000000,5.600,0.000,0.400,0.300,0.100,0.000,0.100,0.000,35.400,0.000,212.00000000,0.000,0.110,0.200,0.030,0.030,0.240,0.070,4.600,0.000,0.210,1.000,6.300,6.700,9.000,0.290,1.500,0.190,9.200,2.000,100.000,0.035,0.029,0.400,0.000,0,0.000,20.000,0.000
185,277.000,29.000,0.000,2.800,62.50000000,5.10000000,57.400,0.000,5.100,0.600,0.270,0.180,0.060,0.000,2.000,0.000,12.00000000,0.000,0.100,0.000,0.430,0.150,1.900,0.070,14.000,0.000,0.000,0.000,3.500,74.000,113.000,2.800,0.000,0.100,92.000,28.000,628.000,0.000,0.000,1.300,0.000,0,0.000,45.000,0.000
186,70.300,82.200,0.000,0.720,16.10000000,0.00000000,16.100,0.000,0.800,0.160,0.054,0.007,0.048,0.000,6.600,0.000,39.50000000,0.000,0.940,14.600,0.050,0.030,0.370,0.110,20.000,0.000,0.050,0.000,3.000,17.000,22.000,0.600,2.000,0.200,10.000,2.000,250.000,0.070,0.130,0.100,0.010,ALA,0.000,140.000,0.000
187,67.100,83.200,0.000,0.720,15.50000000,0.00000000,15.500,0.000,0.400,0.160,0.054,0.007,0.048,0.000,6.600,0.000,39.50000000,0.000,0.700,14.600,0.040,0.020,0.370,0.160,27.000,0.000,0.050,0.000,4.000,4.000,16.000,0.300,2.000,0.600,4.000,2.000,320.000,0.070,0.130,0.100,0.010,ALA,0.000,184.900,0.000
188,610.000,5.700,0.000,18.700,5.40000000,2.10000000,3.300,0.000,13.500,54.100,4.100,33.100,12.900,0.000,20.000,0.000,120.00000000,0.000,26.200,3.000,0.220,0.620,5.500,0.160,45.000,0.000,0.440,64.000,0.000,252.000,454.000,4.100,2.000,3.200,270.000,14.000,835.000,1.900,0.850,3.500,0.010,ALA,0.000,150.000,0.000
189,661.000,5.300,0.000,12.000,10.50000000,3.40000000,7.100,0.000,8.200,61.600,4.100,45.900,8.600,0.000,4.800,0.000,29.00000000,0.000,26.200,9.000,0.390,0.210,3.800,0.590,71.000,0.000,1.200,76.000,3.000,226.000,333.000,3.800,1.500,2.100,156.000,6.000,636.000,5.700,1.300,4.500,0.020,ALA,0.000,290.000,0.000
190,661.000,5.300,0.000,12.000,10.50000000,3.40000000,7.100,0.000,8.200,61.600,4.100,45.900,8.600,0.000,4.800,0.000,29.00000000,0.000,26.200,9.000,0.390,0.210,3.800,0.590,71.000,0.000,1.200,76.000,3.000,226.000,333.000,3.800,1.500,2.100,156.000,6.000,636.000,5.700,1.300,4.500,0.020,ALA,0.000,290.000,0.000
522,134.000,68.200,0.000,1.000,29.50000000,0.00000000,29.500,29.500,0.000,1.300,0.900,0.000,0.000,0.000,0.000,0.000,0.00000000,0.000,0.100,0.000,0.050,0.220,0.800,0.050,12.000,0.400,0.400,2.800,0.000,29.000,109.000,0.200,0.000,0.400,5.000,24.000,64.000,0.000,0.009,0.000,0.000,0,0.000,0.000,0.000
250,85.900,80.900,0.000,3.500,13.70000000,0.00000000,13.700,8.200,0.000,1.900,1.200,0.600,0.000,4.000,27.000,27.000,0.00000000,0.350,0.030,0.700,0.040,0.150,0.460,0.070,4.000,0.300,0.350,0.000,0.700,131.000,140.000,0.100,4.000,0.300,14.000,49.000,157.000,0.000,0.000,1.000,0.040,ALA/EPA,0.100,0.000,6.000
495,0.000,0.000,0.000,0.000,0.00000000,0.00000000,0.000,0.000,0.000,0.100,0.100,0.070,5.000,0.010,0.000,0.100,0.30000000,0.000,0.000,0.500,399.000,0.200,0.000,0.000,99.800,0.000,99.800,99.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000
191,563.000,10.800,0.000,25.200,7.90000000,3.90000000,4.000,0.000,8.100,46.000,8.700,22.000,13.200,0.000,0.330,0.000,2.00000000,0.000,10.900,2.000,0.900,0.160,18.400,0.440,110.000,0.000,2.700,3.400,0.000,60.000,430.000,2.500,13.000,3.500,210.000,2.000,670.000,1.600,0.760,7.200,0.000,0,0.000,60.000,0.000
498,0.000,0.010,0.000,0.000,0.00000000,0.00000000,0.000,0.000,0.000,74.000,2.000,2.500,5.000,0.100,34.000,50.000,220.00000000,0.000,0.000,1.000,297.000,25.800,0.000,0.100,74.100,0.000,74.100,74.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000
192,627.000,1.700,0.000,24.500,8.90000000,4.00000000,4.900,0.000,8.400,53.000,9.500,24.200,16.500,0.000,0.000,0.000,0.00000000,0.000,7.400,26.000,0.180,0.100,17.500,0.300,52.000,0.000,1.700,107.000,0.000,37.000,410.000,1.300,19.000,2.900,180.000,400.000,810.000,119.000,0.540,4.000,0.000,0,0.000,40.000,0.000
193,563.000,10.600,0.000,25.200,7.90000000,3.90000000,4.000,0.000,8.100,46.000,8.700,22.000,13.200,0.000,0.330,0.000,2.00000000,0.000,10.900,26.000,0.900,0.160,18.400,0.440,110.000,0.000,2.700,3.400,0.000,60.000,430.000,2.500,13.000,3.500,210.000,2.000,670.000,1.600,0.760,7.200,0.000,0,0.000,60.000,0.000
194,190.000,52.000,0.000,2.700,36.50000000,24.20000000,12.300,0.000,6.700,2.200,0.400,0.600,0.600,0.000,4.000,0.000,24.00000000,0.000,1.200,11.200,0.180,0.230,0.950,0.320,12.400,0.000,0.490,1.500,17.200,36.500,74.000,1.600,0.020,2.400,34.300,11.000,500.000,0.500,0.230,1.800,0.020,ALA,0.000,85.000,0.000
195,744.000,6.200,0.000,7.900,4.80000000,0.80000000,4.000,0.000,5.300,75.800,6.400,9.200,40.200,0.000,0.000,0.000,0.00000000,0.000,1.500,0.000,0.280,0.060,1.600,0.280,0.000,0.000,0.000,0.000,1.200,47.000,200.000,1.600,0.000,1.100,100.000,280.000,300.000,0.000,0.000,7.000,0.060,ALA,0.000,45.000,0.000
196,732.000,2.900,0.000,9.300,2.90000000,0.31000000,2.600,0.000,9.500,73.800,6.800,41.700,21.800,0.000,0.900,4.800,0.00000000,29.000,0.000,0.000,0.530,0.120,1.200,0.200,17.700,0.000,0.000,0.000,0.000,69.700,278.000,2.600,2.000,4.700,125.000,0.670,409.000,0.000,0.000,5.200,0.280,ALA,0.000,500.000,0.000
197,649.000,12.900,0.000,14.400,4.40000000,0.24000000,1.200,0.000,5.800,62.500,6.800,10.900,41.700,0.000,4.500,0.000,27.20000000,0.000,3.500,2.000,0.340,0.120,3.600,0.870,77.000,0.000,1.400,19.000,2.600,87.100,409.000,2.800,2.100,2.700,121.000,2.400,544.000,2.000,0.880,5.500,9.080,ALA,0.000,1500.000,0.000
198,649.000,12.900,0.000,14.400,4.40000000,0.24000000,1.200,0.000,5.800,62.500,6.800,10.900,41.700,0.000,4.500,0.000,27.20000000,0.000,3.500,2.000,0.340,0.120,3.600,0.870,77.000,0.000,1.400,19.000,2.600,87.100,409.000,2.800,2.100,2.700,121.000,2.400,544.000,2.000,0.880,5.500,9.080,ALA,0.000,1500.000,0.000
199,640.000,0.900,0.000,17.300,9.10000000,8.40000000,0.740,0.000,11.500,56.800,6.000,10.800,37.500,0.000,0.000,0.000,0.00000000,0.000,37.800,2.700,0.330,0.290,8.200,0.810,238.000,0.000,7.100,0.000,1.400,57.000,1158.000,6.800,0.000,5.300,129.000,613.000,491.000,2.100,1.800,62.200,0.020,ALA,0.000,80.000,0.000
200,652.000,2.200,0.000,17.300,12.20000000,9.30000000,2.900,0.000,11.500,56.800,6.000,10.800,37.500,0.000,0.000,0.000,0.00000000,0.000,37.800,2.700,0.330,0.290,8.200,0.810,238.000,0.000,7.100,0.000,1.400,57.000,1158.000,6.800,0.000,5.300,129.000,3.000,491.000,2.100,1.800,62.200,0.020,ALA,0.000,95.000,0.000
201,635.000,0.000,0.000,29.900,14.70000000,13.40000000,1.300,0.000,6.500,49.100,8.500,15.700,19.900,0.000,0.830,0.000,5.00000000,0.000,13.700,0.000,0.070,0.150,4.400,0.100,57.000,0.000,0.000,0.000,1.800,52.000,1174.000,8.100,0.000,7.600,550.000,18.000,788.000,0.000,0.000,9.400,0.050,ALA,0.000,65.000,0.000
202,603.000,5.900,0.000,17.700,11.60000000,3.40000000,8.100,0.000,10.600,51.600,6.100,34.500,7.600,0.000,25.000,0.000,150.00000000,0.000,5.200,13.200,0.690,0.200,4.800,1.700,58.000,0.000,0.520,0.000,7.000,136.000,390.000,7.200,0.000,1.400,122.000,290.000,1020.000,0.500,0.460,6.400,0.080,ALA,0.000,145.000,0.000
203,613.000,8.100,0.000,18.000,12.50000000,4.90000000,7.600,0.000,8.500,52.700,6.700,35.700,8.100,0.000,13.000,0.000,0.00000000,0.000,5.200,13.200,0.590,0.200,5.300,0.260,50.000,0.000,0.510,0.000,0.000,135.000,500.000,7.000,0.000,1.200,158.000,650.000,1050.000,1.300,1.300,8.000,0.080,ALA,0.000,120.000,0.000
204,33.100,92.500,0.000,0.400,6.10000000,0.00000000,2.400,0.000,0.400,0.290,0.038,0.011,0.085,0.000,0.500,0.000,3.00000000,0.000,0.150,0.100,0.041,0.009,0.200,0.043,0.000,0.000,0.091,1.000,24.800,11.000,9.000,0.130,1.000,0.060,8.000,21.200,102.000,0.020,0.037,1.000,0.000,0,0.000,0.000,0.000
205,43.600,89.000,0.000,0.690,9.40000000,0.00000000,9.400,0.000,0.700,0.200,0.024,0.037,0.040,0.000,2.600,0.000,15.50000000,0.000,0.250,0.100,0.072,0.016,0.270,0.050,18.600,0.000,0.230,1.000,39.000,10.800,15.000,0.150,1.000,0.110,10.900,1.000,143.000,0.030,0.080,1.000,0.000,0,0.000,0.000,0.000
206,132.000,76.600,0.000,6.500,9.30000000,0.00000000,9.300,0.000,0.000,7.600,4.200,2.400,0.210,25.000,53.700,48.000,34.00000000,0.100,0.170,1.500,0.067,0.370,2.000,0.059,6.000,0.410,0.640,6.300,2.100,242.000,189.000,0.094,6.700,0.780,27.000,98.000,322.000,0.005,0.021,1.200,0.150,ALA/EPA,0.400,0.000,0.000
207,336.000,28.600,0.000,8.500,52.80000000,0.00000000,52.800,22.700,0.000,10.100,6.300,2.900,0.310,36.000,122.000,110.000,70.00000000,5.400,0.190,2.000,0.090,0.460,2.400,0.070,15.000,0.700,0.850,3.900,4.000,290.000,240.000,0.230,74.000,1.000,29.000,140.000,360.000,0.000,0.000,3.000,0.150,ALA/EPA,0.400,0.000,0.000
208,282.000,29.800,0.000,10.000,60.00000000,0.00000000,60.000,25.800,0.000,0.200,0.090,0.090,0.000,1.000,31.300,28.000,20.00000000,0.850,0.040,0.660,0.110,0.510,2.600,0.090,16.000,0.900,1.000,5.200,5.000,330.000,270.000,0.330,89.000,1.200,33.000,150.000,450.000,0.000,0.000,3.000,0.050,ALA/EPA,0.100,0.000,0.000
209,66.700,88.200,0.000,3.700,4.20000000,0.00000000,4.200,0.000,0.000,3.900,2.600,0.940,0.130,11.000,73.800,68.000,35.00000000,0.250,0.030,0.100,0.049,0.230,1.000,0.027,0.800,0.070,0.310,3.900,2.000,127.000,109.000,0.041,4.100,0.250,11.000,42.000,181.000,0.005,0.011,0.700,0.050,ALA/EPA,0.100,0.000,0.000
243,90.100,78.600,0.000,3.800,16.70000000,0.00000000,16.700,10.400,0.000,0.900,0.400,0.300,0.100,4.000,2.000,2.000,0.00000000,0.010,0.010,0.300,0.050,0.210,0.420,0.070,5.000,0.200,0.300,2.200,1.000,150.000,120.000,0.100,5.000,0.500,15.000,65.000,190.000,0.000,0.000,1.000,0.010,ALA/EPA,0.000,0.000,3.000
210,96.700,83.700,0.000,5.300,4.70000000,0.00000000,4.700,0.000,0.000,6.300,3.500,1.600,0.250,11.000,51.000,50.000,5.00000000,0.180,0.110,0.100,0.048,0.510,1.500,0.080,5.000,0.510,0.350,2.500,4.300,183.000,115.000,0.070,5.000,0.430,11.000,30.000,182.000,0.007,0.026,0.900,0.080,ALA/EPA,0.200,0.000,0.000
211,37.000,91.000,0.000,3.900,4.90000000,0.00000000,4.900,0.000,0.000,0.200,0.090,0.060,0.010,2.600,2.200,1.000,7.00000000,0.000,0.000,0.100,0.040,0.170,0.900,0.040,5.300,0.300,0.320,1.500,1.700,121.000,97.000,0.090,11.100,0.540,28.600,53.000,150.000,0.000,0.002,1.600,0.010,ALA/EPA,0.000,0.000,0.000
558,54.400,86.400,0.000,0.400,13.20000000,0.00000000,13.200,9.200,0.000,0.000,0.000,0.000,0.000,0.000,16.700,0.000,100.00000000,0.000,0.300,0.000,0.040,0.030,0.250,0.010,5.000,0.000,0.000,0.000,15.000,15.000,10.000,0.100,0.000,0.000,8.000,3.000,120.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000
245,75.900,81.400,0.000,4.500,13.80000000,0.00000000,13.800,7.500,0.000,0.300,0.110,0.100,0.000,1.000,2.000,2.000,0.00000000,0.000,0.030,0.300,0.040,0.190,0.860,0.100,5.000,0.300,0.500,0.000,4.000,149.000,123.000,0.100,5.000,0.400,17.000,66.000,191.000,0.000,0.000,1.000,0.010,ALA/EPA,0.000,0.000,6.000
212,65.400,88.400,0.000,3.100,4.70000000,0.00000000,4.700,0.000,0.000,3.800,2.300,1.100,0.130,14.000,46.000,41.300,28.00000000,0.030,0.100,0.340,0.040,0.190,0.730,0.040,5.500,0.300,0.350,3.500,1.400,124.000,92.000,0.090,9.000,0.380,11.600,48.000,157.000,0.003,0.010,1.400,0.040,ALA/EPA,0.100,0.000,0.000
213,47.600,90.100,0.000,3.500,4.80000000,0.00000000,4.800,0.000,0.000,1.600,1.100,0.450,0.040,6.300,18.900,17.600,7.80000000,0.020,0.040,0.200,0.040,0.190,0.710,0.060,2.700,0.300,0.350,3.500,0.520,125.000,91.000,0.090,8.600,0.520,11.900,47.000,155.000,0.003,0.010,1.500,0.020,ALA/EPA,0.000,0.000,0.000
214,36.600,91.000,0.000,3.900,4.80000000,0.00000000,4.800,0.000,0.000,0.200,0.090,0.060,0.010,2.600,2.200,1.000,7.00000000,0.000,0.000,0.100,0.040,0.170,0.900,0.040,5.300,0.300,0.320,1.500,1.700,121.000,97.000,0.090,11.100,0.540,28.600,53.000,150.000,0.000,0.002,1.600,0.010,ALA/EPA,0.000,0.000,0.000
215,352.000,4.900,0.000,36.100,50.40000000,0.00000000,50.400,0.000,0.000,0.640,0.400,0.200,0.029,12.000,122.000,110.000,70.00000000,5.400,0.190,0.500,0.090,0.460,2.300,0.070,15.000,0.700,3.200,3.900,4.000,1280.000,970.000,0.270,150.000,4.000,130.000,550.000,1590.000,0.000,0.000,11.000,0.020,ALA/EPA,0.000,0.000,0.000
216,477.000,6.500,0.000,25.200,35.10000000,0.00000000,35.100,0.000,0.000,26.200,15.800,8.400,0.720,97.000,253.000,230.000,140.00000000,1.200,0.500,1.700,0.270,1.400,6.300,0.200,40.000,1.500,2.700,24.000,11.000,1047.000,714.000,0.700,27.000,3.100,89.000,371.000,1160.000,0.140,0.170,7.400,0.150,ALA/EPA,0.400,0.000,0.000
494,0.008,0.007,1.000,0.020,1.00000000,0.00000000,0.110,0.000,0.000,85.000,24.000,1.900,0.000,0.100,22.000,40.000,320.00000000,0.320,0.300,1.200,390.000,2.400,0.000,0.000,97.600,0.000,97.600,97.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000
496,0.000,0.000,0.000,0.000,0.00000000,0.00000000,0.000,0.000,0.000,6.000,4.000,0.050,0.000,0.130,4.000,27.000,28.00000000,0.000,0.000,0.600,268.000,32.400,0.000,0.000,66.900,20.400,46.600,46.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000
217,442.000,10.000,0.000,29.800,43.90000000,0.00000000,43.900,0.000,0.000,16.300,9.700,5.100,0.600,60.000,4.000,4.000,1.00000000,0.100,0.400,1.000,0.400,1.200,2.900,0.200,30.000,2.900,3.000,0.000,4.000,1050.000,930.000,0.300,27.000,4.100,105.000,510.000,1280.000,0.000,0.000,7.400,0.080,ALA/EPA,0.200,0.000,0.000
218,65.400,88.400,0.000,3.100,4.70000000,0.00000000,4.700,0.000,0.000,3.800,2.300,1.100,0.130,14.000,46.000,41.300,28.00000000,0.030,0.100,0.340,0.040,0.190,0.730,0.040,5.500,0.300,0.350,3.500,1.400,124.000,92.000,0.090,9.000,0.380,11.600,48.000,157.000,0.003,0.010,1.400,0.040,ALA/EPA,0.100,0.000,0.000
219,151.000,74.100,0.000,8.400,8.10000000,0.00000000,8.100,0.000,0.000,9.400,5.900,2.700,0.300,34.000,122.000,105.000,100.00000000,0.100,0.190,1.600,0.070,0.420,2.200,0.070,11.000,0.100,0.750,4.000,1.000,290.000,260.000,0.260,11.000,0.900,29.000,180.000,360.000,0.006,0.020,3.000,0.100,ALA/EPA,0.300,0.000,0.000
220,47.600,90.100,0.000,3.500,4.80000000,0.00000000,4.800,0.000,0.000,1.600,1.100,0.450,0.040,6.300,18.900,17.600,7.80000000,0.020,0.040,0.200,0.040,0.190,0.710,0.060,2.700,0.300,0.350,3.500,0.520,125.000,91.000,0.090,8.600,0.520,11.900,47.000,155.000,0.003,0.010,1.500,0.020,ALA/EPA,0.000,0.000,0.000
221,125.000,81.900,0.000,3.100,4.50000000,0.00000000,4.500,0.000,0.000,10.500,5.900,3.000,1.200,34.000,91.500,88.000,21.00000000,0.820,0.250,1.000,0.030,0.160,0.780,0.035,6.000,0.400,0.800,3.400,1.000,101.000,85.000,0.110,2.900,0.300,11.000,40.000,132.000,2.600,0.022,0.000,0.100,ALA/EPA,0.300,0.000,0.000
222,375.000,33.000,0.000,35.600,0.06000000,0.00000000,0.056,0.000,0.000,25.800,15.800,6.800,0.560,68.000,360.000,340.000,116.00000000,0.650,0.900,3.000,0.020,0.620,7.700,0.096,20.000,1.500,0.530,3.000,0.000,1178.000,743.000,1.000,2.000,3.000,41.000,704.000,131.000,0.023,0.360,23.900,0.060,ALA/EPA,0.100,0.000,0.000
223,353.000,43.600,0.000,21.100,0.00000000,0.00000000,0.000,0.000,0.000,29.800,17.600,8.200,0.770,88.000,290.000,260.000,180.00000000,0.230,0.770,2.500,0.043,0.500,3.500,0.180,40.000,0.590,2.000,3.000,0.000,526.000,362.000,0.180,9.000,4.100,39.000,936.000,128.000,0.190,0.140,2.000,0.100,ALA/EPA,0.300,0.000,0.000
224,393.000,37.700,0.000,25.400,0.36000000,0.00000000,0.360,0.000,0.000,32.200,19.600,8.100,0.740,84.000,440.000,390.000,300.00000000,0.340,1.000,2.300,0.037,0.440,4.300,0.055,19.000,0.960,0.290,1.900,0.000,752.000,489.000,0.590,39.000,3.900,30.000,675.000,102.000,0.017,0.080,11.000,0.100,ALA/EPA,0.300,0.000,0.000
225,375.000,33.000,0.000,35.600,0.06000000,0.00000000,0.056,0.000,0.000,25.800,15.800,6.800,0.560,68.000,360.000,340.000,116.00000000,0.650,0.900,3.000,0.020,0.620,7.700,0.096,20.000,1.500,0.530,3.000,0.000,1178.000,743.000,1.000,2.000,3.000,41.000,704.000,131.000,0.023,0.360,23.900,0.060,ALA/EPA,0.200,0.000,0.000
226,467.000,29.100,0.000,27.600,0.00000000,0.00000000,0.000,0.000,0.000,39.600,25.400,10.600,2.400,100.000,486.000,478.000,0.00000000,0.200,0.900,2.300,0.140,1.200,7.200,0.100,53.000,1.500,0.410,0.000,0.000,190.000,796.000,1.100,2.000,2.900,26.000,790.000,114.000,0.090,0.630,5.500,0.120,ALA/EPA,0.300,0.000,0.100
227,327.000,50.500,0.000,18.300,0.10000000,0.00000000,0.100,0.000,0.000,28.200,18.100,7.600,1.000,70.000,407.000,401.000,0.00000000,0.200,0.800,2.300,0.080,0.770,4.600,0.080,125.000,1.500,0.190,0.000,0.000,102.000,218.000,1.000,2.000,0.500,16.000,672.000,250.000,0.093,0.560,3.800,0.100,ALA/EPA,0.200,0.000,0.000
