id,id_ingrediente,id_nutriente,valor_por_100g
235,6,15,2.20000000
236,6,16,0.00000000
237,6,17,13.00000000
238,6,18,0.00000000
239,6,19,0.02000000
240,6,20,2.20000000
241,6,21,0.19000000
242,6,22,0.11000000
243,6,23,4.60000000
244,6,24,0.26000000
245,6,25,23.00000000
246,6,26,0.00000000
247,6,27,0.28000000
248,6,28,0.00000000
249,6,29,0.00000000
250,6,30,29.00000000
251,6,31,221.00000000
252,6,32,2.50000000
253,6,33,0.00000000
254,6,34,2.10000000
255,6,35,79.00000000
256,6,36,9.00000000
257,6,37,280.00000000
258,6,38,1.30000000
259,6,39,0.42000000
260,6,40,37.70000000
261,6,41,0.08000000
262,6,42,0.00000000
263,6,43,72.90000000
264,6,44,0.00000000
265,7,1,372.00000000
266,7,2,0.00000000
267,7,3,0.00000000
268,7,4,14.80000000
269,7,5,65.20000000
270,7,6,64.20000000
271,7,7,1.10000000
272,7,8,0.00000000
273,7,9,14.60000000
274,7,10,2.50000000
275,7,11,0.29000000
276,7,12,0.30000000
277,7,13,1.10000000
278,7,14,0.00000000
279,7,15,1.20000000
280,7,16,0.00000000
281,7,17,7.00000000
282,7,18,0.00000000
283,7,19,1.90000000
284,7,20,5.90000000
285,7,21,0.32000000
286,7,22,0.25000000
287,7,23,4.30000000
288,7,24,0.29000000
289,7,25,38.00000000
290,7,26,0.00000000
291,7,27,1.50000000
292,7,28,0.00000000
293,7,29,0.00000000
294,7,30,33.00000000
295,7,31,374.00000000
296,7,32,2.70000000
297,7,33,10.00000000
298,7,34,3.70000000
299,7,35,121.00000000
300,7,36,6.00000000
301,7,37,264.00000000
302,7,38,0.00000000
303,7,39,0.45000000
304,7,40,35.30000000
305,7,41,0.06000000
306,7,42,0.00000000
307,7,43,65.00000000
308,7,44,0.00000000
309,8,1,356.00000000
310,8,2,10.90000000
311,8,3,0.00000000
312,8,4,0.41000000
313,8,5,88.00000000
314,8,6,88.00000000
315,8,7,0.00000000
316,8,8,0.00000000
317,8,9,0.60000000
318,8,10,0.08000000
319,8,11,0.01100000
320,8,12,0.02000000
321,8,13,0.03000000
322,8,14,0.00000000
323,8,15,0.00000000
324,8,16,0.00000000
325,8,17,0.00000000
326,8,18,0.00000000
327,8,19,0.00000000
328,8,20,1.00000000
329,8,21,0.00000000
330,8,22,0.00800000
331,8,23,0.03000000
